Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,IDM_Price,IDM_Last_Price,IDM_Vol_Sale,IDM_Vol_Buy,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
3 - 8,3,8,6,7,5600.0,3071.0,3071.0,5599.96,5600.0,257.7,257.7,107.34548,-0.4,0.0,5653.53
3 - 8,3,8,6,8,6700.0,3713.5,3713.5,6535.64,6697.98,61.6,61.6,109.525055,-1.3,1.0,5653.53
3 - 8,3,8,6,9,5280.0,4088.7,4088.7,5100.08,5277.76,75.8,75.8,126.67536,-0.6,62.0,5653.53
3 - 8,3,8,6,10,3900.0,3845.7,3845.7,3897.64,3900.0,298.6,298.6,153.98122,2.8,192.0,5653.53
3 - 8,3,8,6,11,2600.0,3393.3,3393.3,2597.68,2600.0,358.4,358.4,140.69534,6.6,341.0,5653.53
3 - 8,3,8,6,12,2500.0,3337.7,3337.7,2493.86,2499.99,213.2,213.2,116.020874,9.5,467.0,5653.53
3 - 8,3,8,6,13,999.0,3258.1,3258.1,970.42,499.5,164.3,164.3,96.101265,11.9,552.0,5653.53
3 - 8,3,8,6,14,2698.0,3319.3,3319.3,2643.51,2692.0,171.7,171.7,78.12542,13.4,583.0,5653.53
3 - 8,3,8,6,15,3000.0,3475.8,3475.8,2943.07,2998.0,203.3,203.3,56.566025,16.1,553.0,5653.53
3 - 8,3,8,6,16,3549.0,3686.5,3686.5,3513.57,3549.0,252.0,252.0,6.121425,16.5,470.0,5653.53
3 - 8,3,8,6,17,5600.0,4264.6,4264.6,5470.71,5485.0,98.1,98.1,0.0,16.6,340.0,5653.53
3 - 8,3,8,6,18,9000.0,4327.2,4327.2,8953.8,8980.0,139.7,139.7,0.0,16.7,192.0,5653.53
3 - 8,3,8,6,19,9000.0,4722.4,4722.4,8949.06,8817.99,92.9,92.9,0.0,13.4,53.0,5653.53
3 - 8,3,8,6,20,9000.0,4599.6,4599.6,8988.14,8999.95,167.3,167.3,0.0,10.5,0.0,5653.53
3 - 8,3,8,6,21,9000.0,4282.7,4282.7,8977.42,8899.97,201.2,201.2,0.0,9.1,0.0,5653.53
3 - 8,3,8,6,22,9000.0,4117.2,4117.2,8940.92,8819.96,136.5,136.5,0.0,7.9,0.0,5653.53
3 - 8,3,8,6,23,9000.0,3905.7,3905.7,8800.02,8000.0,66.4,66.4,0.0,7.0,0.0,5653.53
3 - 8,3,8,6,24,6900.0,3476.7,3476.7,6891.71,6899.97,112.5,112.5,0.0,6.3,0.0,5653.53
3 - 9,3,9,7,1,5600.0,3012.4,3012.4,5588.38,5599.98,66.0,66.0,0.0,4.8,0.0,4623.52
3 - 9,3,9,7,2,4000.0,2592.3,2592.3,3995.86,3999.93,152.1,152.1,0.0,4.3,0.0,4623.52
3 - 9,3,9,7,3,3100.0,2298.3,2298.3,3072.38,3099.87,148.2,148.2,0.0,3.7,0.0,4623.52
3 - 9,3,9,7,4,1000.0,2242.0,2242.0,986.78,999.9,156.9,156.9,0.0,3.0,0.0,4623.52
3 - 9,3,9,7,5,1000.0,2244.0,2244.0,983.85,999.9,156.3,156.3,16.709976,2.1,0.0,4623.52
3 - 9,3,9,7,6,3150.0,2305.1,2305.1,3139.76,3149.9,144.0,144.0,57.275036,1.0,0.0,4623.52
3 - 9,3,9,7,7,3756.0,2605.2,2605.2,3740.56,3753.77,112.8,112.8,90.09676,0.4,0.0,4623.52
3 - 9,3,9,7,8,4200.0,3057.4,3057.4,4195.24,4199.94,152.2,152.2,118.38068,-0.0,1.0,4623.52
3 - 9,3,9,7,9,3910.0,3305.1,3305.1,3898.05,3909.96,173.2,173.2,137.8141,-0.1,64.0,4623.52
3 - 9,3,9,7,10,2650.0,2819.2,2819.2,2644.01,2649.96,355.3,355.3,146.10696,2.7,193.0,4623.52
3 - 9,3,9,7,11,990.0,2703.7,2703.7,961.99,989.89,294.6,294.6,138.27406,5.8,327.0,4623.52
3 - 9,3,9,7,12,440.0,2602.3,2602.3,392.78,434.49,163.5,163.5,120.0376,8.0,445.0,4623.52
3 - 9,3,9,7,13,250.0,2496.1,2496.1,208.12,235.0,196.1,196.1,105.78096,10.5,542.0,4623.52
3 - 9,3,9,7,14,440.0,2536.4,2536.4,402.77,400.0,163.9,163.9,80.17166,13.0,587.0,4623.52
3 - 9,3,9,7,15,2400.0,2640.9,2640.9,2384.76,2352.0,156.5,156.5,64.62179,16.5,556.0,4623.52
3 - 9,3,9,7,16,3000.0,2907.0,2907.0,2986.71,2999.88,228.0,228.0,8.811163,17.4,483.0,4623.52
3 - 9,3,9,7,17,3910.0,3350.1,3350.1,3869.55,3907.77,225.7,225.7,0.0,17.8,333.0,4623.52
3 - 9,3,9,7,18,8900.0,3632.4,3632.4,8859.33,8899.97,190.4,190.4,0.0,17.5,151.0,4623.52
3 - 9,3,9,7,19,9000.0,3778.3,3778.3,8940.7,8999.94,119.2,119.2,0.0,14.6,41.0,4623.52
3 - 9,3,9,7,20,9000.0,3872.4,3872.4,8908.32,8989.0,103.6,103.6,0.0,11.7,0.0,4623.52
3 - 9,3,9,7,21,9000.0,3683.6,3683.6,8817.71,8587.0,96.7,96.7,0.0,9.8,0.0,4623.52
3 - 9,3,9,7,22,9000.0,3531.4,3531.4,8758.27,3600.0,93.3,93.3,0.0,8.5,0.0,4623.52
3 - 9,3,9,7,23,6790.0,3150.2,3150.2,6716.83,6787.76,121.8,121.8,0.0,7.9,0.0,4623.52
3 - 9,3,9,7,24,5000.0,2940.7,2940.7,4981.45,4999.83,187.8,187.8,0.0,5.6,0.0,4623.52
3 - 10,3,10,1,1,5180.0,2935.1,2935.1,5172.45,5179.96,68.8,68.8,0.0,5.9,0.0,5365.27
3 - 10,3,10,1,2,3350.0,2441.5,2441.5,3335.83,3348.87,149.3,149.3,0.0,5.2,0.0,5365.27
3 - 10,3,10,1,3,2845.0,2197.0,2197.0,2838.14,2845.0,237.8,237.8,0.0,3.6,0.0,5365.27
3 - 10,3,10,1,4,1000.0,2135.7,2135.7,993.0,1000.01,312.7,312.7,0.0,3.0,0.0,5365.27
3 - 10,3,10,1,5,2000.0,2138.4,2138.4,1986.29,1999.99,265.6,265.6,14.663704,2.4,0.0,5365.27
3 - 10,3,10,1,6,3400.0,2303.5,2303.5,3394.6,3399.92,227.4,227.4,57.82022,1.3,0.0,5365.27
3 - 10,3,10,1,7,5600.0,3044.5,3044.5,5582.84,5400.0,198.1,198.1,78.58175,0.8,0.0,5365.27
3 - 10,3,10,1,8,6900.0,3825.8,3825.8,6897.55,6890.0,232.6,232.6,111.06351,0.4,2.0,5365.27
3 - 10,3,10,1,9,6900.0,4206.7,4206.7,6893.36,6899.98,123.3,123.3,147.3117,0.7,72.0,5365.27
3 - 10,3,10,1,10,4100.0,3794.8,3794.8,4100.17,4100.0,307.9,307.9,142.98022,4.1,212.0,5365.27
3 - 10,3,10,1,11,3450.0,3431.4,3431.4,3442.79,3449.92,404.9,404.9,146.93701,7.3,359.0,5365.27
3 - 10,3,10,1,12,1878.0,3095.9,3095.9,1866.24,1878.0,441.7,441.7,224.8346,9.8,470.0,5365.27
3 - 10,3,10,1,13,350.0,2677.7,2677.7,327.39,349.92,487.4,487.4,108.07453,12.8,543.0,5365.27
3 - 10,3,10,1,14,450.0,2804.5,2804.5,434.93,449.92,501.9,501.9,70.983734,15.1,567.0,5365.27
3 - 10,3,10,1,15,2350.0,2935.4,2935.4,2345.13,2350.0,428.9,428.9,42.58664,18.4,553.0,5365.27
3 - 10,3,10,1,16,3000.0,3203.1,3203.1,2976.44,2999.92,294.7,294.7,7.6219006,19.1,481.0,5365.27
3 - 10,3,10,1,17,5600.0,3887.5,3887.5,5565.82,5589.59,147.0,147.0,0.0,19.3,360.0,5365.27
3 - 10,3,10,1,18,9000.0,3824.4,3824.4,8963.52,8999.91,116.4,116.4,0.0,18.9,209.0,5365.27
3 - 10,3,10,1,19,9000.0,4121.5,4121.5,8862.41,8000.0,96.7,96.7,0.0,15.9,62.0,5365.27
3 - 10,3,10,1,20,9000.0,4127.7,4127.7,8861.35,8999.89,113.6,113.6,0.0,13.1,0.0,5365.27
3 - 10,3,10,1,21,9000.0,3918.7,3918.7,8820.52,5000.0,101.8,101.8,0.0,12.2,0.0,5365.27
3 - 10,3,10,1,22,9000.0,3603.3,3603.3,8973.89,8999.91,84.1,84.1,0.0,10.0,0.0,5365.27
3 - 10,3,10,1,23,7800.0,3197.5,3197.5,7623.0,5800.0,82.9,82.9,0.0,9.0,0.0,5365.27
3 - 10,3,10,1,24,6900.0,3189.0,3189.0,6888.65,6899.99,68.4,68.4,0.0,6.6,0.0,5365.27
3 - 11,3,11,2,1,4740.0,2717.9,2717.9,4725.74,4739.96,73.0,73.0,0.0,8.4,0.0,5058.73
3 - 11,3,11,2,2,3710.0,2429.1,2429.1,3695.05,3707.77,123.9,123.9,0.0,8.2,0.0,5058.73
3 - 11,3,11,2,3,2939.0,2238.7,2238.7,2933.24,2939.0,302.0,302.0,0.0,7.1,0.0,5058.73
3 - 11,3,11,2,4,1970.0,2214.9,2214.9,1967.0,1969.89,329.0,329.0,0.0,6.5,0.0,5058.73
3 - 11,3,11,2,5,800.0,2137.2,2137.2,793.75,799.92,296.5,296.5,12.9521885,6.5,0.0,5058.73
3 - 11,3,11,2,6,2939.0,2220.1,2220.1,2926.44,2936.77,247.4,247.4,77.128746,5.3,0.0,5058.73
3 - 11,3,11,2,7,5180.0,2832.1,2832.1,5172.96,5162.0,95.8,95.8,139.4389,5.5,0.0,5058.73
3 - 11,3,11,2,8,6900.0,3590.1,3590.1,6897.32,6899.92,75.9,75.9,205.56529,6.4,2.0,5058.73
3 - 11,3,11,2,9,6800.0,3870.4,3870.4,6797.45,6799.0,93.6,93.6,216.36154,7.1,67.0,5058.73
3 - 11,3,11,2,10,3800.0,3641.0,3641.0,3808.5,4300.0,442.1,442.1,232.13979,10.7,178.0,5058.73
3 - 11,3,11,2,11,2400.0,3308.5,3308.5,2393.98,2350.0,649.8,649.8,260.60947,15.1,316.0,5058.73
3 - 11,3,11,2,12,1000.0,3075.7,3075.7,988.2,2350.0,779.2,779.2,257.75067,17.6,453.0,5058.73
3 - 11,3,11,2,13,450.0,2911.4,2911.4,443.26,1047.0,729.1,729.1,190.39732,19.0,525.0,5058.73
3 - 11,3,11,2,14,1670.0,3000.5,3000.5,1685.87,1670.2,648.4,648.4,104.85802,20.1,525.0,5058.73
3 - 11,3,11,2,15,1875.0,2961.7,2961.7,1919.4,1876.07,446.9,446.9,20.680054,20.3,383.0,5058.73
3 - 11,3,11,2,16,1670.0,2963.4,2963.4,1778.43,1673.01,541.3,541.3,1.9698583,20.2,354.0,5058.73
3 - 11,3,11,2,17,5600.0,3481.5,3481.5,5576.5,5599.99,312.6,312.6,0.0,19.5,196.0,5058.73
3 - 11,3,11,2,18,9000.0,3729.7,3729.7,8986.26,8999.99,278.9,278.9,0.0,18.7,83.0,5058.73
3 - 11,3,11,2,19,9000.0,3972.8,3972.8,8996.2,9000.0,308.5,308.5,0.0,16.5,24.0,5058.73
3 - 11,3,11,2,20,9000.0,3935.8,3935.8,8996.29,9000.0,348.4,348.4,0.0,14.6,0.0,5058.73
3 - 11,3,11,2,21,9000.0,3714.0,3714.0,8997.97,9000.0,354.8,354.8,0.0,12.7,0.0,5058.73
3 - 11,3,11,2,22,9000.0,3416.5,3416.5,8996.76,9000.0,374.2,374.2,0.0,12.1,0.0,5058.73
3 - 11,3,11,2,23,7500.0,3046.3,3046.3,7519.45,7500.0,286.2,286.2,0.0,11.0,0.0,5058.73
3 - 11,3,11,2,24,5580.0,2818.9,2818.9,5568.83,5579.99,245.3,245.3,0.0,9.2,0.0,5058.73
3 - 12,3,12,3,1,4000.0,2700.2,2700.2,3949.69,3235.0,97.6,97.6,0.0,9.5,0.0,5039.1
3 - 12,3,12,3,2,3250.0,2535.8,2535.8,3246.05,3249.91,173.4,173.4,0.0,9.0,0.0,5039.1
3 - 12,3,12,3,3,2900.0,2412.4,2412.4,2903.99,2905.0,215.2,215.2,0.0,8.3,0.0,5039.1
3 - 12,3,12,3,4,1666.0,2285.0,2285.0,1664.9,1640.0,409.0,409.0,0.0,8.3,0.0,5039.1
3 - 12,3,12,3,5,777.0,2246.8,2246.8,776.2,776.92,382.1,382.1,22.95291,9.3,0.0,5039.1
3 - 12,3,12,3,6,3000.0,2447.0,2447.0,3001.03,3000.0,177.7,177.7,87.149185,8.4,0.0,5039.1
3 - 12,3,12,3,7,4000.0,2734.0,2734.0,4027.44,4000.0,257.8,257.8,126.0603,6.9,0.0,5039.1
3 - 12,3,12,3,8,4700.0,3306.0,3306.0,4704.57,4700.0,384.8,384.8,166.88768,5.7,3.0,5039.1
3 - 12,3,12,3,9,5277.49,3640.2,3640.2,5276.83,5262.0,336.2,336.2,192.77826,6.2,72.0,5039.1
3 - 12,3,12,3,10,5300.0,4032.5,4032.5,5291.47,5300.0,311.5,311.5,204.8874,9.2,186.0,5039.1
3 - 12,3,12,3,11,2848.0,3466.7,3466.7,2996.96,2852.0,535.6,535.6,214.87363,12.0,283.0,5039.1
3 - 12,3,12,3,12,1874.0,3064.5,3064.5,1871.22,1874.0,922.4,922.4,230.37149,13.7,333.0,5039.1
3 - 12,3,12,3,13,450.0,2928.3,2928.3,450.49,449.9,881.9,881.9,142.30042,15.1,378.0,5039.1
3 - 12,3,12,3,14,1874.0,2946.6,2946.6,1863.32,1874.0,862.3,862.3,94.38081,16.6,371.0,5039.1
3 - 12,3,12,3,15,2349.0,3005.1,3005.1,2356.72,3900.0,776.7,776.7,52.104313,17.4,316.0,5039.1
3 - 12,3,12,3,16,3000.0,3172.2,3172.2,3125.64,4500.0,368.9,368.9,9.705763,18.3,404.0,5039.1
3 - 12,3,12,3,17,5600.0,3560.5,3560.5,5566.53,5600.0,244.5,244.5,0.0,18.4,327.0,5039.1
3 - 12,3,12,3,18,9000.0,3538.8,3538.8,8975.54,9000.0,317.2,317.2,0.0,18.4,204.0,5039.1
3 - 12,3,12,3,19,9000.0,3762.9,3762.9,8967.92,9000.0,319.7,319.7,0.0,16.5,61.0,5039.1
3 - 12,3,12,3,20,9000.0,3997.1,3997.1,8994.28,9000.0,474.6,474.6,0.0,14.1,1.0,5039.1
3 - 12,3,12,3,21,9000.0,3574.5,3574.5,8983.02,9000.0,443.9,443.9,0.0,12.3,0.0,5039.1
3 - 12,3,12,3,22,9000.0,3259.1,3259.1,8965.19,9000.0,240.4,240.4,0.0,10.3,0.0,5039.1
3 - 12,3,12,3,23,8892.47,3124.1,3124.1,8895.57,8892.48,386.2,386.2,0.0,9.1,0.0,5039.1
3 - 12,3,12,3,24,6900.0,2995.6,2995.6,6875.05,6900.0,386.4,386.4,0.0,10.1,0.0,5039.1
3 - 13,3,13,4,1,4280.0,2658.6,2658.6,4275.3,4279.98,217.9,217.9,0.0,7.9,0.0,5349.94
3 - 13,3,13,4,2,3300.0,2345.5,2345.5,3294.0,3300.0,361.2,361.2,0.0,7.8,0.0,5349.94
3 - 13,3,13,4,3,2545.0,2130.2,2130.2,2543.45,2549.0,301.5,301.5,0.0,7.3,0.0,5349.94
3 - 13,3,13,4,4,450.0,1958.5,1958.5,463.91,450.0,456.7,456.7,0.0,6.8,0.0,5349.94
3 - 13,3,13,4,5,450.0,1933.2,1933.2,448.32,450.0,461.5,461.5,10.375487,6.3,0.0,5349.94
3 - 13,3,13,4,6,500.0,2009.5,2009.5,497.19,502.5,332.0,332.0,56.60048,5.4,0.0,5349.94
3 - 13,3,13,4,7,4190.0,2757.8,2757.8,4177.39,4190.0,122.8,122.8,130.31056,5.6,0.0,5349.94
3 - 13,3,13,4,8,6870.33,3601.5,3601.5,6837.46,6870.3,142.6,142.6,209.48146,6.8,2.0,5349.94
3 - 13,3,13,4,9,6900.0,3881.1,3881.1,6868.89,6899.98,211.3,211.3,153.4977,7.2,28.0,5349.94
3 - 13,3,13,4,10,6900.0,3761.4,3761.4,6893.26,6899.97,345.8,345.8,185.35587,8.9,127.0,5349.94
3 - 13,3,13,4,11,4000.0,3244.0,3244.0,4029.72,4000.0,589.0,589.0,244.79283,10.0,221.0,5349.94
3 - 13,3,13,4,12,3250.0,2996.9,2996.9,3250.84,3249.99,611.9,611.9,252.20358,10.4,138.0,5349.94
3 - 13,3,13,4,13,2900.0,2753.6,2753.6,2911.99,3100.0,318.2,318.2,146.94452,11.8,181.0,5349.94
3 - 13,3,13,4,14,2900.0,2732.4,2732.4,2924.07,3100.0,334.6,334.6,99.53558,13.3,212.0,5349.94
3 - 13,3,13,4,15,3250.0,2747.8,2747.8,3251.99,3249.99,525.7,525.7,51.34058,16.0,264.0,5349.94
3 - 13,3,13,4,16,3970.0,2909.6,2909.6,3953.5,3970.0,421.4,421.4,10.545434,17.5,311.0,5349.94
