Date,Month,Day,Hour,Day_of_week,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Avg_Weighted_Price
1 - 19,1,19,7,7,27.655235,1.0,0.0,5663.21
1 - 19,1,19,8,7,69.58991,1.0,0.0,5663.21
1 - 19,1,19,9,7,119.69723,0.8,0.0,5663.21
1 - 19,1,19,10,7,135.00848,0.8,16.0,5663.21
1 - 19,1,19,11,7,103.080795,1.1,65.0,5663.21
1 - 19,1,19,12,7,82.165,1.5,123.0,5663.21
1 - 19,1,19,13,7,65.79056,2.2,180.0,5663.21
1 - 19,1,19,14,7,30.738577,3.0,233.0,5663.21
1 - 19,1,19,15,7,0.0,3.6,231.0,5663.21
1 - 19,1,19,16,7,0.0,3.7,180.0,5663.21
1 - 19,1,19,17,7,0.0,3.5,101.0,5663.21
1 - 19,1,19,18,7,0.0,3.1,18.0,5663.21
1 - 19,1,19,19,7,0.0,2.3,0.0,5663.21
1 - 19,1,19,20,7,0.0,1.7,0.0,5663.21
1 - 19,1,19,21,7,0.0,0.7,0.0,5663.21
1 - 19,1,19,22,7,0.0,0.2,0.0,5663.21
1 - 19,1,19,23,7,0.0,-0.1,0.0,5663.21
1 - 20,1,20,0,1,0.0,-1.0,0.0,5702.2
1 - 20,1,20,1,1,0.0,-1.2,0.0,5702.2
1 - 20,1,20,2,1,0.0,-1.4,0.0,5702.2
1 - 20,1,20,3,1,0.0,-2.0,0.0,5702.2
1 - 20,1,20,4,1,0.0,-2.3,0.0,5702.2
1 - 20,1,20,5,1,0.0,-2.6,0.0,5702.2
1 - 20,1,20,6,1,0.0,-3.0,0.0,5702.2
1 - 20,1,20,7,1,33.778194,-3.0,0.0,5702.2
1 - 20,1,20,8,1,56.129795,-3.7,0.0,5702.2
1 - 20,1,20,9,1,64.676186,-4.0,0.0,5702.2
1 - 20,1,20,10,1,67.094505,-4.0,24.0,5702.2
1 - 20,1,20,11,1,64.52213,-2.7,104.0,5702.2
1 - 20,1,20,12,1,58.37833,-0.4,197.0,5702.2
1 - 20,1,20,13,1,46.55705,2.1,265.0,5702.2
1 - 20,1,20,14,1,28.200052,4.1,286.0,5702.2
1 - 20,1,20,15,1,0.0,6.4,263.0,5702.2
1 - 20,1,20,16,1,0.0,7.0,199.0,5702.2
1 - 20,1,20,17,1,0.0,6.5,105.0,5702.2
1 - 20,1,20,18,1,0.0,6.1,21.0,5702.2
1 - 20,1,20,19,1,0.0,4.8,0.0,5702.2
1 - 20,1,20,20,1,0.0,4.1,0.0,5702.2
1 - 20,1,20,21,1,0.0,3.1,0.0,5702.2
1 - 20,1,20,22,1,0.0,2.7,0.0,5702.2
1 - 20,1,20,23,1,0.0,2.2,0.0,5702.2
1 - 21,1,21,0,2,0.0,1.5,0.0,6252.83
1 - 21,1,21,1,2,0.0,1.4,0.0,6252.83
1 - 21,1,21,2,2,0.0,1.0,0.0,6252.83
1 - 21,1,21,3,2,0.0,-0.1,0.0,6252.83
1 - 21,1,21,4,2,0.0,-0.5,0.0,6252.83
1 - 21,1,21,5,2,0.0,-0.7,0.0,6252.83
1 - 21,1,21,6,2,0.0,-1.2,0.0,6252.83
1 - 21,1,21,7,2,48.098816,-1.1,0.0,6252.83
1 - 21,1,21,8,2,81.3833,-1.1,0.0,6252.83
1 - 21,1,21,9,2,100.14536,-1.1,0.0,6252.83
1 - 21,1,21,10,2,118.01024,-0.1,28.0,6252.83
1 - 21,1,21,11,2,135.58842,1.3,105.0,6252.83
1 - 21,1,21,12,2,140.34749,1.3,177.0,6252.83
1 - 21,1,21,13,2,104.65155,2.2,206.0,6252.83
1 - 21,1,21,14,2,53.068424,2.8,220.0,6252.83
1 - 21,1,21,15,2,0.0,3.4,198.0,6252.83
1 - 21,1,21,16,2,0.0,3.3,142.0,6252.83
1 - 21,1,21,17,2,0.0,2.9,79.0,6252.83
1 - 21,1,21,18,2,0.0,1.9,17.0,6252.83
1 - 21,1,21,19,2,0.0,1.1,0.0,6252.83
1 - 21,1,21,20,2,0.0,0.5,0.0,6252.83
1 - 21,1,21,21,2,0.0,-0.1,0.0,6252.83
1 - 21,1,21,22,2,0.0,-0.4,0.0,6252.83
1 - 21,1,21,23,2,0.0,-0.6,0.0,6252.83
1 - 22,1,22,0,3,0.0,-0.8,0.0,6076.69
1 - 22,1,22,1,3,0.0,-0.9,0.0,6076.69
1 - 22,1,22,2,3,0.0,-0.9,0.0,6076.69
1 - 22,1,22,3,3,0.0,-0.7,0.0,6076.69
1 - 22,1,22,4,3,0.0,-0.7,0.0,6076.69
1 - 22,1,22,5,3,0.0,-0.7,0.0,6076.69
1 - 22,1,22,6,3,0.0,-0.8,0.0,6076.69
1 - 22,1,22,7,3,16.873371,-0.7,0.0,6076.69
1 - 22,1,22,8,3,40.389717,-0.7,0.0,6076.69
1 - 22,1,22,9,3,66.91204,-0.6,0.0,6076.69
1 - 22,1,22,10,3,86.50992,-0.6,7.0,6076.69
1 - 22,1,22,11,3,118.39321,-0.3,34.0,6076.69
1 - 22,1,22,12,3,99.090225,-0.1,58.0,6076.69
1 - 22,1,22,13,3,78.42118,0.4,68.0,6076.69
1 - 22,1,22,14,3,30.75758,0.8,85.0,6076.69
1 - 22,1,22,15,3,0.0,1.3,72.0,6076.69
1 - 22,1,22,16,3,0.0,1.4,61.0,6076.69
1 - 22,1,22,17,3,0.0,1.4,47.0,6076.69
1 - 22,1,22,18,3,0.0,1.3,9.0,6076.69
1 - 22,1,22,19,3,0.0,0.9,0.0,6076.69
1 - 22,1,22,20,3,0.0,0.7,0.0,6076.69
1 - 22,1,22,21,3,0.0,0.8,0.0,6076.69
1 - 22,1,22,22,3,0.0,0.5,0.0,6076.69
1 - 22,1,22,23,3,0.0,0.4,0.0,6076.69
1 - 23,1,23,0,4,0.0,0.3,0.0,6339.15
1 - 23,1,23,1,4,0.0,0.2,0.0,6339.15
1 - 23,1,23,2,4,0.0,0.1,0.0,6339.15
1 - 23,1,23,3,4,0.0,0.0,0.0,6339.15
1 - 23,1,23,4,4,0.0,-0.2,0.0,6339.15
1 - 23,1,23,5,4,0.0,-0.3,0.0,6339.15
1 - 23,1,23,6,4,0.0,-0.6,0.0,6339.15
1 - 23,1,23,7,4,39.472668,-1.0,0.0,6339.15
1 - 23,1,23,8,4,63.970028,-1.1,0.0,6339.15
1 - 23,1,23,9,4,69.84216,-0.8,0.0,6339.15
1 - 23,1,23,10,4,68.30699,-0.6,18.0,6339.15
1 - 23,1,23,11,4,70.22238,-0.3,50.0,6339.15
1 - 23,1,23,12,4,63.020916,-0.1,95.0,6339.15
1 - 23,1,23,13,4,51.73484,0.4,118.0,6339.15
1 - 23,1,23,14,4,31.685385,1.1,147.0,6339.15
1 - 23,1,23,15,4,0.0,2.5,183.0,6339.15
1 - 23,1,23,16,4,0.0,3.0,176.0,6339.15
1 - 23,1,23,17,4,0.0,2.7,109.0,6339.15
1 - 23,1,23,18,4,0.0,1.8,24.0,6339.15
1 - 23,1,23,19,4,0.0,1.6,0.0,6339.15
1 - 23,1,23,20,4,0.0,1.3,0.0,6339.15
1 - 23,1,23,21,4,0.0,1.3,0.0,6339.15
1 - 23,1,23,22,4,0.0,1.2,0.0,6339.15
1 - 23,1,23,23,4,0.0,1.0,0.0,6339.15
1 - 24,1,24,0,5,0.0,0.6,0.0,6218.47
1 - 24,1,24,1,5,0.0,0.6,0.0,6218.47
1 - 24,1,24,2,5,0.0,0.6,0.0,6218.47
1 - 24,1,24,3,5,0.0,0.5,0.0,6218.47
1 - 24,1,24,4,5,0.0,0.5,0.0,6218.47
1 - 24,1,24,5,5,0.0,0.5,0.0,6218.47
1 - 24,1,24,6,5,0.0,0.6,0.0,6218.47
1 - 24,1,24,7,5,18.128204,0.5,0.0,6218.47
1 - 24,1,24,8,5,65.0572,0.5,0.0,6218.47
1 - 24,1,24,9,5,79.39734,0.7,0.0,6218.47
1 - 24,1,24,10,5,75.81348,0.9,13.0,6218.47
1 - 24,1,24,11,5,55.054287,1.3,40.0,6218.47
1 - 24,1,24,12,5,47.462616,1.8,72.0,6218.47
1 - 24,1,24,13,5,30.739481,2.2,68.0,6218.47
1 - 24,1,24,14,5,12.79575,2.7,79.0,6218.47
1 - 24,1,24,15,5,0.0,3.3,69.0,6218.47
1 - 24,1,24,16,5,0.0,3.5,45.0,6218.47
1 - 24,1,24,17,5,0.0,3.5,14.0,6218.47
1 - 24,1,24,18,5,0.0,3.5,6.0,6218.47
1 - 24,1,24,19,5,0.0,3.1,0.0,6218.47
1 - 24,1,24,20,5,0.0,2.9,0.0,6218.47
1 - 24,1,24,21,5,0.0,2.8,0.0,6218.47
1 - 24,1,24,22,5,0.0,2.7,0.0,6218.47
1 - 24,1,24,23,5,0.0,2.6,0.0,6218.47
1 - 25,1,25,0,6,0.0,2.4,0.0,5935.02
1 - 25,1,25,1,6,0.0,2.3,0.0,5935.02
1 - 25,1,25,2,6,0.0,2.1,0.0,5935.02
1 - 25,1,25,3,6,0.0,2.3,0.0,5935.02
1 - 25,1,25,4,6,0.0,2.2,0.0,5935.02
1 - 25,1,25,5,6,0.0,2.2,0.0,5935.02
1 - 25,1,25,6,6,0.0,2.0,0.0,5935.02
1 - 25,1,25,7,6,42.931778,2.0,0.0,5935.02
1 - 25,1,25,8,6,85.696266,1.9,0.0,5935.02
1 - 25,1,25,9,6,130.52962,1.7,0.0,5935.02
1 - 25,1,25,10,6,136.88232,1.5,32.0,5935.02
1 - 25,1,25,11,6,139.12286,2.6,121.0,5935.02
1 - 25,1,25,12,6,108.37464,3.1,211.0,5935.02
1 - 25,1,25,13,6,71.73228,4.1,242.0,5935.02
1 - 25,1,25,14,6,34.875088,4.8,249.0,5935.02
1 - 25,1,25,15,6,0.0,4.6,226.0,5935.02
1 - 25,1,25,16,6,0.0,5.0,143.0,5935.02
1 - 25,1,25,17,6,0.0,4.7,79.0,5935.02
1 - 25,1,25,18,6,0.0,4.4,15.0,5935.02
1 - 25,1,25,19,6,0.0,4.0,0.0,5935.02
1 - 25,1,25,20,6,0.0,3.8,0.0,5935.02
1 - 25,1,25,21,6,0.0,3.2,0.0,5935.02
1 - 25,1,25,22,6,0.0,3.0,0.0,5935.02
1 - 25,1,25,23,6,0.0,2.6,0.0,5935.02
1 - 26,1,26,0,7,0.0,2.5,0.0,5712.52
1 - 26,1,26,1,7,0.0,2.4,0.0,5712.52
1 - 26,1,26,2,7,0.0,2.2,0.0,5712.52
1 - 26,1,26,3,7,0.0,2.0,0.0,5712.52
1 - 26,1,26,4,7,0.0,1.9,0.0,5712.52
1 - 26,1,26,5,7,0.0,1.5,0.0,5712.52
1 - 26,1,26,6,7,0.0,1.3,0.0,5712.52
1 - 26,1,26,7,7,44.447437,1.0,0.0,5712.52
1 - 26,1,26,8,7,71.49553,0.9,0.0,5712.52
1 - 26,1,26,9,7,88.95303,0.7,0.0,5712.52
1 - 26,1,26,10,7,85.52676,0.9,20.0,5712.52
1 - 26,1,26,11,7,110.60163,1.3,66.0,5712.52
1 - 26,1,26,12,7,113.223305,1.8,140.0,5712.52
1 - 26,1,26,13,7,59.210136,2.8,166.0,5712.52
1 - 26,1,26,14,7,38.38965,3.9,212.0,5712.52
1 - 26,1,26,15,7,0.24084435,5.2,215.0,5712.52
1 - 26,1,26,16,7,0.0,5.5,180.0,5712.52
1 - 26,1,26,17,7,0.0,5.4,108.0,5712.52
1 - 26,1,26,18,7,0.0,5.0,30.0,5712.52
1 - 26,1,26,19,7,0.0,4.1,0.0,5712.52
1 - 26,1,26,20,7,0.0,3.4,0.0,5712.52
1 - 26,1,26,21,7,0.0,3.1,0.0,5712.52
1 - 26,1,26,22,7,0.0,3.1,0.0,5712.52
1 - 26,1,26,23,7,0.0,3.0,0.0,5712.52
1 - 27,1,27,0,1,0.0,2.6,0.0,5664.27
1 - 27,1,27,1,1,0.0,2.5,0.0,5664.27
1 - 27,1,27,2,1,0.0,2.4,0.0,5664.27
1 - 27,1,27,3,1,0.0,2.1,0.0,5664.27
1 - 27,1,27,4,1,0.0,1.8,0.0,5664.27
1 - 27,1,27,5,1,0.0,1.4,0.0,5664.27
1 - 27,1,27,6,1,0.0,0.9,0.0,5664.27
1 - 27,1,27,7,1,41.613373,0.7,0.0,5664.27
1 - 27,1,27,8,1,95.88624,0.7,0.0,5664.27
1 - 27,1,27,9,1,105.824265,0.8,0.0,5664.27
1 - 27,1,27,10,1,73.24278,1.1,21.0,5664.27
1 - 27,1,27,11,1,67.91039,1.6,70.0,5664.27
1 - 27,1,27,12,1,61.018856,2.0,103.0,5664.27
1 - 27,1,27,13,1,50.191956,2.6,129.0,5664.27
1 - 27,1,27,14,1,33.026394,3.7,147.0,5664.27
1 - 27,1,27,15,1,1.162367,6.0,216.0,5664.27
1 - 27,1,27,16,1,0.0,6.6,219.0,5664.27
1 - 27,1,27,17,1,0.0,6.4,128.0,5664.27
1 - 27,1,27,18,1,0.0,5.5,33.0,5664.27
1 - 27,1,27,19,1,0.0,4.4,0.0,5664.27
1 - 27,1,27,20,1,0.0,3.4,0.0,5664.27
1 - 27,1,27,21,1,0.0,2.5,0.0,5664.27
1 - 27,1,27,22,1,0.0,2.1,0.0,5664.27
1 - 27,1,27,23,1,0.0,1.8,0.0,5664.27
1 - 28,1,28,0,2,0.0,1.6,0.0,6100.62
1 - 28,1,28,1,2,0.0,1.4,0.0,6100.62
1 - 28,1,28,2,2,0.0,1.2,0.0,6100.62
1 - 28,1,28,3,2,0.0,0.8,0.0,6100.62
1 - 28,1,28,4,2,0.0,0.7,0.0,6100.62
1 - 28,1,28,5,2,0.0,0.7,0.0,6100.62
1 - 28,1,28,6,2,0.0,0.7,0.0,6100.62
1 - 28,1,28,7,2,39.795223,0.4,0.0,6100.62
1 - 28,1,28,8,2,61.03466,0.4,0.0,6100.62
1 - 28,1,28,9,2,83.648926,-0.1,0.0,6100.62
1 - 28,1,28,10,2,88.0403,0.7,39.0,6100.62
1 - 28,1,28,11,2,68.79273,2.6,138.0,6100.62
1 - 28,1,28,12,2,66.93123,3.0,238.0,6100.62
1 - 28,1,28,13,2,51.865337,4.8,301.0,6100.62
1 - 28,1,28,14,2,33.96153,6.0,325.0,6100.62
1 - 28,1,28,15,2,2.8131676,7.9,298.0,6100.62
1 - 28,1,28,16,2,0.0,8.5,234.0,6100.62
1 - 28,1,28,17,2,0.0,8.0,127.0,6100.62
1 - 28,1,28,18,2,0.0,7.9,28.0,6100.62
1 - 28,1,28,19,2,0.0,6.8,0.0,6100.62
1 - 28,1,28,20,2,0.0,6.1,0.0,6100.62
1 - 28,1,28,21,2,0.0,5.3,0.0,6100.62
1 - 28,1,28,22,2,0.0,4.8,0.0,6100.62
1 - 28,1,28,23,2,0.0,4.7,0.0,6100.62
1 - 29,1,29,0,3,0.0,4.1,0.0,6086.89
1 - 29,1,29,1,3,0.0,3.7,0.0,6086.89
1 - 29,1,29,2,3,0.0,3.3,0.0,6086.89
1 - 29,1,29,3,3,0.0,3.1,0.0,6086.89
1 - 29,1,29,4,3,0.0,3.1,0.0,6086.89
1 - 29,1,29,5,3,0.0,3.3,0.0,6086.89
1 - 29,1,29,6,3,0.0,3.5,0.0,6086.89
1 - 29,1,29,7,3,42.01676,3.4,0.0,6086.89
1 - 29,1,29,8,3,82.138824,3.5,0.0,6086.89
1 - 29,1,29,9,3,113.61945,3.2,0.0,6086.89
1 - 29,1,29,10,3,108.46332,3.3,22.0,6086.89
1 - 29,1,29,11,3,94.68542,4.4,105.0,6086.89
1 - 29,1,29,12,3,86.532364,5.3,164.0,6086.89
1 - 29,1,29,13,3,58.343575,7.5,256.0,6086.89
1 - 29,1,29,14,3,46.46986,9.5,303.0,6086.89
1 - 29,1,29,15,3,3.539483,11.5,292.0,6086.89
1 - 29,1,29,16,3,0.0,12.8,255.0,6086.89
1 - 29,1,29,17,3,0.0,12.5,148.0,6086.89
1 - 29,1,29,18,3,0.0,12.3,39.0,6086.89
1 - 29,1,29,19,3,0.0,9.7,0.0,6086.89
1 - 29,1,29,20,3,0.0,8.1,0.0,6086.89
1 - 29,1,29,21,3,0.0,8.2,0.0,6086.89
1 - 29,1,29,22,3,0.0,7.9,0.0,6086.89
1 - 29,1,29,23,3,0.0,7.2,0.0,6086.89
1 - 30,1,30,0,4,0.0,7.0,0.0,6209.55
1 - 30,1,30,1,4,0.0,5.1,0.0,6209.55
1 - 30,1,30,2,4,0.0,3.0,0.0,6209.55
1 - 30,1,30,3,4,0.0,2.3,0.0,6209.55
1 - 30,1,30,4,4,0.0,2.2,0.0,6209.55
1 - 30,1,30,5,4,0.0,2.0,0.0,6209.55
1 - 30,1,30,6,4,0.0,0.8,0.0,6209.55
1 - 30,1,30,7,4,49.807457,0.1,0.0,6209.55
1 - 30,1,30,8,4,96.568214,0.3,0.0,6209.55
1 - 30,1,30,9,4,108.95654,0.8,0.0,6209.55
1 - 30,1,30,10,4,95.7592,1.3,42.0,6209.55
1 - 30,1,30,11,4,67.090355,1.8,105.0,6209.55
1 - 30,1,30,12,4,78.12687,4.4,159.0,6209.55
1 - 30,1,30,13,4,63.12766,5.6,189.0,6209.55
1 - 30,1,30,14,4,34.363686,6.4,198.0,6209.55
1 - 30,1,30,15,4,5.4585576,7.5,197.0,6209.55
1 - 30,1,30,16,4,0.0,7.8,156.0,6209.55
1 - 30,1,30,17,4,0.0,7.5,79.0,6209.55
1 - 30,1,30,18,4,0.0,6.9,28.0,6209.55
1 - 30,1,30,19,4,0.0,5.6,0.0,6209.55
1 - 30,1,30,20,4,0.0,5.2,0.0,6209.55
1 - 30,1,30,21,4,0.0,4.7,0.0,6209.55
1 - 30,1,30,22,4,0.0,4.3,0.0,6209.55
1 - 30,1,30,23,4,0.0,3.8,0.0,6209.55
1 - 31,1,31,0,5,0.0,2.8,0.0,6073.04
1 - 31,1,31,1,5,0.0,2.3,0.0,6073.04
1 - 31,1,31,2,5,0.0,2.3,0.0,6073.04
1 - 31,1,31,3,5,0.0,1.9,0.0,6073.04
1 - 31,1,31,4,5,0.0,2.2,0.0,6073.04
1 - 31,1,31,5,5,0.0,2.8,0.0,6073.04
1 - 31,1,31,6,5,0.0,2.6,0.0,6073.04
1 - 31,1,31,7,5,47.0779,2.7,0.0,6073.04
1 - 31,1,31,8,5,100.16324,2.8,0.0,6073.04
1 - 31,1,31,9,5,123.97436,2.5,0.0,6073.04
1 - 31,1,31,10,5,102.23448,2.8,24.0,6073.04
1 - 31,1,31,11,5,94.870514,3.4,73.0,6073.04
1 - 31,1,31,12,5,62.469532,3.6,136.0,6073.04
1 - 31,1,31,13,5,50.977673,4.6,172.0,6073.04
1 - 31,1,31,14,5,35.580597,5.4,202.0,6073.04
1 - 31,1,31,15,5,5.5373664,7.1,249.0,6073.04
1 - 31,1,31,16,5,0.0,7.8,227.0,6073.04
1 - 31,1,31,17,5,0.0,7.6,136.0,6073.04
1 - 31,1,31,18,5,0.0,6.8,39.0,6073.04
1 - 31,1,31,19,5,0.0,5.7,0.0,6073.04
1 - 31,1,31,20,5,0.0,4.8,0.0,6073.04
1 - 31,1,31,21,5,0.0,4.6,0.0,6073.04
1 - 31,1,31,22,5,0.0,4.5,0.0,6073.04
1 - 31,1,31,23,5,0.0,4.5,0.0,6073.04
2 - 1,2,1,0,6,0.0,4.1,0.0,5258.78
2 - 1,2,1,1,6,0.0,3.8,0.0,5258.78
2 - 1,2,1,2,6,0.0,4.9,0.0,5258.78
2 - 1,2,1,3,6,0.0,4.8,0.0,5258.78
2 - 1,2,1,4,6,0.0,4.2,0.0,5258.78
2 - 1,2,1,5,6,0.0,3.9,0.0,5258.78
2 - 1,2,1,6,6,0.0,3.4,0.0,5258.78
2 - 1,2,1,7,6,15.849291,2.7,0.0,5258.78
2 - 1,2,1,8,6,29.993637,2.3,0.0,5258.78
2 - 1,2,1,9,6,83.51902,1.8,0.0,5258.78
2 - 1,2,1,10,6,74.94294,1.5,20.0,5258.78
2 - 1,2,1,11,6,71.42715,1.7,50.0,5258.78
2 - 1,2,1,12,6,69.57211,2.6,165.0,5258.78
2 - 1,2,1,13,6,79.22184,3.7,303.0,5258.78
2 - 1,2,1,14,6,38.014477,4.4,308.0,5258.78
2 - 1,2,1,15,6,6.632485,4.6,317.0,5258.78
2 - 1,2,1,16,6,0.0,4.3,265.0,5258.78
2 - 1,2,1,17,6,0.0,3.6,150.0,5258.78
2 - 1,2,1,18,6,0.0,3.1,48.0,5258.78
2 - 1,2,1,19,6,0.0,1.7,0.0,5258.78
2 - 1,2,1,20,6,0.0,0.8,0.0,5258.78
2 - 1,2,1,21,6,0.0,-0.2,0.0,5258.78
2 - 1,2,1,22,6,0.0,-0.7,0.0,5258.78
2 - 1,2,1,23,6,0.0,-0.8,0.0,5258.78
2 - 2,2,2,0,7,0.0,-0.9,0.0,5338.44
2 - 2,2,2,1,7,0.0,-0.8,0.0,5338.44
2 - 2,2,2,2,7,0.0,-0.5,0.0,5338.44
2 - 2,2,2,3,7,0.0,-0.3,0.0,5338.44
2 - 2,2,2,4,7,0.0,-0.4,0.0,5338.44
2 - 2,2,2,5,7,0.0,-0.6,0.0,5338.44
2 - 2,2,2,6,7,0.0,-0.5,0.0,5338.44
2 - 2,2,2,7,7,56.33891,-0.8,0.0,5338.44
2 - 2,2,2,8,7,97.80561,-1.0,0.0,5338.44
2 - 2,2,2,9,7,123.07074,-1.1,0.0,5338.44
2 - 2,2,2,10,7,162.05379,-0.9,23.0,5338.44
2 - 2,2,2,11,7,160.13506,-0.1,63.0,5338.44
2 - 2,2,2,12,7,155.9701,0.8,108.0,5338.44
2 - 2,2,2,13,7,79.60598,0.9,133.0,5338.44
2 - 2,2,2,14,7,50.76414,0.9,139.0,5338.44
2 - 2,2,2,15,7,7.550226,1.0,136.0,5338.44
2 - 2,2,2,16,7,0.0,1.2,104.0,5338.44
2 - 2,2,2,17,7,0.0,1.1,73.0,5338.44
2 - 2,2,2,18,7,0.0,1.1,27.0,5338.44
2 - 2,2,2,19,7,0.0,0.7,0.0,5338.44
2 - 2,2,2,20,7,0.0,0.4,0.0,5338.44
2 - 2,2,2,21,7,0.0,0.4,0.0,5338.44
2 - 2,2,2,22,7,0.0,0.2,0.0,5338.44
2 - 2,2,2,23,7,0.0,-0.0,0.0,5338.44
2 - 3,2,3,0,1,0.0,-0.2,0.0,6427.35
2 - 3,2,3,1,1,0.0,-0.3,0.0,6427.35
2 - 3,2,3,2,1,0.0,-0.5,0.0,6427.35
2 - 3,2,3,3,1,0.0,-0.3,0.0,6427.35
2 - 3,2,3,4,1,0.0,-0.3,0.0,6427.35
2 - 3,2,3,5,1,0.0,-0.2,0.0,6427.35
2 - 3,2,3,6,1,8.866165,-0.1,0.0,6427.35
2 - 3,2,3,7,1,47.718086,-0.2,0.0,6427.35
2 - 3,2,3,8,1,74.64487,-0.4,0.0,6427.35
2 - 3,2,3,9,1,75.39028,-0.7,1.0,6427.35
2 - 3,2,3,10,1,104.58702,-0.6,39.0,6427.35
2 - 3,2,3,11,1,118.75781,-0.3,110.0,6427.35
2 - 3,2,3,12,1,128.05069,0.2,156.0,6427.35
2 - 3,2,3,13,1,91.17042,0.3,193.0,6427.35
2 - 3,2,3,14,1,54.05046,0.4,263.0,6427.35
2 - 3,2,3,15,1,10.700937,0.6,293.0,6427.35
2 - 3,2,3,16,1,0.0,0.5,235.0,6427.35
2 - 3,2,3,17,1,0.0,0.2,128.0,6427.35
2 - 3,2,3,18,1,0.0,-0.0,42.0,6427.35
2 - 3,2,3,19,1,0.0,-0.5,1.0,6427.35
2 - 3,2,3,20,1,0.0,-0.7,0.0,6427.35
2 - 3,2,3,21,1,0.0,-1.3,0.0,6427.35
2 - 3,2,3,22,1,0.0,-1.4,0.0,6427.35
2 - 3,2,3,23,1,0.0,-1.4,0.0,6427.35
2 - 4,2,4,0,2,0.0,-1.4,0.0,5917.1
2 - 4,2,4,1,2,0.0,-1.5,0.0,5917.1
2 - 4,2,4,2,2,0.0,-1.5,0.0,5917.1
2 - 4,2,4,3,2,0.0,-1.3,0.0,5917.1
2 - 4,2,4,4,2,0.0,-1.4,0.0,5917.1
2 - 4,2,4,5,2,0.0,-1.6,0.0,5917.1
2 - 4,2,4,6,2,7.934695,-1.5,0.0,5917.1
2 - 4,2,4,7,2,53.604294,-1.7,0.0,5917.1
2 - 4,2,4,8,2,101.16065,-1.8,0.0,5917.1
2 - 4,2,4,9,2,100.06618,-1.6,1.0,5917.1
2 - 4,2,4,10,2,129.39981,-1.2,43.0,5917.1
2 - 4,2,4,11,2,144.9443,-0.5,118.0,5917.1
2 - 4,2,4,12,2,122.23195,-0.2,177.0,5917.1
2 - 4,2,4,13,2,67.098305,0.2,186.0,5917.1
2 - 4,2,4,14,2,43.07529,0.8,236.0,5917.1
2 - 4,2,4,15,2,6.6767397,0.1,179.0,5917.1
2 - 4,2,4,16,2,0.0,0.7,186.0,5917.1
2 - 4,2,4,17,2,0.0,0.6,76.0,5917.1
2 - 4,2,4,18,2,0.0,0.2,29.0,5917.1
2 - 4,2,4,19,2,0.0,-0.2,1.0,5917.1
2 - 4,2,4,20,2,0.0,-0.3,0.0,5917.1
2 - 4,2,4,21,2,0.0,-0.7,0.0,5917.1
2 - 4,2,4,22,2,0.0,-0.8,0.0,5917.1
2 - 4,2,4,23,2,0.0,-1.4,0.0,5917.1
2 - 5,2,5,0,3,0.0,-1.2,0.0,5964.57
2 - 5,2,5,1,3,0.0,-1.1,0.0,5964.57
2 - 5,2,5,2,3,0.0,-0.9,0.0,5964.57
2 - 5,2,5,3,3,0.0,-0.5,0.0,5964.57
2 - 5,2,5,4,3,0.0,-0.5,0.0,5964.57
2 - 5,2,5,5,3,0.0,-0.5,0.0,5964.57
2 - 5,2,5,6,3,7.167119,-0.4,0.0,5964.57
2 - 5,2,5,7,3,26.959444,-0.4,0.0,5964.57
2 - 5,2,5,8,3,57.03492,-0.4,0.0,5964.57
2 - 5,2,5,9,3,56.67584,-0.2,1.0,5964.57
2 - 5,2,5,10,3,68.76107,-0.1,18.0,5964.57
2 - 5,2,5,11,3,60.722286,0.2,56.0,5964.57
2 - 5,2,5,12,3,58.385338,0.7,108.0,5964.57
2 - 5,2,5,13,3,44.484543,1.1,129.0,5964.57
2 - 5,2,5,14,3,25.834665,1.3,150.0,5964.57
2 - 5,2,5,15,3,4.4494185,1.4,114.0,5964.57
2 - 5,2,5,16,3,0.0,1.2,74.0,5964.57
2 - 5,2,5,17,3,0.0,1.0,47.0,5964.57
2 - 5,2,5,18,3,0.0,0.7,22.0,5964.57
2 - 5,2,5,19,3,0.0,0.4,1.0,5964.57
2 - 5,2,5,20,3,0.0,0.2,0.0,5964.57
2 - 5,2,5,21,3,0.0,0.1,0.0,5964.57
2 - 5,2,5,22,3,0.0,-0.0,0.0,5964.57
2 - 5,2,5,23,3,0.0,-0.2,0.0,5964.57
2 - 6,2,6,0,4,0.0,-0.5,0.0,5680.09
2 - 6,2,6,1,4,0.0,-0.7,0.0,5680.09
2 - 6,2,6,2,4,0.0,-1.1,0.0,5680.09
2 - 6,2,6,3,4,0.0,-1.2,0.0,5680.09
2 - 6,2,6,4,4,0.0,-1.4,0.0,5680.09
2 - 6,2,6,5,4,0.0,-1.6,0.0,5680.09
2 - 6,2,6,6,4,13.173999,-2.0,0.0,5680.09
2 - 6,2,6,7,4,50.316032,-2.4,0.0,5680.09
2 - 6,2,6,8,4,67.31785,-2.8,0.0,5680.09
2 - 6,2,6,9,4,76.40138,-3.2,2.0,5680.09
2 - 6,2,6,10,4,107.068245,-2.9,70.0,5680.09
2 - 6,2,6,11,4,131.00008,-2.4,192.0,5680.09
2 - 6,2,6,12,4,106.86274,-1.4,300.0,5680.09
2 - 6,2,6,13,4,121.74686,-0.9,360.0,5680.09
