Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy
1 - 1,1,1,3,1,3500.0,2705.6,2705.6
1 - 1,1,1,3,2,2900.0,2669.8,2669.8
1 - 1,1,1,3,3,2440.0,2532.8,2532.8
1 - 1,1,1,3,4,2250.0,2446.1,2446.1
1 - 1,1,1,3,5,1940.0,2390.0,2390.0
1 - 1,1,1,3,6,2000.0,2388.0,2388.0
1 - 1,1,1,3,7,750.0,2203.2,2203.2
1 - 1,1,1,3,8,1940.0,2236.2,2236.2
1 - 1,1,1,3,9,990.0,2049.0,2049.0
1 - 1,1,1,3,10,875.0,2368.1,2368.1
1 - 1,1,1,3,11,490.0,2422.9,2422.9
1 - 1,1,1,3,12,500.0,2508.1,2508.1
1 - 1,1,1,3,13,490.0,2479.8,2479.8
1 - 1,1,1,3,14,1111.0,2523.2,2523.2
1 - 1,1,1,3,15,2630.0,2581.3,2581.3
1 - 1,1,1,3,16,4180.0,2847.0,2847.0
1 - 1,1,1,3,17,5200.0,3168.8,3168.8
1 - 1,1,1,3,18,8300.0,3315.9,3315.9
1 - 1,1,1,3,19,8200.0,3209.4,3209.4
1 - 1,1,1,3,20,6600.0,3049.9,3049.9
1 - 1,1,1,3,21,6600.0,3054.7,3054.7
1 - 1,1,1,3,22,5980.0,2902.9,2902.9
1 - 1,1,1,3,23,4180.0,2394.5,2394.5
1 - 1,1,1,3,24,3970.0,2555.4,2555.4
1 - 2,1,2,4,1,2500.0,2434.0,2434.0
1 - 2,1,2,4,2,2664.0,2556.3,2556.3
1 - 2,1,2,4,3,2000.0,2400.7,2400.7
1 - 2,1,2,4,4,1199.0,2347.6,2347.6
1 - 2,1,2,4,5,2000.0,2433.5,2433.5
1 - 2,1,2,4,6,2500.0,2451.6,2451.6
1 - 2,1,2,4,7,4000.0,2606.6,2606.6
1 - 2,1,2,4,8,5380.0,2899.5,2899.5
1 - 2,1,2,4,9,4680.0,3226.9,3226.9
1 - 2,1,2,4,10,5000.0,3637.1,3637.1
1 - 2,1,2,4,11,4400.0,3579.8,3579.8
1 - 2,1,2,4,12,4650.0,3663.6,3663.6
1 - 2,1,2,4,13,4350.0,3468.7,3468.7
1 - 2,1,2,4,14,4650.0,3342.2,3342.2
1 - 2,1,2,4,15,5567.26,3414.6,3414.6
1 - 2,1,2,4,16,5500.0,3646.8,3646.8
1 - 2,1,2,4,17,5566.31,3797.3,3797.3
1 - 2,1,2,4,18,8200.0,3521.3,3521.3
1 - 2,1,2,4,19,8200.0,3363.1,3363.1
1 - 2,1,2,4,20,7100.0,3294.2,3294.2
1 - 2,1,2,4,21,6600.0,3145.2,3145.2
1 - 2,1,2,4,22,5980.0,2979.2,2979.2
1 - 2,1,2,4,23,4980.0,2732.4,2732.4
1 - 2,1,2,4,24,4780.0,2871.1,2871.1
1 - 3,1,3,5,1,3800.0,2477.8,2477.8
1 - 3,1,3,5,2,2500.0,2326.0,2326.0
1 - 3,1,3,5,3,2000.0,2386.7,2386.7
1 - 3,1,3,5,4,1999.0,2315.0,2315.0
1 - 3,1,3,5,5,2000.0,2335.8,2335.8
1 - 3,1,3,5,6,2500.0,2334.1,2334.1
1 - 3,1,3,5,7,3920.0,2519.7,2519.7
1 - 3,1,3,5,8,5380.0,2890.2,2890.2
1 - 3,1,3,5,9,6200.0,3301.2,3301.2
1 - 3,1,3,5,10,6837.52,3826.2,3826.2
1 - 3,1,3,5,11,6200.0,3851.3,3851.3
1 - 3,1,3,5,12,5564.71,3880.0,3880.0
1 - 3,1,3,5,13,5565.85,3724.0,3724.0
1 - 3,1,3,5,14,5600.0,3696.7,3696.7
1 - 3,1,3,5,15,5600.0,3468.6,3468.6
1 - 3,1,3,5,16,5600.0,3785.4,3785.4
1 - 3,1,3,5,17,5600.0,4039.6,4039.6
1 - 3,1,3,5,18,8000.0,3734.1,3734.1
1 - 3,1,3,5,19,7900.0,3421.5,3421.5
1 - 3,1,3,5,20,6975.0,3379.7,3379.7
1 - 3,1,3,5,21,6975.0,3349.1,3349.1
1 - 3,1,3,5,22,5980.0,3030.1,3030.1
1 - 3,1,3,5,23,5980.0,3058.3,3058.3
1 - 3,1,3,5,24,6200.0,3135.7,3135.7
1 - 4,1,4,6,1,4304.0,2671.4,2671.4
1 - 4,1,4,6,2,3920.0,2633.7,2633.7
1 - 4,1,4,6,3,3904.0,2569.5,2569.5
1 - 4,1,4,6,4,2890.0,2557.5,2557.5
1 - 4,1,4,6,5,2678.0,2543.0,2543.0
1 - 4,1,4,6,6,3920.0,2526.1,2526.1
1 - 4,1,4,6,7,3920.0,2527.7,2527.7
1 - 4,1,4,6,8,4584.0,2749.9,2749.9
1 - 4,1,4,6,9,6200.0,3385.9,3385.9
1 - 4,1,4,6,10,6200.0,3898.7,3898.7
1 - 4,1,4,6,11,4584.0,3954.7,3954.7
1 - 4,1,4,6,12,3969.0,3942.3,3942.3
1 - 4,1,4,6,13,3149.0,3806.4,3806.4
1 - 4,1,4,6,14,3970.0,3762.6,3762.6
1 - 4,1,4,6,15,4980.0,3775.7,3775.7
1 - 4,1,4,6,16,5567.44,3895.7,3895.7
1 - 4,1,4,6,17,5600.0,4182.5,4182.5
1 - 4,1,4,6,18,8942.61,4028.7,4028.7
1 - 4,1,4,6,19,8400.0,3811.4,3811.4
1 - 4,1,4,6,20,8918.51,3681.6,3681.6
1 - 4,1,4,6,21,8947.11,3604.6,3604.6
1 - 4,1,4,6,22,7900.0,3368.1,3368.1
1 - 4,1,4,6,23,6180.0,3120.0,3120.0
1 - 4,1,4,6,24,6851.44,3237.8,3237.8
1 - 5,1,5,7,1,4745.0,2950.6,2950.6
1 - 5,1,5,7,2,4320.0,2830.0,2830.0
1 - 5,1,5,7,3,3920.0,2771.5,2771.5
1 - 5,1,5,7,4,3920.0,2715.6,2715.6
1 - 5,1,5,7,5,3920.0,2728.7,2728.7
1 - 5,1,5,7,6,4289.0,2764.1,2764.1
1 - 5,1,5,7,7,4320.0,2786.1,2786.1
1 - 5,1,5,7,8,4544.0,2860.9,2860.9
1 - 5,1,5,7,9,4680.0,3130.1,3130.1
1 - 5,1,5,7,10,3943.0,3413.8,3413.8
1 - 5,1,5,7,11,2850.0,3336.2,3336.2
1 - 5,1,5,7,12,2819.0,3373.1,3373.1
1 - 5,1,5,7,13,2850.0,3295.8,3295.8
1 - 5,1,5,7,14,2998.0,3354.2,3354.2
1 - 5,1,5,7,15,3943.0,3413.2,3413.2
1 - 5,1,5,7,16,5521.0,3626.1,3626.1
1 - 5,1,5,7,17,5600.0,4033.7,4033.7
1 - 5,1,5,7,18,8600.0,3909.9,3909.9
1 - 5,1,5,7,19,8100.0,3615.4,3615.4
1 - 5,1,5,7,20,7226.35,3470.3,3470.3
1 - 5,1,5,7,21,6800.0,3481.3,3481.3
1 - 5,1,5,7,22,6790.0,3388.3,3388.3
1 - 5,1,5,7,23,4980.0,3051.9,3051.9
1 - 5,1,5,7,24,5180.0,3258.4,3258.4
1 - 6,1,6,1,1,3920.0,2842.0,2842.0
1 - 6,1,6,1,2,2678.0,2808.1,2808.1
1 - 6,1,6,1,3,2500.0,2696.2,2696.2
1 - 6,1,6,1,4,2000.0,2654.9,2654.9
1 - 6,1,6,1,5,2000.0,2698.8,2698.8
1 - 6,1,6,1,6,2500.0,2601.6,2601.6
1 - 6,1,6,1,7,2890.0,2641.2,2641.2
1 - 6,1,6,1,8,4680.0,3072.4,3072.4
1 - 6,1,6,1,9,6800.0,3621.2,3621.2
1 - 6,1,6,1,10,6900.0,4079.3,4079.3
1 - 6,1,6,1,11,6900.0,4001.3,4001.3
1 - 6,1,6,1,12,5600.0,3623.8,3623.8
1 - 6,1,6,1,13,5600.0,3641.5,3641.5
1 - 6,1,6,1,14,5600.0,3578.9,3578.9
1 - 6,1,6,1,15,5600.0,3570.9,3570.9
1 - 6,1,6,1,16,5600.0,4000.8,4000.8
1 - 6,1,6,1,17,5600.0,4178.6,4178.6
1 - 6,1,6,1,18,8700.0,3780.2,3780.2
1 - 6,1,6,1,19,8100.0,3566.5,3566.5
1 - 6,1,6,1,20,8600.0,3563.1,3563.1
1 - 6,1,6,1,21,7900.0,3442.2,3442.2
1 - 6,1,6,1,22,6800.0,3293.2,3293.2
1 - 6,1,6,1,23,5980.0,3021.5,3021.5
1 - 6,1,6,1,24,6200.0,3286.1,3286.1
1 - 7,1,7,2,1,3920.0,2786.3,2786.3
1 - 7,1,7,2,2,3000.0,2837.4,2837.4
1 - 7,1,7,2,3,2500.0,2778.7,2778.7
1 - 7,1,7,2,4,2500.0,2745.2,2745.2
1 - 7,1,7,2,5,2500.0,2756.6,2756.6
1 - 7,1,7,2,6,2890.0,2718.1,2718.1
1 - 7,1,7,2,7,3889.0,2707.7,2707.7
1 - 7,1,7,2,8,4000.0,2835.9,2835.9
1 - 7,1,7,2,9,6400.0,3570.7,3570.7
1 - 7,1,7,2,10,6800.0,3980.2,3980.2
1 - 7,1,7,2,11,5880.0,3887.5,3887.5
1 - 7,1,7,2,12,4650.0,3782.9,3782.9
1 - 7,1,7,2,13,4350.0,3601.9,3601.9
1 - 7,1,7,2,14,4800.0,3659.4,3659.4
1 - 7,1,7,2,15,5568.09,3758.1,3758.1
1 - 7,1,7,2,16,5600.0,3969.0,3969.0
1 - 7,1,7,2,17,5600.0,4122.1,4122.1
1 - 7,1,7,2,18,8600.0,4054.4,4054.4
1 - 7,1,7,2,19,8100.0,3879.7,3879.7
1 - 7,1,7,2,20,7540.0,3638.7,3638.7
1 - 7,1,7,2,21,7091.0,3564.7,3564.7
1 - 7,1,7,2,22,6701.0,3280.3,3280.3
1 - 7,1,7,2,23,5980.0,3056.3,3056.3
1 - 7,1,7,2,24,5180.0,3156.3,3156.3
1 - 8,1,8,3,1,3889.0,2850.0,2850.0
1 - 8,1,8,3,2,3880.0,2815.4,2815.4
1 - 8,1,8,3,3,2890.0,2680.7,2680.7
1 - 8,1,8,3,4,2678.0,2631.8,2631.8
1 - 8,1,8,3,5,2678.0,2654.8,2654.8
1 - 8,1,8,3,6,3880.0,2720.1,2720.1
1 - 8,1,8,3,7,4289.0,2798.6,2798.6
1 - 8,1,8,3,8,5300.0,3071.5,3071.5
1 - 8,1,8,3,9,6875.3,3884.4,3884.4
1 - 8,1,8,3,10,6900.0,4283.1,4283.1
1 - 8,1,8,3,11,6600.0,4203.3,4203.3
1 - 8,1,8,3,12,5250.0,4083.4,4083.4
1 - 8,1,8,3,13,4650.0,3898.4,3898.4
1 - 8,1,8,3,14,4980.0,3983.4,3983.4
1 - 8,1,8,3,15,5600.0,4001.7,4001.7
1 - 8,1,8,3,16,5600.0,4145.5,4145.5
1 - 8,1,8,3,17,5600.0,4344.6,4344.6
1 - 8,1,8,3,18,8950.66,4455.4,4455.4
1 - 8,1,8,3,19,8950.5,4175.0,4175.0
1 - 8,1,8,3,20,8943.81,4034.9,4034.9
1 - 8,1,8,3,21,8356.0,3895.0,3895.0
1 - 8,1,8,3,22,8094.0,3634.9,3634.9
1 - 8,1,8,3,23,5600.0,3067.6,3067.6
1 - 8,1,8,3,24,6875.14,3310.0,3310.0
1 - 9,1,9,4,1,4745.0,2986.5,2986.5
1 - 9,1,9,4,2,4318.0,2861.6,2861.6
1 - 9,1,9,4,3,4318.0,2904.2,2904.2
1 - 9,1,9,4,4,3880.0,2854.7,2854.7
1 - 9,1,9,4,5,4318.0,2883.8,2883.8
1 - 9,1,9,4,6,4320.0,2895.2,2895.2
1 - 9,1,9,4,7,4745.0,2878.1,2878.1
1 - 9,1,9,4,8,6875.37,3429.3,3429.3
1 - 9,1,9,4,9,6900.0,4013.8,4013.8
1 - 9,1,9,4,10,6900.0,4529.2,4529.2
1 - 9,1,9,4,11,6650.0,4448.4,4448.4
1 - 9,1,9,4,12,4980.0,4351.2,4351.2
1 - 9,1,9,4,13,4600.0,4083.2,4083.2
1 - 9,1,9,4,14,4980.0,4046.5,4046.5
1 - 9,1,9,4,15,5564.78,4090.2,4090.2
1 - 9,1,9,4,16,5600.0,4284.1,4284.1
1 - 9,1,9,4,17,5600.0,4437.2,4437.2
1 - 9,1,9,4,18,8200.0,4121.0,4121.0
1 - 9,1,9,4,19,8000.0,3834.7,3834.7
1 - 9,1,9,4,20,8116.0,3962.9,3962.9
1 - 9,1,9,4,21,7188.0,3766.8,3766.8
1 - 9,1,9,4,22,6790.0,3540.8,3540.8
1 - 9,1,9,4,23,5580.0,3054.9,3054.9
1 - 9,1,9,4,24,6877.01,3230.2,3230.2
1 - 10,1,10,5,1,4318.0,2949.7,2949.7
1 - 10,1,10,5,2,3879.0,2783.1,2783.1
1 - 10,1,10,5,3,2890.0,2596.8,2596.8
1 - 10,1,10,5,4,2500.0,2516.1,2516.1
1 - 10,1,10,5,5,2500.0,2549.3,2549.3
1 - 10,1,10,5,6,3500.0,2599.8,2599.8
1 - 10,1,10,5,7,4000.0,2783.6,2783.6
1 - 10,1,10,5,8,5380.0,3192.5,3192.5
1 - 10,1,10,5,9,6800.0,3773.6,3773.6
1 - 10,1,10,5,10,6900.0,4132.7,4132.7
1 - 10,1,10,5,11,6900.0,4147.6,4147.6
1 - 10,1,10,5,12,5600.0,3755.0,3755.0
1 - 10,1,10,5,13,5600.0,3943.4,3943.4
1 - 10,1,10,5,14,5600.0,3892.4,3892.4
1 - 10,1,10,5,15,5600.0,3848.2,3848.2
1 - 10,1,10,5,16,5600.0,4145.5,4145.5
1 - 10,1,10,5,17,5600.0,4444.9,4444.9
1 - 10,1,10,5,18,8000.0,4016.6,4016.6
1 - 10,1,10,5,19,7900.0,3786.4,3786.4
1 - 10,1,10,5,20,7900.0,3944.9,3944.9
1 - 10,1,10,5,21,6800.0,3740.9,3740.9
1 - 10,1,10,5,22,6543.0,3485.8,3485.8
1 - 10,1,10,5,23,5580.0,2877.8,2877.8
1 - 10,1,10,5,24,6800.0,3226.1,3226.1
1 - 11,1,11,6,1,5539.55,3088.8,3088.8
1 - 11,1,11,6,2,5180.0,2866.1,2866.1
1 - 11,1,11,6,3,4745.0,2736.2,2736.2
1 - 11,1,11,6,4,4308.0,2695.2,2695.2
1 - 11,1,11,6,5,4308.0,2698.3,2698.3
1 - 11,1,11,6,6,4745.0,2699.0,2699.0
1 - 11,1,11,6,7,5180.0,2783.0,2783.0
1 - 11,1,11,6,8,5380.0,2877.6,2877.6
1 - 11,1,11,6,9,6100.0,3330.9,3330.9
1 - 11,1,11,6,10,6800.0,3920.7,3920.7
1 - 11,1,11,6,11,5860.0,3943.7,3943.7
1 - 11,1,11,6,12,5250.0,3945.5,3945.5
1 - 11,1,11,6,13,4650.0,3874.0,3874.0
1 - 11,1,11,6,14,4650.0,3789.9,3789.9
1 - 11,1,11,6,15,5567.51,3907.0,3907.0
1 - 11,1,11,6,16,5600.0,4126.4,4126.4
1 - 11,1,11,6,17,5600.0,4379.1,4379.1
1 - 11,1,11,6,18,9000.0,4360.5,4360.5
1 - 11,1,11,6,19,8951.37,4301.3,4301.3
1 - 11,1,11,6,20,8950.69,4149.9,4149.9
1 - 11,1,11,6,21,8947.63,3998.3,3998.3
1 - 11,1,11,6,22,8950.18,3823.2,3823.2
1 - 11,1,11,6,23,6790.0,3299.7,3299.7
1 - 11,1,11,6,24,6872.01,3314.8,3314.8
1 - 12,1,12,7,1,5400.0,3121.7,3121.7
1 - 12,1,12,7,2,5180.0,2947.9,2947.9
1 - 12,1,12,7,3,4318.0,2869.1,2869.1
1 - 12,1,12,7,4,3879.0,2779.2,2779.2
1 - 12,1,12,7,5,3879.0,2781.7,2781.7
1 - 12,1,12,7,6,4308.0,2756.3,2756.3
1 - 12,1,12,7,7,4308.0,2746.1,2746.1
1 - 12,1,12,7,8,4680.0,2865.0,2865.0
1 - 12,1,12,7,9,4680.0,2980.5,2980.5
1 - 12,1,12,7,10,4800.0,3393.4,3393.4
1 - 12,1,12,7,11,3190.0,3495.1,3495.1
1 - 12,1,12,7,12,2890.0,3372.3,3372.3
1 - 12,1,12,7,13,2890.0,3317.3,3317.3
1 - 12,1,12,7,14,3500.0,3364.1,3364.1
1 - 12,1,12,7,15,4350.0,3414.6,3414.6
1 - 12,1,12,7,16,5100.0,3626.8,3626.8
1 - 12,1,12,7,17,5569.43,4254.7,4254.7
1 - 12,1,12,7,18,8600.0,4184.3,4184.3
1 - 12,1,12,7,19,8600.0,4073.0,4073.0
1 - 12,1,12,7,20,7900.0,4005.8,4005.8
1 - 12,1,12,7,21,7900.0,3978.4,3978.4
1 - 12,1,12,7,22,7999.0,3808.7,3808.7
1 - 12,1,12,7,23,5700.0,3352.2,3352.2
1 - 12,1,12,7,24,6600.0,3212.1,3212.1
1 - 13,1,13,1,1,3868.0,3060.3,3060.3
1 - 13,1,13,1,2,3300.0,2862.6,2862.6
1 - 13,1,13,1,3,3000.0,2844.2,2844.2
1 - 13,1,13,1,4,2678.0,2761.7,2761.7
1 - 13,1,13,1,5,2699.0,2762.1,2762.1
1 - 13,1,13,1,6,3000.0,2692.1,2692.1
1 - 13,1,13,1,7,3829.0,2787.8,2787.8
1 - 13,1,13,1,8,6507.0,3473.3,3473.3
1 - 13,1,13,1,9,6800.0,4063.7,4063.7
1 - 13,1,13,1,10,6875.1,4599.2,4599.2
1 - 13,1,13,1,11,6600.0,4427.2,4427.2
1 - 13,1,13,1,12,5250.0,4320.3,4320.3
1 - 13,1,13,1,13,4350.0,4019.0,4019.0
1 - 13,1,13,1,14,5250.0,4061.3,4061.3
1 - 13,1,13,1,15,5563.6,4158.9,4158.9
1 - 13,1,13,1,16,5600.0,4402.6,4402.6
1 - 13,1,13,1,17,5600.0,4556.6,4556.6
1 - 13,1,13,1,18,8936.24,4364.5,4364.5
1 - 13,1,13,1,19,8818.0,4131.9,4131.9
1 - 13,1,13,1,20,7900.0,4022.4,4022.4
1 - 13,1,13,1,21,7900.0,4058.7,4058.7
1 - 13,1,13,1,22,7680.0,3915.6,3915.6
1 - 13,1,13,1,23,6396.0,3540.8,3540.8
1 - 13,1,13,1,24,6650.0,3294.8,3294.8
1 - 14,1,14,2,1,4745.0,3191.3,3191.3
1 - 14,1,14,2,2,3500.0,2887.9,2887.9
1 - 14,1,14,2,3,3500.0,2921.2,2921.2
1 - 14,1,14,2,4,3000.0,2864.5,2864.5
1 - 14,1,14,2,5,3300.0,2875.7,2875.7
1 - 14,1,14,2,6,3500.0,2847.9,2847.9
1 - 14,1,14,2,7,4308.0,2989.9,2989.9
1 - 14,1,14,2,8,6417.0,3598.2,3598.2
1 - 14,1,14,2,9,6900.0,4212.7,4212.7
1 - 14,1,14,2,10,6874.62,4735.9,4735.9
1 - 14,1,14,2,11,6300.0,4475.6,4475.6
1 - 14,1,14,2,12,4650.0,4278.1,4278.1
1 - 14,1,14,2,13,3934.0,4083.3,4083.3
1 - 14,1,14,2,14,4339.0,4067.5,4067.5
1 - 14,1,14,2,15,5250.0,4150.5,4150.5
1 - 14,1,14,2,16,5600.0,4432.4,4432.4
1 - 14,1,14,2,17,5600.0,4852.8,4852.8
1 - 14,1,14,2,18,8989.22,4863.7,4863.7
1 - 14,1,14,2,19,9000.0,4629.2,4629.2
1 - 14,1,14,2,20,8992.69,4466.3,4466.3
1 - 14,1,14,2,21,8700.0,4401.1,4401.1
1 - 14,1,14,2,22,8700.0,4121.2,4121.2
1 - 14,1,14,2,23,6790.0,3682.5,3682.5
1 - 14,1,14,2,24,6862.71,3447.6,3447.6
1 - 15,1,15,3,1,4745.0,3313.6,3313.6
1 - 15,1,15,3,2,3800.0,3039.4,3039.4
1 - 15,1,15,3,3,3500.0,3005.3,3005.3
1 - 15,1,15,3,4,3000.0,2938.0,2938.0
1 - 15,1,15,3,5,3000.0,2932.1,2932.1
1 - 15,1,15,3,6,3500.0,2860.8,2860.8
1 - 15,1,15,3,7,4308.0,3044.4,3044.4
1 - 15,1,15,3,8,6876.97,3825.4,3825.4
1 - 15,1,15,3,9,6900.0,4309.1,4309.1
1 - 15,1,15,3,10,6900.0,4661.3,4661.3
1 - 15,1,15,3,11,6900.0,4774.6,4774.6
1 - 15,1,15,3,12,5600.0,4482.7,4482.7
1 - 15,1,15,3,13,5600.0,4531.9,4531.9
1 - 15,1,15,3,14,5600.0,4371.0,4371.0
1 - 15,1,15,3,15,5600.0,4105.3,4105.3
1 - 15,1,15,3,16,5600.0,4407.0,4407.0
1 - 15,1,15,3,17,5600.0,4609.9,4609.9
1 - 15,1,15,3,18,9000.0,4618.0,4618.0
1 - 15,1,15,3,19,9000.0,4450.5,4450.5
1 - 15,1,15,3,20,9000.0,4460.2,4460.2
1 - 15,1,15,3,21,9000.0,4281.7,4281.7
1 - 15,1,15,3,22,9000.0,4097.6,4097.6
1 - 15,1,15,3,23,8991.14,3976.4,3976.4
1 - 15,1,15,3,24,6874.61,3524.6,3524.6
1 - 16,1,16,4,1,4308.0,3193.7,3193.7
1 - 16,1,16,4,2,3000.0,2902.7,2902.7
1 - 16,1,16,4,3,2890.0,2929.5,2929.5
1 - 16,1,16,4,4,2678.0,2870.1,2870.1
1 - 16,1,16,4,5,2890.0,2878.5,2878.5
1 - 16,1,16,4,6,2890.0,2756.3,2756.3
1 - 16,1,16,4,7,3868.0,2924.9,2924.9
1 - 16,1,16,4,8,6650.0,3628.6,3628.6
1 - 16,1,16,4,9,6900.0,4273.3,4273.3
1 - 16,1,16,4,10,6900.0,4457.8,4457.8
1 - 16,1,16,4,11,6900.0,4435.1,4435.1
1 - 16,1,16,4,12,5600.0,4105.4,4105.4
1 - 16,1,16,4,13,5600.0,4118.2,4118.2
1 - 16,1,16,4,14,5600.0,3979.3,3979.3
1 - 16,1,16,4,15,5600.0,3883.4,3883.4
1 - 16,1,16,4,16,5600.0,4352.6,4352.6
1 - 16,1,16,4,17,5600.0,4696.2,4696.2
1 - 16,1,16,4,18,9000.0,4762.3,4762.3
1 - 16,1,16,4,19,9000.0,4436.0,4436.0
1 - 16,1,16,4,20,9000.0,4464.3,4464.3
1 - 16,1,16,4,21,8989.5,4204.6,4204.6
1 - 16,1,16,4,22,8600.0,3852.1,3852.1
1 - 16,1,16,4,23,6800.0,3668.4,3668.4
1 - 16,1,16,4,24,5860.0,3227.9,3227.9
1 - 17,1,17,5,1,3600.0,3066.5,3066.5
1 - 17,1,17,5,2,2890.0,2804.6,2804.6
1 - 17,1,17,5,3,2678.0,2763.1,2763.1
1 - 17,1,17,5,4,2500.0,2729.2,2729.2
1 - 17,1,17,5,5,2000.0,2649.9,2649.9
1 - 17,1,17,5,6,2678.0,2757.1,2757.1
1 - 17,1,17,5,7,3868.0,3005.1,3005.1
1 - 17,1,17,5,8,6594.0,3699.4,3699.4
1 - 17,1,17,5,9,6900.0,4359.3,4359.3
1 - 17,1,17,5,10,6900.0,4579.2,4579.2
1 - 17,1,17,5,11,6900.0,4600.4,4600.4
1 - 17,1,17,5,12,5600.0,4138.1,4138.1
1 - 17,1,17,5,13,5600.0,4203.4,4203.4
1 - 17,1,17,5,14,5600.0,4111.2,4111.2
1 - 17,1,17,5,15,5600.0,4063.5,4063.5
1 - 17,1,17,5,16,5600.0,4576.5,4576.5
1 - 17,1,17,5,17,5600.0,4687.5,4687.5
1 - 17,1,17,5,18,8950.0,4803.0,4803.0
1 - 17,1,17,5,19,8950.0,4588.5,4588.5
1 - 17,1,17,5,20,8920.55,4286.9,4286.9
1 - 17,1,17,5,21,8242.0,3989.4,3989.4
1 - 17,1,17,5,22,7900.0,3892.1,3892.1
1 - 17,1,17,5,23,6912.67,3716.6,3716.6
1 - 17,1,17,5,24,6872.76,3378.2,3378.2
1 - 18,1,18,6,1,3500.0,3021.7,3021.7
1 - 18,1,18,6,2,2678.0,2785.7,2785.7
1 - 18,1,18,6,3,2490.0,2676.4,2676.4
1 - 18,1,18,6,4,2490.0,2761.2,2761.2
1 - 18,1,18,6,5,2490.0,2781.8,2781.8
1 - 18,1,18,6,6,2678.0,2720.5,2720.5
1 - 18,1,18,6,7,2890.0,2734.1,2734.1
1 - 18,1,18,6,8,5180.0,3266.0,3266.0
1 - 18,1,18,6,9,5700.0,3515.2,3515.2
1 - 18,1,18,6,10,6850.0,4211.8,4211.8
1 - 18,1,18,6,11,6850.0,4276.5,4276.5
1 - 18,1,18,6,12,5600.0,4211.1,4211.1
1 - 18,1,18,6,13,5100.0,3933.3,3933.3
1 - 18,1,18,6,14,5100.0,3863.0,3863.0
1 - 18,1,18,6,15,5100.0,3906.9,3906.9
1 - 18,1,18,6,16,5500.0,4155.4,4155.4
1 - 18,1,18,6,17,5565.54,4479.3,4479.3
1 - 18,1,18,6,18,8200.0,4146.5,4146.5
1 - 18,1,18,6,19,7900.0,3960.1,3960.1
1 - 18,1,18,6,20,7641.26,4052.4,4052.4
1 - 18,1,18,6,21,8200.0,4255.7,4255.7
1 - 18,1,18,6,22,8988.69,4271.0,4271.0
1 - 18,1,18,6,23,7300.0,3895.5,3895.5
1 - 18,1,18,6,24,6877.67,3615.0,3615.0
1 - 19,1,19,7,1,3868.0,3104.2,3104.2
1 - 19,1,19,7,2,3500.0,2890.8,2890.8
1 - 19,1,19,7,3,3300.0,2809.8,2809.8
1 - 19,1,19,7,4,2890.0,2701.4,2701.4
1 - 19,1,19,7,5,2890.0,2722.7,2722.7
1 - 19,1,19,7,6,3300.0,2823.3,2823.3
1 - 19,1,19,7,7,3300.0,2782.4,2782.4
1 - 19,1,19,7,8,5180.0,3237.1,3237.1
1 - 19,1,19,7,9,6100.0,3587.1,3587.1
1 - 19,1,19,7,10,6500.0,3979.1,3979.1
1 - 19,1,19,7,11,5180.0,3725.9,3725.9
1 - 19,1,19,7,12,4000.0,3496.1,3496.1
1 - 19,1,19,7,13,2890.0,3263.7,3263.7
1 - 19,1,19,7,14,2840.0,3234.8,3234.8
1 - 19,1,19,7,15,3890.0,3384.8,3384.8
1 - 19,1,19,7,16,4980.0,3772.2,3772.2
1 - 19,1,19,7,17,5400.0,4119.4,4119.4
1 - 19,1,19,7,18,8700.0,4177.7,4177.7
1 - 19,1,19,7,19,8450.0,4048.0,4048.0
1 - 19,1,19,7,20,8600.0,4137.2,4137.2
1 - 19,1,19,7,21,8700.0,4084.8,4084.8
1 - 19,1,19,7,22,8988.79,4122.5,4122.5
1 - 19,1,19,7,23,8990.02,3780.2,3780.2
1 - 19,1,19,7,24,6872.12,3372.5,3372.5
1 - 20,1,20,1,1,3500.0,2968.0,2968.0
1 - 20,1,20,1,2,2890.0,2771.9,2771.9
1 - 20,1,20,1,3,2890.0,2834.5,2834.5
1 - 20,1,20,1,4,2678.0,2759.3,2759.3
1 - 20,1,20,1,5,2678.0,2797.2,2797.2
1 - 20,1,20,1,6,3000.0,2729.8,2729.8
1 - 20,1,20,1,7,4308.0,3014.0,3014.0
1 - 20,1,20,1,8,6876.12,3765.6,3765.6
1 - 20,1,20,1,9,6871.4,4463.5,4463.5
1 - 20,1,20,1,10,6850.0,4760.5,4760.5
1 - 20,1,20,1,11,4680.0,4428.8,4428.8
1 - 20,1,20,1,12,3099.0,4222.8,4222.8
1 - 20,1,20,1,13,2500.0,3919.5,3919.5
1 - 20,1,20,1,14,2833.0,3949.3,3949.3
1 - 20,1,20,1,15,4500.0,4071.3,4071.3
1 - 20,1,20,1,16,5500.0,4366.0,4366.0
1 - 20,1,20,1,17,5600.0,4577.4,4577.4
1 - 20,1,20,1,18,9000.0,4759.1,4759.1
1 - 20,1,20,1,19,8991.9,4487.6,4487.6
1 - 20,1,20,1,20,8991.61,4382.9,4382.9
1 - 20,1,20,1,21,8900.0,4157.8,4157.8
1 - 20,1,20,1,22,8900.0,4124.1,4124.1
1 - 20,1,20,1,23,7300.0,3647.7,3647.7
1 - 20,1,20,1,24,6870.59,3459.6,3459.6
1 - 21,1,21,2,1,3800.0,3132.1,3132.1
