Date,Month,Day,Day_of_week,Hour,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy
10 - 31,10,31,5,1,5600.0,3880.8,3880.8
10 - 31,10,31,5,2,4888.0,3675.7,3675.7
10 - 31,10,31,5,3,4571.23,3509.5,3509.5
10 - 31,10,31,5,4,4282.0,3428.7,3428.7
10 - 31,10,31,5,5,4588.0,3549.1,3549.1
10 - 31,10,31,5,6,5600.0,3798.8,3798.8
10 - 31,10,31,5,7,5600.0,3716.9,3716.9
10 - 31,10,31,5,8,6900.0,4206.0,4206.0
10 - 31,10,31,5,9,6900.0,4601.8,4601.8
10 - 31,10,31,5,10,6900.0,5073.4,5073.4
10 - 31,10,31,5,11,5367.0,4892.2,4892.2
10 - 31,10,31,5,12,3836.0,4865.5,4865.5
10 - 31,10,31,5,13,3075.0,4693.6,4693.6
10 - 31,10,31,5,14,3255.0,4732.5,4732.5
10 - 31,10,31,5,15,5067.0,4783.2,4783.2
10 - 31,10,31,5,16,5600.0,4418.6,4418.6
10 - 31,10,31,5,17,5600.0,4239.7,4239.7
10 - 31,10,31,5,18,15000.0,4916.0,4916.0
10 - 31,10,31,5,19,15000.0,5237.6,5237.6
10 - 31,10,31,5,20,15000.0,5216.6,5216.6
10 - 31,10,31,5,21,15000.0,5048.0,5048.0
10 - 31,10,31,5,22,15000.0,4630.5,4630.5
10 - 31,10,31,5,23,15000.0,4438.7,4438.7
10 - 31,10,31,5,24,6900.0,4234.4,4234.4
11 - 1,11,1,6,1,5600.0,3719.8,3719.8
11 - 1,11,1,6,2,300.0,3504.1,3504.1
11 - 1,11,1,6,3,49.0,3283.5,3283.5
11 - 1,11,1,6,4,20.0,3170.0,3170.0
11 - 1,11,1,6,5,25.0,3243.5,3243.5
11 - 1,11,1,6,6,50.0,3465.2,3465.2
11 - 1,11,1,6,7,299.0,3765.4,3765.4
11 - 1,11,1,6,8,950.0,3545.9,3545.9
11 - 1,11,1,6,9,2450.0,3769.9,3769.9
11 - 1,11,1,6,10,2933.0,4086.1,4086.1
11 - 1,11,1,6,11,2850.0,4186.4,4186.4
11 - 1,11,1,6,12,2895.0,4298.7,4298.7
11 - 1,11,1,6,13,2445.0,4311.2,4311.2
11 - 1,11,1,6,14,2450.0,4334.3,4334.3
11 - 1,11,1,6,15,2990.0,4389.8,4389.8
11 - 1,11,1,6,16,3750.0,4833.6,4833.6
11 - 1,11,1,6,17,5600.0,5100.3,5100.3
11 - 1,11,1,6,18,15000.0,5084.0,5084.0
11 - 1,11,1,6,19,15000.0,5360.9,5360.9
11 - 1,11,1,6,20,15000.0,5194.3,5194.3
11 - 1,11,1,6,21,15000.0,5036.8,5036.8
11 - 1,11,1,6,22,14499.0,4632.8,4632.8
11 - 1,11,1,6,23,7740.0,4078.7,4078.7
11 - 1,11,1,6,24,5533.0,3957.9,3957.9
11 - 2,11,2,7,1,5592.28,3793.3,3793.3
11 - 2,11,2,7,2,3396.58,3598.7,3598.7
11 - 2,11,2,7,3,399.0,3428.4,3428.4
11 - 2,11,2,7,4,72.0,3322.0,3322.0
11 - 2,11,2,7,5,72.0,3342.9,3342.9
11 - 2,11,2,7,6,500.0,3487.1,3487.1
11 - 2,11,2,7,7,100.0,3416.4,3416.4
11 - 2,11,2,7,8,650.0,3560.2,3560.2
11 - 2,11,2,7,9,990.0,4167.0,4167.0
11 - 2,11,2,7,10,3330.0,4433.9,4433.9
11 - 2,11,2,7,11,3075.0,4613.9,4613.9
11 - 2,11,2,7,12,2850.0,4557.5,4557.5
11 - 2,11,2,7,13,2845.0,4494.5,4494.5
11 - 2,11,2,7,14,2845.0,4410.3,4410.3
11 - 2,11,2,7,15,2163.0,4078.0,4078.0
11 - 2,11,2,7,16,4035.0,4125.9,4125.9
11 - 2,11,2,7,17,5600.0,4875.1,4875.1
11 - 2,11,2,7,18,14000.0,4884.8,4884.8
11 - 2,11,2,7,19,14000.0,5166.7,5166.7
11 - 2,11,2,7,20,14879.73,5050.8,5050.8
11 - 2,11,2,7,21,14901.05,4943.0,4943.0
11 - 2,11,2,7,22,13000.0,4428.8,4428.8
11 - 2,11,2,7,23,7000.0,3735.7,3735.7
11 - 2,11,2,7,24,3990.0,3807.9,3807.9
11 - 3,11,3,1,1,2870.0,3415.2,3415.2
11 - 3,11,3,1,2,250.0,3349.3,3349.3
11 - 3,11,3,1,3,97.0,3219.2,3219.2
11 - 3,11,3,1,4,40.0,3166.8,3166.8
11 - 3,11,3,1,5,72.0,3229.0,3229.0
11 - 3,11,3,1,6,3000.0,3289.9,3289.9
11 - 3,11,3,1,7,5600.0,3550.9,3550.9
11 - 3,11,3,1,8,6900.0,3842.6,3842.6
11 - 3,11,3,1,9,6900.0,4287.4,4287.4
11 - 3,11,3,1,10,4297.0,4440.0,4440.0
11 - 3,11,3,1,11,3750.0,4604.1,4604.1
11 - 3,11,3,1,12,3750.0,4662.5,4662.5
11 - 3,11,3,1,13,3750.0,4577.9,4577.9
11 - 3,11,3,1,14,4297.0,4597.9,4597.9
11 - 3,11,3,1,15,5568.02,4292.3,4292.3
11 - 3,11,3,1,16,5600.0,4053.6,4053.6
11 - 3,11,3,1,17,5600.0,4730.6,4730.6
11 - 3,11,3,1,18,14951.92,5043.4,5043.4
11 - 3,11,3,1,19,14951.89,5223.4,5223.4
11 - 3,11,3,1,20,14947.36,5090.0,5090.0
11 - 3,11,3,1,21,14949.07,4853.0,4853.0
11 - 3,11,3,1,22,14903.57,4269.2,4269.2
11 - 3,11,3,1,23,9200.0,3722.8,3722.8
11 - 3,11,3,1,24,6043.0,3993.3,3993.3
11 - 4,11,4,2,1,1005.0,3547.1,3547.1
11 - 4,11,4,2,2,1012.0,3753.4,3753.4
11 - 4,11,4,2,3,1009.0,3709.8,3709.8
11 - 4,11,4,2,4,1004.0,3635.4,3635.4
11 - 4,11,4,2,5,1002.0,3571.0,3571.0
11 - 4,11,4,2,6,1005.0,3478.1,3478.1
11 - 4,11,4,2,7,3200.0,3813.1,3813.1
11 - 4,11,4,2,8,6482.0,4224.8,4224.8
11 - 4,11,4,2,9,6800.0,4535.3,4535.3
11 - 4,11,4,2,10,6900.0,4620.5,4620.5
11 - 4,11,4,2,11,6851.54,4659.3,4659.3
11 - 4,11,4,2,12,4245.0,4654.3,4654.3
11 - 4,11,4,2,13,3595.0,4632.8,4632.8
11 - 4,11,4,2,14,4777.0,4610.0,4610.0
11 - 4,11,4,2,15,5567.55,4436.2,4436.2
11 - 4,11,4,2,16,5600.0,4378.7,4378.7
11 - 4,11,4,2,17,5600.0,5182.2,5182.2
11 - 4,11,4,2,18,13000.0,5203.5,5203.5
11 - 4,11,4,2,19,10000.0,5211.3,5211.3
11 - 4,11,4,2,20,10000.0,5045.0,5045.0
11 - 4,11,4,2,21,10000.0,4982.9,4982.9
11 - 4,11,4,2,22,7000.0,4192.4,4192.4
11 - 4,11,4,2,23,4000.0,3685.8,3685.8
11 - 4,11,4,2,24,4297.0,4073.9,4073.9
11 - 5,11,5,3,1,1260.0,3705.7,3705.7
11 - 5,11,5,3,2,1260.0,3762.2,3762.2
11 - 5,11,5,3,3,1100.0,3610.4,3610.4
11 - 5,11,5,3,4,1000.0,3540.0,3540.0
11 - 5,11,5,3,5,1080.0,3612.4,3612.4
11 - 5,11,5,3,6,1360.0,3762.1,3762.1
11 - 5,11,5,3,7,4777.0,3835.9,3835.9
11 - 5,11,5,3,8,6900.0,4216.1,4216.1
11 - 5,11,5,3,9,6900.0,4528.6,4528.6
11 - 5,11,5,3,10,6872.6,4690.6,4690.6
11 - 5,11,5,3,11,5481.0,4716.1,4716.1
11 - 5,11,5,3,12,4777.0,4782.2,4782.2
11 - 5,11,5,3,13,4487.93,4726.4,4726.4
11 - 5,11,5,3,14,4900.0,4667.8,4667.8
11 - 5,11,5,3,15,5595.0,4538.1,4538.1
11 - 5,11,5,3,16,5600.0,4439.4,4439.4
11 - 5,11,5,3,17,5600.0,5482.6,5482.6
11 - 5,11,5,3,18,13391.0,5209.0,5209.0
11 - 5,11,5,3,19,9000.0,5113.5,5113.5
11 - 5,11,5,3,20,10000.0,5046.7,5046.7
11 - 5,11,5,3,21,9000.0,4848.2,4848.2
11 - 5,11,5,3,22,8700.0,4176.6,4176.6
11 - 5,11,5,3,23,6000.0,3834.8,3834.8
11 - 5,11,5,3,24,5603.0,4193.9,4193.9
11 - 6,11,6,4,1,2400.0,3823.6,3823.6
11 - 6,11,6,4,2,2220.0,3723.6,3723.6
11 - 6,11,6,4,3,2040.0,3528.9,3528.9
11 - 6,11,6,4,4,801.0,3484.2,3484.2
11 - 6,11,6,4,5,1988.0,3494.4,3494.4
11 - 6,11,6,4,6,2300.0,3701.2,3701.2
11 - 6,11,6,4,7,5600.0,4072.5,4072.5
11 - 6,11,6,4,8,4847.0,3942.0,3942.0
11 - 6,11,6,4,9,4847.0,4267.4,4267.4
11 - 6,11,6,4,10,5800.0,4616.0,4616.0
11 - 6,11,6,4,11,4244.0,4612.1,4612.1
11 - 6,11,6,4,12,3850.0,4622.3,4622.3
11 - 6,11,6,4,13,3850.0,4508.5,4508.5
11 - 6,11,6,4,14,3200.0,4498.1,4498.1
11 - 6,11,6,4,15,5000.0,4574.6,4574.6
11 - 6,11,6,4,16,5595.0,4669.1,4669.1
11 - 6,11,6,4,17,5600.0,5607.4,5607.4
11 - 6,11,6,4,18,5950.0,4850.5,4850.5
11 - 6,11,6,4,19,7000.0,4875.6,4875.6
11 - 6,11,6,4,20,7000.0,4840.5,4840.5
11 - 6,11,6,4,21,6000.0,4589.8,4589.8
11 - 6,11,6,4,22,6000.0,3899.8,3899.8
11 - 6,11,6,4,23,3380.0,3653.7,3653.7
11 - 6,11,6,4,24,5250.0,4059.8,4059.8
11 - 7,11,7,5,1,3936.0,3981.3,3981.3
11 - 7,11,7,5,2,3100.0,3660.0,3660.0
11 - 7,11,7,5,3,3060.0,3600.3,3600.3
11 - 7,11,7,5,4,1376.0,3542.4,3542.4
11 - 7,11,7,5,5,2000.0,3579.9,3579.9
11 - 7,11,7,5,6,3180.0,3636.0,3636.0
11 - 7,11,7,5,7,5560.0,4008.3,4008.3
11 - 7,11,7,5,8,6700.0,3989.9,3989.9
11 - 7,11,7,5,9,6400.0,4372.3,4372.3
11 - 7,11,7,5,10,5800.0,4596.5,4596.5
11 - 7,11,7,5,11,4350.0,4711.3,4711.3
11 - 7,11,7,5,12,2680.0,4731.1,4731.1
11 - 7,11,7,5,13,2540.0,4685.2,4685.2
11 - 7,11,7,5,14,2820.0,4730.5,4730.5
11 - 7,11,7,5,15,4245.0,4436.0,4436.0
11 - 7,11,7,5,16,5595.0,4468.8,4468.8
11 - 7,11,7,5,17,5600.0,5685.4,5685.4
11 - 7,11,7,5,18,14902.37,5106.7,5106.7
11 - 7,11,7,5,19,15000.0,5066.1,5066.1
11 - 7,11,7,5,20,14901.07,5089.0,5089.0
11 - 7,11,7,5,21,14895.67,5008.4,5008.4
11 - 7,11,7,5,22,11000.0,4279.5,4279.5
11 - 7,11,7,5,23,5300.0,3781.2,3781.2
11 - 7,11,7,5,24,5382.0,4083.1,4083.1
11 - 8,11,8,6,1,4230.0,3965.2,3965.2
11 - 8,11,8,6,2,3480.0,3696.4,3696.4
11 - 8,11,8,6,3,3400.0,3732.5,3732.5
11 - 8,11,8,6,4,1376.0,3618.6,3618.6
11 - 8,11,8,6,5,1178.0,3646.6,3646.6
11 - 8,11,8,6,6,3360.0,3664.8,3664.8
11 - 8,11,8,6,7,3750.0,3855.5,3855.5
11 - 8,11,8,6,8,3000.0,4035.0,4035.0
11 - 8,11,8,6,9,3200.0,4256.7,4256.7
11 - 8,11,8,6,10,3079.0,4433.7,4433.7
11 - 8,11,8,6,11,2450.0,4509.6,4509.6
11 - 8,11,8,6,12,2399.0,4762.4,4762.4
11 - 8,11,8,6,13,2399.0,4686.4,4686.4
11 - 8,11,8,6,14,3824.0,4667.8,4667.8
11 - 8,11,8,6,15,5163.0,4641.6,4641.6
11 - 8,11,8,6,16,5600.0,4246.0,4246.0
11 - 8,11,8,6,17,5600.0,5149.2,5149.2
11 - 8,11,8,6,18,14499.0,5042.0,5042.0
11 - 8,11,8,6,19,14903.32,5099.7,5099.7
11 - 8,11,8,6,20,14500.0,5071.9,5071.9
11 - 8,11,8,6,21,14899.25,5026.6,5026.6
11 - 8,11,8,6,22,14897.29,4386.9,4386.9
11 - 8,11,8,6,23,6970.0,4096.9,4096.9
11 - 8,11,8,6,24,5115.0,4293.2,4293.2
11 - 9,11,9,7,1,5600.0,3435.4,3435.4
11 - 9,11,9,7,2,5063.0,3681.4,3681.4
11 - 9,11,9,7,3,4777.0,3461.0,3461.0
11 - 9,11,9,7,4,4297.0,3394.0,3394.0
11 - 9,11,9,7,5,4185.0,3361.5,3361.5
11 - 9,11,9,7,6,4777.0,3494.2,3494.2
11 - 9,11,9,7,7,5120.0,3784.1,3784.1
11 - 9,11,9,7,8,5750.0,3599.9,3599.9
11 - 9,11,9,7,9,6900.0,3754.7,3754.7
11 - 9,11,9,7,10,6900.0,3811.3,3811.3
11 - 9,11,9,7,11,6900.0,3891.2,3891.2
11 - 9,11,9,7,12,5600.0,3808.7,3808.7
11 - 9,11,9,7,13,5600.0,3817.1,3817.1
11 - 9,11,9,7,14,5600.0,3703.3,3703.3
11 - 9,11,9,7,15,5600.0,3509.7,3509.7
11 - 9,11,9,7,16,5600.0,3186.3,3186.3
11 - 9,11,9,7,17,5600.0,4185.2,4185.2
11 - 9,11,9,7,18,14952.99,3990.3,3990.3
11 - 9,11,9,7,19,15000.0,4085.9,4085.9
11 - 9,11,9,7,20,15000.0,4041.4,4041.4
11 - 9,11,9,7,21,15000.0,4017.8,4017.8
11 - 9,11,9,7,22,15000.0,3498.1,3498.1
11 - 9,11,9,7,23,14947.08,3396.6,3396.6
11 - 9,11,9,7,24,6900.0,3828.3,3828.3
11 - 10,11,10,1,1,4777.0,3395.6,3395.6
11 - 10,11,10,1,2,500.0,3258.0,3258.0
11 - 10,11,10,1,3,500.0,3217.3,3217.3
11 - 10,11,10,1,4,500.0,3299.0,3299.0
11 - 10,11,10,1,5,500.0,3284.9,3284.9
11 - 10,11,10,1,6,2898.0,3233.7,3233.7
11 - 10,11,10,1,7,5600.0,3529.4,3529.4
11 - 10,11,10,1,8,6900.0,3416.9,3416.9
11 - 10,11,10,1,9,6900.0,3362.8,3362.8
11 - 10,11,10,1,10,6900.0,3407.1,3407.1
11 - 10,11,10,1,11,6900.0,3662.0,3662.0
11 - 10,11,10,1,12,5600.0,3657.9,3657.9
11 - 10,11,10,1,13,5600.0,3707.9,3707.9
11 - 10,11,10,1,14,5600.0,3582.4,3582.4
11 - 10,11,10,1,15,5600.0,3377.3,3377.3
11 - 10,11,10,1,16,5600.0,3431.1,3431.1
11 - 10,11,10,1,17,5600.0,4663.4,4663.4
11 - 10,11,10,1,18,15000.0,4094.3,4094.3
11 - 10,11,10,1,19,14952.74,4082.8,4082.8
11 - 10,11,10,1,20,14948.37,4192.9,4192.9
11 - 10,11,10,1,21,14948.9,4189.2,4189.2
11 - 10,11,10,1,22,14951.32,3635.4,3635.4
11 - 10,11,10,1,23,15000.0,3560.9,3560.9
11 - 10,11,10,1,24,6900.0,3582.7,3582.7
11 - 11,11,11,2,1,5592.91,3137.5,3137.5
11 - 11,11,11,2,2,2920.0,2949.5,2949.5
11 - 11,11,11,2,3,2000.0,2931.4,2931.4
11 - 11,11,11,2,4,500.0,2905.8,2905.8
11 - 11,11,11,2,5,500.0,2918.6,2918.6
11 - 11,11,11,2,6,5120.0,3043.1,3043.1
11 - 11,11,11,2,7,5593.99,2987.6,2987.6
11 - 11,11,11,2,8,6900.0,3287.1,3287.1
11 - 11,11,11,2,9,6900.0,3426.2,3426.2
11 - 11,11,11,2,10,6900.0,3197.8,3197.8
11 - 11,11,11,2,11,6900.0,3324.4,3324.4
11 - 11,11,11,2,12,5600.0,3462.9,3462.9
11 - 11,11,11,2,13,5600.0,3601.8,3601.8
11 - 11,11,11,2,14,5600.0,3555.7,3555.7
11 - 11,11,11,2,15,5600.0,3392.8,3392.8
11 - 11,11,11,2,16,5600.0,3665.6,3665.6
11 - 11,11,11,2,17,5600.0,4057.4,4057.4
11 - 11,11,11,2,18,15000.0,4154.2,4154.2
11 - 11,11,11,2,19,15000.0,4182.8,4182.8
11 - 11,11,11,2,20,15000.0,4239.0,4239.0
11 - 11,11,11,2,21,15000.0,4221.3,4221.3
11 - 11,11,11,2,22,15000.0,3843.0,3843.0
11 - 11,11,11,2,23,15000.0,3533.1,3533.1
11 - 11,11,11,2,24,6900.0,3169.9,3169.9
11 - 12,11,12,3,1,800.0,2892.8,2892.8
11 - 12,11,12,3,2,500.0,2883.9,2883.9
11 - 12,11,12,3,3,801.0,2966.3,2966.3
11 - 12,11,12,3,4,500.0,2921.2,2921.2
11 - 12,11,12,3,5,500.0,2930.1,2930.1
11 - 12,11,12,3,6,3900.0,2914.8,2914.8
11 - 12,11,12,3,7,2000.0,2957.6,2957.6
11 - 12,11,12,3,8,6889.86,3711.3,3711.3
11 - 12,11,12,3,9,6900.0,3980.7,3980.7
11 - 12,11,12,3,10,6900.0,4092.8,4092.8
11 - 12,11,12,3,11,6900.0,4073.2,4073.2
11 - 12,11,12,3,12,5600.0,4256.8,4256.8
11 - 12,11,12,3,13,5600.0,4393.3,4393.3
11 - 12,11,12,3,14,5600.0,4344.4,4344.4
11 - 12,11,12,3,15,5600.0,4270.6,4270.6
11 - 12,11,12,3,16,5600.0,4205.5,4205.5
11 - 12,11,12,3,17,5600.0,4029.3,4029.3
11 - 12,11,12,3,18,15000.0,4681.9,4681.9
11 - 12,11,12,3,19,15000.0,4547.4,4547.4
11 - 12,11,12,3,20,15000.0,4555.7,4555.7
11 - 12,11,12,3,21,14900.18,4513.9,4513.9
11 - 12,11,12,3,22,14903.98,4223.1,4223.1
11 - 12,11,12,3,23,14902.4,3870.9,3870.9
11 - 12,11,12,3,24,6889.14,3512.4,3512.4
11 - 13,11,13,4,1,2000.0,3029.4,3029.4
11 - 13,11,13,4,2,2500.0,2943.2,2943.2
11 - 13,11,13,4,3,2000.0,2870.1,2870.1
11 - 13,11,13,4,4,498.0,2823.4,2823.4
11 - 13,11,13,4,5,801.0,2861.2,2861.2
11 - 13,11,13,4,6,2100.0,3136.8,3136.8
11 - 13,11,13,4,7,4297.0,3171.1,3171.1
11 - 13,11,13,4,8,6900.0,4028.9,4028.9
11 - 13,11,13,4,9,6900.0,4348.9,4348.9
11 - 13,11,13,4,10,6860.0,4500.7,4500.7
11 - 13,11,13,4,11,4297.0,4321.1,4321.1
11 - 13,11,13,4,12,3950.0,4575.2,4575.2
11 - 13,11,13,4,13,5500.0,4700.7,4700.7
11 - 13,11,13,4,14,5543.32,4672.6,4672.6
11 - 13,11,13,4,15,5540.85,4652.5,4652.5
11 - 13,11,13,4,16,5600.0,4429.0,4429.0
11 - 13,11,13,4,17,5600.0,4001.9,4001.9
11 - 13,11,13,4,18,14896.33,4634.9,4634.9
11 - 13,11,13,4,19,15000.0,4747.3,4747.3
11 - 13,11,13,4,20,15000.0,4756.0,4756.0
11 - 13,11,13,4,21,14450.0,4617.5,4617.5
11 - 13,11,13,4,22,14400.0,4494.0,4494.0
11 - 13,11,13,4,23,11000.0,4261.1,4261.1
11 - 13,11,13,4,24,6000.0,3824.7,3824.7
11 - 14,11,14,5,1,999.99,3298.3,3298.3
11 - 14,11,14,5,2,1808.0,3276.6,3276.6
11 - 14,11,14,5,3,2000.0,3256.9,3256.9
11 - 14,11,14,5,4,498.0,3149.5,3149.5
11 - 14,11,14,5,5,498.0,3170.4,3170.4
11 - 14,11,14,5,6,2500.0,3294.8,3294.8
11 - 14,11,14,5,7,2500.0,3384.9,3384.9
11 - 14,11,14,5,8,6892.62,3954.1,3954.1
11 - 14,11,14,5,9,6876.94,4299.8,4299.8
11 - 14,11,14,5,10,4847.0,4398.8,4398.8
11 - 14,11,14,5,11,1999.0,4276.6,4276.6
11 - 14,11,14,5,12,2500.0,4495.5,4495.5
11 - 14,11,14,5,13,4288.0,4633.4,4633.4
11 - 14,11,14,5,14,4284.0,4672.4,4672.4
11 - 14,11,14,5,15,5543.59,4569.5,4569.5
11 - 14,11,14,5,16,5600.0,4382.9,4382.9
11 - 14,11,14,5,17,5600.0,4215.3,4215.3
11 - 14,11,14,5,18,13100.0,4501.8,4501.8
11 - 14,11,14,5,19,14000.0,4593.2,4593.2
11 - 14,11,14,5,20,13050.0,4521.9,4521.9
11 - 14,11,14,5,21,14000.0,4592.3,4592.3
11 - 14,11,14,5,22,14400.0,4530.1,4530.1
11 - 14,11,14,5,23,12500.0,4249.2,4249.2
11 - 14,11,14,5,24,6800.0,3877.8,3877.8
11 - 15,11,15,6,1,4185.0,3411.1,3411.1
11 - 15,11,15,6,2,200.0,2927.7,2927.7
11 - 15,11,15,6,3,100.0,2756.0,2756.0
11 - 15,11,15,6,4,63.0,2650.0,2650.0
11 - 15,11,15,6,5,31.0,2620.9,2620.9
11 - 15,11,15,6,6,81.25,2707.3,2707.3
11 - 15,11,15,6,7,72.0,2937.3,2937.3
11 - 15,11,15,6,8,1250.0,3401.3,3401.3
11 - 15,11,15,6,9,1250.0,3767.8,3767.8
11 - 15,11,15,6,10,1999.0,3788.1,3788.1
11 - 15,11,15,6,11,999.0,3822.8,3822.8
11 - 15,11,15,6,12,440.0,3947.2,3947.2
11 - 15,11,15,6,13,1900.0,4098.2,4098.2
11 - 15,11,15,6,14,2000.0,4195.2,4195.2
11 - 15,11,15,6,15,3990.0,4046.2,4046.2
11 - 15,11,15,6,16,5600.0,4180.0,4180.0
11 - 15,11,15,6,17,5600.0,4112.6,4112.6
11 - 15,11,15,6,18,14000.0,4644.1,4644.1
11 - 15,11,15,6,19,14000.0,4622.7,4622.7
11 - 15,11,15,6,20,13000.0,4616.9,4616.9
11 - 15,11,15,6,21,14000.0,4640.4,4640.4
11 - 15,11,15,6,22,14400.0,4512.9,4512.9
11 - 15,11,15,6,23,10343.0,4229.9,4229.9
11 - 15,11,15,6,24,6800.0,3877.9,3877.9
11 - 16,11,16,7,1,4900.0,3532.0,3532.0
11 - 16,11,16,7,2,1000.0,2942.3,2942.3
11 - 16,11,16,7,3,100.0,2757.8,2757.8
11 - 16,11,16,7,4,100.0,2646.9,2646.9
11 - 16,11,16,7,5,100.0,2613.3,2613.3
11 - 16,11,16,7,6,100.0,2701.7,2701.7
11 - 16,11,16,7,7,100.0,2889.7,2889.7
11 - 16,11,16,7,8,4847.0,3452.6,3452.6
11 - 16,11,16,7,9,4847.0,3452.5,3452.5
11 - 16,11,16,7,10,6500.0,3911.1,3911.1
11 - 16,11,16,7,11,6500.0,4083.3,4083.3
11 - 16,11,16,7,12,5542.74,4176.1,4176.1
11 - 16,11,16,7,13,5539.82,4376.5,4376.5
11 - 16,11,16,7,14,5600.0,4264.7,4264.7
11 - 16,11,16,7,15,5600.0,4083.7,4083.7
11 - 16,11,16,7,16,5600.0,4014.9,4014.9
11 - 16,11,16,7,17,5600.0,4202.2,4202.2
11 - 16,11,16,7,18,14879.21,4706.3,4706.3
11 - 16,11,16,7,19,14799.0,4717.3,4717.3
11 - 16,11,16,7,20,14000.0,4732.3,4732.3
11 - 16,11,16,7,21,12000.0,4609.6,4609.6
11 - 16,11,16,7,22,12000.0,4353.2,4353.2
11 - 16,11,16,7,23,10000.0,4178.2,4178.2
11 - 16,11,16,7,24,4900.0,3730.4,3730.4
11 - 17,11,17,1,1,2000.0,3432.3,3432.3
11 - 17,11,17,1,2,240.0,3154.7,3154.7
11 - 17,11,17,1,3,69.0,2876.8,2876.8
11 - 17,11,17,1,4,72.0,2771.8,2771.8
11 - 17,11,17,1,5,72.0,2767.3,2767.3
11 - 17,11,17,1,6,100.0,2975.5,2975.5
11 - 17,11,17,1,7,4297.0,3505.0,3505.0
11 - 17,11,17,1,8,6893.42,4112.2,4112.2
11 - 17,11,17,1,9,6878.28,4331.6,4331.6
11 - 17,11,17,1,10,6878.15,4539.1,4539.1
11 - 17,11,17,1,11,5600.0,4466.0,4466.0
11 - 17,11,17,1,12,5120.0,4604.0,4604.0
11 - 17,11,17,1,13,5537.32,4726.6,4726.6
11 - 17,11,17,1,14,5540.78,4749.5,4749.5
11 - 17,11,17,1,15,5600.0,4637.9,4637.9
11 - 17,11,17,1,16,5600.0,4383.6,4383.6
11 - 17,11,17,1,17,5600.0,4267.4,4267.4
11 - 17,11,17,1,18,14901.43,4780.7,4780.7
11 - 17,11,17,1,19,14799.0,4770.4,4770.4
11 - 17,11,17,1,20,14892.72,4817.6,4817.6
11 - 17,11,17,1,21,14899.24,4922.7,4922.7
11 - 17,11,17,1,22,14799.0,4629.4,4629.4
11 - 17,11,17,1,23,11000.0,4244.1,4244.1
11 - 17,11,17,1,24,4297.0,3656.5,3656.5
11 - 18,11,18,2,1,5200.0,3632.5,3632.5
11 - 18,11,18,2,2,1000.0,3121.4,3121.4
11 - 18,11,18,2,3,500.0,2884.5,2884.5
11 - 18,11,18,2,4,100.0,2785.2,2785.2
11 - 18,11,18,2,5,100.0,2837.4,2837.4
11 - 18,11,18,2,6,2500.0,3171.8,3171.8
11 - 18,11,18,2,7,5590.29,3750.5,3750.5
11 - 18,11,18,2,8,6900.0,4180.1,4180.1
11 - 18,11,18,2,9,6900.0,4337.8,4337.8
11 - 18,11,18,2,10,6900.0,4516.3,4516.3
11 - 18,11,18,2,11,6900.0,4440.4,4440.4
11 - 18,11,18,2,12,5600.0,4415.6,4415.6
11 - 18,11,18,2,13,5600.0,4536.6,4536.6
11 - 18,11,18,2,14,5600.0,4317.0,4317.0
11 - 18,11,18,2,15,5600.0,4184.7,4184.7
11 - 18,11,18,2,16,5600.0,4090.9,4090.9
11 - 18,11,18,2,17,5600.0,4062.8,4062.8
11 - 18,11,18,2,18,15000.0,4766.3,4766.3
11 - 18,11,18,2,19,15000.0,4785.8,4785.8
11 - 18,11,18,2,20,15000.0,4830.1,4830.1
11 - 18,11,18,2,21,15000.0,4856.7,4856.7
11 - 18,11,18,2,22,15000.0,4686.6,4686.6
11 - 18,11,18,2,23,15000.0,4465.9,4465.9
11 - 18,11,18,2,24,6888.91,3893.6,3893.6
11 - 19,11,19,3,1,5592.48,3652.9,3652.9
11 - 19,11,19,3,2,5000.0,3330.5,3330.5
11 - 19,11,19,3,3,1500.0,3101.0,3101.0
11 - 19,11,19,3,4,1000.0,3013.3,3013.3
11 - 19,11,19,3,5,1000.0,3067.4,3067.4
11 - 19,11,19,3,6,3600.0,3262.3,3262.3
11 - 19,11,19,3,7,5588.61,3665.7,3665.7
11 - 19,11,19,3,8,6900.0,4203.4,4203.4
11 - 19,11,19,3,9,6900.0,4287.9,4287.9
11 - 19,11,19,3,10,6900.0,4465.4,4465.4
11 - 19,11,19,3,11,6900.0,4395.8,4395.8
11 - 19,11,19,3,12,5600.0,4429.5,4429.5
11 - 19,11,19,3,13,5580.0,4626.9,4626.9
11 - 19,11,19,3,14,5600.0,4521.8,4521.8
11 - 19,11,19,3,15,5600.0,4414.6,4414.6
11 - 19,11,19,3,16,5600.0,4248.4,4248.4
11 - 19,11,19,3,17,5600.0,4110.0,4110.0
11 - 19,11,19,3,18,15000.0,4789.1,4789.1
11 - 19,11,19,3,19,15000.0,4821.7,4821.7
11 - 19,11,19,3,20,15000.0,4845.7,4845.7
11 - 19,11,19,3,21,15000.0,4894.0,4894.0
11 - 19,11,19,3,22,14903.02,4714.7,4714.7
11 - 19,11,19,3,23,14903.25,4420.4,4420.4
11 - 19,11,19,3,24,6888.51,3883.5,3883.5
11 - 20,11,20,4,1,5600.0,2894.5,2894.5
11 - 20,11,20,4,2,5600.0,2800.5,2800.5
