,Date,Month,Day,Day_of_week,Hour,Price,Last_Price,Vol_Sale,Vol_Buy
0,1 - 1,1,1,3,1,3476.08,3499.97,124.0,124.0
1,1 - 1,1,1,3,2,2892.18,2899.97,186.7,186.7
2,1 - 1,1,1,3,3,2431.4,2439.99,211.5,211.5
3,1 - 1,1,1,3,4,2238.05,2235.0,236.2,236.2
4,1 - 1,1,1,3,5,1928.91,1939.97,231.4,231.4
5,1 - 1,1,1,3,6,1989.85,1999.99,240.0,240.0
6,1 - 1,1,1,3,7,748.71,750.0,229.5,229.5
7,1 - 1,1,1,3,8,1888.51,1939.3,256.4,256.4
8,1 - 1,1,1,3,9,955.08,990.0,307.4,307.4
9,1 - 1,1,1,3,10,825.71,875.0,286.4,286.4
10,1 - 1,1,1,3,11,468.26,490.0,304.0,304.0
11,1 - 1,1,1,3,12,484.5,498.0,290.1,290.1
12,1 - 1,1,1,3,13,468.36,490.0,301.2,301.2
13,1 - 1,1,1,3,14,1151.14,1500.0,203.2,203.2
14,1 - 1,1,1,3,15,3003.47,2637.0,152.4,152.4
15,1 - 1,1,1,3,16,4102.74,4179.97,192.2,192.2
16,1 - 1,1,1,3,17,5179.26,5200.0,192.5,192.5
17,1 - 1,1,1,3,18,8274.14,8299.0,164.6,164.6
18,1 - 1,1,1,3,19,8154.71,8199.9,155.9,155.9
19,1 - 1,1,1,3,20,6452.36,6599.9,203.0,203.0
20,1 - 1,1,1,3,21,6567.86,6598.0,225.9,225.9
21,1 - 1,1,1,3,22,5958.3,5969.99,211.3,211.3
22,1 - 1,1,1,3,23,4160.01,4179.98,250.8,250.8
23,1 - 1,1,1,3,24,3952.13,3969.99,163.8,163.8
24,1 - 2,1,2,4,1,2490.62,2498.57,84.7,84.7
25,1 - 2,1,2,4,2,2662.36,2663.98,150.3,150.3
26,1 - 2,1,2,4,3,1998.69,1999.98,189.9,189.9
27,1 - 2,1,2,4,4,1188.5,1195.0,181.1,181.1
28,1 - 2,1,2,4,5,1998.49,1999.98,173.7,173.7
29,1 - 2,1,2,4,6,2487.46,2490.0,171.6,171.6
30,1 - 2,1,2,4,7,3995.85,3998.57,90.0,90.0
31,1 - 2,1,2,4,8,5374.42,5380.0,109.9,109.9
32,1 - 2,1,2,4,9,4678.51,4679.99,157.6,157.6
33,1 - 2,1,2,4,10,4995.64,4999.95,177.7,177.7
34,1 - 2,1,2,4,11,4394.9,4399.99,177.7,177.7
35,1 - 2,1,2,4,12,4646.51,4649.0,123.3,123.3
36,1 - 2,1,2,4,13,4344.19,4348.57,121.8,121.8
37,1 - 2,1,2,4,14,4642.3,2650.0,110.5,110.5
38,1 - 2,1,2,4,15,5514.9,5567.0,88.7,88.7
39,1 - 2,1,2,4,16,5491.37,5499.99,130.6,130.6
40,1 - 2,1,2,4,17,5560.88,5566.31,185.4,185.4
41,1 - 2,1,2,4,18,8144.58,8199.97,137.4,137.4
42,1 - 2,1,2,4,19,8113.54,8199.97,101.5,101.5
43,1 - 2,1,2,4,20,7066.43,7099.0,152.4,152.4
44,1 - 2,1,2,4,21,6586.07,6599.93,154.5,154.5
45,1 - 2,1,2,4,22,5957.54,5979.96,187.8,187.8
46,1 - 2,1,2,4,23,4969.03,4979.97,263.2,263.2
47,1 - 2,1,2,4,24,4767.95,4740.0,153.5,153.5
48,1 - 3,1,3,5,1,3794.19,3798.0,248.1,248.1
49,1 - 3,1,3,5,2,2515.8,2500.0,223.2,223.2
50,1 - 3,1,3,5,3,2017.85,2000.0,228.6,228.6
51,1 - 3,1,3,5,4,2009.54,1999.0,204.1,204.1
52,1 - 3,1,3,5,5,1986.08,1975.99,171.7,171.7
53,1 - 3,1,3,5,6,2489.93,2496.93,119.1,119.1
54,1 - 3,1,3,5,7,3913.95,3916.93,95.5,95.5
55,1 - 3,1,3,5,8,5373.15,5379.98,140.7,140.7
56,1 - 3,1,3,5,9,6180.11,6199.98,119.6,119.6
57,1 - 3,1,3,5,10,6791.01,6837.51,131.0,131.0
58,1 - 3,1,3,5,11,6198.58,6198.0,238.3,238.3
59,1 - 3,1,3,5,12,5562.53,5540.0,241.6,241.6
60,1 - 3,1,3,5,13,5558.35,5565.85,196.6,196.6
61,1 - 3,1,3,5,14,5593.77,5600.0,206.9,206.9
62,1 - 3,1,3,5,15,5588.2,5589.89,315.1,315.1
63,1 - 3,1,3,5,16,5564.76,5320.0,180.4,180.4
64,1 - 3,1,3,5,17,5557.16,4900.0,199.8,199.8
65,1 - 3,1,3,5,18,7808.96,7600.0,138.0,138.0
66,1 - 3,1,3,5,19,7759.4,7899.95,166.0,166.0
67,1 - 3,1,3,5,20,6949.33,6973.99,255.0,255.0
68,1 - 3,1,3,5,21,6966.93,6973.99,271.1,271.1
69,1 - 3,1,3,5,22,5953.24,5978.99,309.3,309.3
70,1 - 3,1,3,5,23,5946.17,5978.99,211.7,211.7
71,1 - 3,1,3,5,24,6166.22,6198.9,136.8,136.8
72,1 - 4,1,4,6,1,4289.76,4303.9,133.0,133.0
73,1 - 4,1,4,6,2,3901.55,3912.97,130.7,130.7
74,1 - 4,1,4,6,3,3887.3,3894.99,136.7,136.7
75,1 - 4,1,4,6,4,2880.59,2882.97,119.9,119.9
76,1 - 4,1,4,6,5,2668.01,2670.96,118.4,118.4
77,1 - 4,1,4,6,6,3903.04,3770.0,109.3,109.3
78,1 - 4,1,4,6,7,3901.68,3912.9,85.5,85.5
79,1 - 4,1,4,6,8,4560.05,4583.99,118.3,118.3
80,1 - 4,1,4,6,9,6165.11,3038.0,125.7,125.7
81,1 - 4,1,4,6,10,6162.05,6137.99,94.0,94.0
82,1 - 4,1,4,6,11,4563.93,4576.97,165.9,165.9
83,1 - 4,1,4,6,12,3954.49,3961.97,130.1,130.1
84,1 - 4,1,4,6,13,3095.2,3137.0,138.7,138.7
85,1 - 4,1,4,6,14,3919.33,3962.97,185.9,185.9
86,1 - 4,1,4,6,15,4881.16,4880.4,220.4,220.4
87,1 - 4,1,4,6,16,5504.56,5567.42,202.7,202.7
88,1 - 4,1,4,6,17,5534.99,5499.99,173.4,173.4
89,1 - 4,1,4,6,18,8871.02,8942.61,309.2,309.2
90,1 - 4,1,4,6,19,8353.21,8400.0,333.1,333.1
91,1 - 4,1,4,6,20,8731.52,8918.51,246.2,246.2
92,1 - 4,1,4,6,21,8578.33,8768.17,160.3,160.3
93,1 - 4,1,4,6,22,7491.55,7742.0,121.5,121.5
94,1 - 4,1,4,6,23,6070.13,6172.0,203.1,203.1
95,1 - 4,1,4,6,24,6637.57,6505.0,117.2,117.2
96,1 - 5,1,5,7,1,4665.33,2745.0,97.1,97.1
97,1 - 5,1,5,7,2,4240.43,4276.7,89.2,89.2
98,1 - 5,1,5,7,3,3848.63,3919.51,108.6,108.6
99,1 - 5,1,5,7,4,3843.05,3880.5,96.7,96.7
100,1 - 5,1,5,7,5,3840.69,3880.75,79.8,79.8
101,1 - 5,1,5,7,6,4167.31,2101.61,74.0,74.0
102,1 - 5,1,5,7,7,4248.45,4319.53,75.9,75.9
103,1 - 5,1,5,7,8,4535.19,4543.0,124.6,124.6
104,1 - 5,1,5,7,9,4654.19,4679.9,137.1,137.1
105,1 - 5,1,5,7,10,3936.98,3942.98,236.2,236.2
106,1 - 5,1,5,7,11,2843.66,2000.1,272.1,272.1
107,1 - 5,1,5,7,12,2800.53,2819.0,222.1,222.1
108,1 - 5,1,5,7,13,2837.53,2850.0,216.6,216.6
109,1 - 5,1,5,7,14,2975.58,2997.94,223.0,223.0
110,1 - 5,1,5,7,15,3930.71,3937.0,207.5,207.5
111,1 - 5,1,5,7,16,5511.75,5521.0,180.6,180.6
112,1 - 5,1,5,7,17,5593.17,5600.0,206.1,206.1
113,1 - 5,1,5,7,18,8597.63,8599.97,284.2,284.2
114,1 - 5,1,5,7,19,8086.97,8100.0,268.0,268.0
115,1 - 5,1,5,7,20,7207.72,7226.29,230.1,230.1
116,1 - 5,1,5,7,21,6766.47,6700.0,217.6,217.6
117,1 - 5,1,5,7,22,6672.1,6790.0,247.1,247.1
118,1 - 5,1,5,7,23,4925.37,4979.93,319.9,319.9
119,1 - 5,1,5,7,24,5157.83,5177.99,182.6,182.6
120,1 - 6,1,6,1,1,3913.23,3916.93,91.2,91.2
121,1 - 6,1,6,1,2,2670.42,2678.0,166.6,166.6
122,1 - 6,1,6,1,3,2491.93,2496.93,158.8,158.8
123,1 - 6,1,6,1,4,1991.98,1996.93,159.2,159.2
124,1 - 6,1,6,1,5,1990.4,1996.93,131.3,131.3
125,1 - 6,1,6,1,6,2488.92,2496.93,108.6,108.6
126,1 - 6,1,6,1,7,2878.13,2886.93,93.3,93.3
127,1 - 6,1,6,1,8,4672.07,4679.96,132.3,132.3
128,1 - 6,1,6,1,9,6575.55,6799.98,94.9,94.9
129,1 - 6,1,6,1,10,6744.49,6899.0,136.2,136.2
130,1 - 6,1,6,1,11,6755.92,6899.95,143.5,143.5
131,1 - 6,1,6,1,12,5586.08,5599.98,510.8,510.8
132,1 - 6,1,6,1,13,5596.66,5599.0,392.2,392.2
133,1 - 6,1,6,1,14,5596.81,5599.98,424.2,424.2
134,1 - 6,1,6,1,15,5595.12,2744.0,479.2,479.2
135,1 - 6,1,6,1,16,5555.29,5400.0,239.9,239.9
136,1 - 6,1,6,1,17,5542.26,5599.95,222.2,222.2
137,1 - 6,1,6,1,18,8550.68,8696.83,249.3,249.3
138,1 - 6,1,6,1,19,8014.03,8096.93,248.8,248.8
139,1 - 6,1,6,1,20,8437.32,8596.8,151.8,151.8
140,1 - 6,1,6,1,21,7774.15,7896.92,170.9,170.9
141,1 - 6,1,6,1,22,6714.65,4800.0,253.7,253.7
142,1 - 6,1,6,1,23,5909.88,5975.0,275.9,275.9
143,1 - 6,1,6,1,24,6190.18,6199.99,201.5,201.5
144,1 - 7,1,7,2,1,3901.03,3850.0,114.1,114.1
145,1 - 7,1,7,2,2,2995.0,2999.98,124.8,124.8
146,1 - 7,1,7,2,3,2489.26,2490.74,188.6,188.6
147,1 - 7,1,7,2,4,2484.0,2400.0,138.4,138.4
148,1 - 7,1,7,2,5,2482.39,2499.97,137.0,137.0
149,1 - 7,1,7,2,6,2872.58,2889.98,119.5,119.5
150,1 - 7,1,7,2,7,3853.93,3888.97,110.7,110.7
151,1 - 7,1,7,2,8,3975.67,3999.96,154.3,154.3
152,1 - 7,1,7,2,9,6378.79,6399.97,150.3,150.3
153,1 - 7,1,7,2,10,6787.43,6799.99,199.1,199.1
154,1 - 7,1,7,2,11,5860.14,5785.01,226.0,226.0
155,1 - 7,1,7,2,12,4627.31,4639.67,220.6,220.6
156,1 - 7,1,7,2,13,4319.89,4250.0,300.2,300.2
157,1 - 7,1,7,2,14,4788.81,4799.98,283.0,283.0
158,1 - 7,1,7,2,15,5563.1,5568.09,280.7,280.7
159,1 - 7,1,7,2,16,5588.61,5599.94,290.5,290.5
160,1 - 7,1,7,2,17,5593.76,5600.0,318.5,318.5
161,1 - 7,1,7,2,18,8487.92,8550.0,147.4,147.4
162,1 - 7,1,7,2,19,8083.02,8100.0,365.8,365.8
163,1 - 7,1,7,2,20,7519.39,7540.0,271.3,271.3
164,1 - 7,1,7,2,21,7071.75,7090.99,276.5,276.5
165,1 - 7,1,7,2,22,6674.21,6629.99,288.4,288.4
166,1 - 7,1,7,2,23,5903.35,5950.0,237.6,237.6
167,1 - 7,1,7,2,24,5166.2,5179.98,176.3,176.3
168,1 - 8,1,8,3,1,3886.12,3888.98,153.5,153.5
169,1 - 8,1,8,3,2,3844.41,3841.2,145.2,145.2
170,1 - 8,1,8,3,3,2863.36,2861.1,206.9,206.9
171,1 - 8,1,8,3,4,2655.72,2651.22,195.2,195.2
172,1 - 8,1,8,3,5,2655.3,2651.22,193.7,193.7
173,1 - 8,1,8,3,6,3829.24,3841.2,144.9,144.9
174,1 - 8,1,8,3,7,4287.25,4288.95,151.3,151.3
175,1 - 8,1,8,3,8,5298.77,5299.98,196.4,196.4
176,1 - 8,1,8,3,9,6873.78,6875.28,239.0,239.0
177,1 - 8,1,8,3,10,6896.94,6900.0,397.7,397.7
178,1 - 8,1,8,3,11,6587.16,6599.99,224.9,224.9
179,1 - 8,1,8,3,12,5231.86,5249.98,279.0,279.0
180,1 - 8,1,8,3,13,4625.88,4649.87,332.5,332.5
181,1 - 8,1,8,3,14,4978.88,4980.0,417.6,417.6
182,1 - 8,1,8,3,15,5587.26,5580.0,425.6,425.6
183,1 - 8,1,8,3,16,5595.75,5599.96,459.5,459.5
184,1 - 8,1,8,3,17,5594.08,5543.41,500.7,500.7
185,1 - 8,1,8,3,18,8839.06,8950.0,207.8,207.8
186,1 - 8,1,8,3,19,8734.8,8696.0,171.2,171.2
187,1 - 8,1,8,3,20,8832.97,8835.83,179.6,179.6
188,1 - 8,1,8,3,21,8276.41,8271.6,143.7,143.7
189,1 - 8,1,8,3,22,8073.12,8092.0,170.4,170.4
190,1 - 8,1,8,3,23,5577.28,5599.96,198.7,198.7
191,1 - 8,1,8,3,24,6787.91,5500.99,178.6,178.6
192,1 - 9,1,9,4,1,4650.26,4729.0,73.7,73.7
193,1 - 9,1,9,4,2,4260.46,3022.6,127.3,127.3
194,1 - 9,1,9,4,3,4282.11,4274.81,94.6,94.6
195,1 - 9,1,9,4,4,3833.58,3841.19,116.5,116.5
196,1 - 9,1,9,4,5,4269.64,3831.0,119.8,119.8
197,1 - 9,1,9,4,6,4274.15,4276.8,88.6,88.6
198,1 - 9,1,9,4,7,4710.8,4731.65,90.8,90.8
199,1 - 9,1,9,4,8,6800.37,6875.37,88.5,88.5
200,1 - 9,1,9,4,9,6864.39,6800.0,157.8,157.8
201,1 - 9,1,9,4,10,6896.29,6830.0,249.7,249.7
202,1 - 9,1,9,4,11,6646.45,6649.9,227.3,227.3
203,1 - 9,1,9,4,12,4977.79,4979.8,240.4,240.4
204,1 - 9,1,9,4,13,4538.62,4589.0,180.2,180.2
205,1 - 9,1,9,4,14,4989.52,4979.8,212.5,212.5
206,1 - 9,1,9,4,15,5549.41,5563.0,300.0,300.0
207,1 - 9,1,9,4,16,5594.55,5599.94,343.6,343.6
208,1 - 9,1,9,4,17,5591.72,5599.89,330.5,330.5
209,1 - 9,1,9,4,18,8070.67,8035.0,128.7,128.7
210,1 - 9,1,9,4,19,7871.82,7839.48,135.2,135.2
211,1 - 9,1,9,4,20,8063.82,8114.4,127.7,127.7
212,1 - 9,1,9,4,21,7169.31,7187.93,195.1,195.1
213,1 - 9,1,9,4,22,6778.74,6789.98,181.4,181.4
214,1 - 9,1,9,4,23,5555.39,5579.97,270.5,270.5
215,1 - 9,1,9,4,24,6851.77,6876.95,140.4,140.4
216,1 - 10,1,10,5,1,4284.07,4264.99,89.3,89.3
217,1 - 10,1,10,5,2,3849.89,3876.56,86.2,86.2
218,1 - 10,1,10,5,3,2847.83,2861.1,85.2,85.2
219,1 - 10,1,10,5,4,2478.14,2475.0,130.9,130.9
220,1 - 10,1,10,5,5,2478.34,2475.0,127.2,127.2
221,1 - 10,1,10,5,6,3466.05,3465.0,103.1,103.1
222,1 - 10,1,10,5,7,3981.9,3999.95,178.7,178.7
223,1 - 10,1,10,5,8,5379.08,5379.97,302.0,302.0
224,1 - 10,1,10,5,9,6799.48,6799.95,301.7,301.7
225,1 - 10,1,10,5,10,6899.72,6900.0,502.0,502.0
226,1 - 10,1,10,5,11,6887.0,6899.0,236.4,236.4
227,1 - 10,1,10,5,12,5599.89,5580.0,701.6,701.6
228,1 - 10,1,10,5,13,5589.55,5600.0,259.0,259.0
229,1 - 10,1,10,5,14,5593.72,5600.0,291.9,291.9
230,1 - 10,1,10,5,15,5587.04,5600.0,373.5,373.5
231,1 - 10,1,10,5,16,5576.54,5599.99,208.3,208.3
232,1 - 10,1,10,5,17,5577.85,5597.0,189.8,189.8
233,1 - 10,1,10,5,18,7908.86,7829.0,164.9,164.9
234,1 - 10,1,10,5,19,7798.71,7200.0,139.5,139.5
235,1 - 10,1,10,5,20,7752.14,7200.0,104.9,104.9
236,1 - 10,1,10,5,21,6782.39,6799.99,295.0,295.0
237,1 - 10,1,10,5,22,6525.26,6542.57,248.0,248.0
238,1 - 10,1,10,5,23,5547.19,5579.99,321.3,321.3
239,1 - 10,1,10,5,24,6766.81,6789.94,124.5,124.5
240,1 - 11,1,11,6,1,5514.88,5483.99,66.7,66.7
241,1 - 11,1,11,6,2,5124.99,5101.0,95.5,95.5
242,1 - 11,1,11,6,3,4681.66,4688.8,103.4,103.4
243,1 - 11,1,11,6,4,4260.93,4259.0,97.7,97.7
244,1 - 11,1,11,6,5,4259.28,4262.99,94.1,94.1
245,1 - 11,1,11,6,6,4694.01,4695.99,98.9,98.9
246,1 - 11,1,11,6,7,5118.99,5128.2,86.7,86.7
247,1 - 11,1,11,6,8,5361.96,5374.99,200.9,200.9
248,1 - 11,1,11,6,9,5839.13,5829.98,86.0,86.0
249,1 - 11,1,11,6,10,6478.62,6299.99,98.9,98.9
250,1 - 11,1,11,6,11,5800.89,5785.0,218.7,218.7
251,1 - 11,1,11,6,12,5062.93,5200.0,289.1,289.1
252,1 - 11,1,11,6,13,4508.83,4449.5,352.3,352.3
253,1 - 11,1,11,6,14,4487.95,4449.5,335.0,335.0
254,1 - 11,1,11,6,15,5342.19,5550.0,146.4,146.4
255,1 - 11,1,11,6,16,5308.07,5430.0,126.2,126.2
256,1 - 11,1,11,6,17,5598.02,5595.0,329.9,329.9
257,1 - 11,1,11,6,18,8838.56,8859.0,160.7,160.7
258,1 - 11,1,11,6,19,8697.73,8899.88,76.0,76.0
259,1 - 11,1,11,6,20,8889.09,8900.0,138.2,138.2
260,1 - 11,1,11,6,21,8895.05,8900.0,237.1,237.1
261,1 - 11,1,11,6,22,8732.2,5900.0,163.2,163.2
262,1 - 11,1,11,6,23,6747.77,6788.0,197.2,197.2
263,1 - 11,1,11,6,24,6825.75,6859.0,101.8,101.8
264,1 - 12,1,12,7,1,5369.44,5396.0,83.5,83.5
265,1 - 12,1,12,7,2,5148.93,5175.0,76.5,76.5
266,1 - 12,1,12,7,3,4298.08,4314.0,82.9,82.9
267,1 - 12,1,12,7,4,3849.63,3868.0,85.3,85.3
268,1 - 12,1,12,7,5,3853.47,3868.0,65.3,65.3
269,1 - 12,1,12,7,6,4275.4,4303.0,69.3,69.3
270,1 - 12,1,12,7,7,4260.8,4300.0,80.0,80.0
271,1 - 12,1,12,7,8,4664.56,4669.9,96.1,96.1
272,1 - 12,1,12,7,9,4665.94,4676.0,128.4,128.4
273,1 - 12,1,12,7,10,4793.37,4799.99,255.8,255.8
274,1 - 12,1,12,7,11,3186.86,3190.0,296.4,296.4
275,1 - 12,1,12,7,12,2888.66,2890.0,358.8,358.8
276,1 - 12,1,12,7,13,2887.65,2890.0,351.3,351.3
277,1 - 12,1,12,7,14,3493.89,3500.0,371.0,371.0
278,1 - 12,1,12,7,15,4410.51,4349.98,324.9,324.9
279,1 - 12,1,12,7,16,5078.47,5096.22,146.7,146.7
280,1 - 12,1,12,7,17,5566.1,5567.0,247.6,247.6
281,1 - 12,1,12,7,18,8586.2,8596.09,162.0,162.0
282,1 - 12,1,12,7,19,8569.24,8589.97,127.4,127.4
283,1 - 12,1,12,7,20,7849.75,7896.0,108.2,108.2
284,1 - 12,1,12,7,21,7844.56,7700.0,107.8,107.8
285,1 - 12,1,12,7,22,7983.38,7990.0,140.7,140.7
286,1 - 12,1,12,7,23,5692.74,5699.99,253.7,253.7
287,1 - 12,1,12,7,24,6562.44,6449.0,134.1,134.1
288,1 - 13,1,13,1,1,3854.66,3820.0,75.1,75.1
289,1 - 13,1,13,1,2,3275.57,3220.0,102.8,102.8
290,1 - 13,1,13,1,3,2984.73,1800.0,96.7,96.7
291,1 - 13,1,13,1,4,2665.71,2675.0,95.9,95.9
292,1 - 13,1,13,1,5,2685.31,2697.27,96.8,96.8
293,1 - 13,1,13,1,6,2973.32,2998.27,101.7,101.7
294,1 - 13,1,13,1,7,3815.53,3828.95,170.7,170.7
295,1 - 13,1,13,1,8,6506.49,6507.0,270.3,270.3
296,1 - 13,1,13,1,9,6809.0,6800.0,274.0,274.0
297,1 - 13,1,13,1,10,6870.46,6835.0,255.0,255.0
298,1 - 13,1,13,1,11,6598.27,6599.99,267.7,267.7
299,1 - 13,1,13,1,12,5253.16,5450.0,308.9,308.9
300,1 - 13,1,13,1,13,4349.12,5600.0,425.6,425.6
301,1 - 13,1,13,1,14,5269.23,5250.0,348.5,348.5
302,1 - 13,1,13,1,15,5568.91,5563.61,354.5,354.5
303,1 - 13,1,13,1,16,5598.35,5599.98,515.4,515.4
304,1 - 13,1,13,1,17,5589.5,5599.9,508.5,508.5
305,1 - 13,1,13,1,18,8919.59,8936.24,335.9,335.9
306,1 - 13,1,13,1,19,8778.04,8818.0,276.0,276.0
307,1 - 13,1,13,1,20,7878.45,7898.26,190.4,190.4
308,1 - 13,1,13,1,21,7883.0,7899.0,216.2,216.2
309,1 - 13,1,13,1,22,7666.53,7677.99,196.6,196.6
310,1 - 13,1,13,1,23,6389.11,6394.26,197.3,197.3
311,1 - 13,1,13,1,24,6640.9,6647.99,223.7,223.7
312,1 - 14,1,14,2,1,4724.66,4645.0,110.2,110.2
313,1 - 14,1,14,2,2,3489.5,3450.1,140.7,140.7
314,1 - 14,1,14,2,3,3491.98,3400.0,121.3,121.3
315,1 - 14,1,14,2,4,2994.39,2999.99,115.3,115.3
316,1 - 14,1,14,2,5,3293.11,3297.27,113.4,113.4
317,1 - 14,1,14,2,6,3492.18,3400.0,124.0,124.0
318,1 - 14,1,14,2,7,4300.57,4261.01,176.6,176.6
319,1 - 14,1,14,2,8,6405.0,6317.0,169.4,169.4
320,1 - 14,1,14,2,9,6887.7,6900.0,211.9,211.9
321,1 - 14,1,14,2,10,6867.57,6874.61,229.7,229.7
322,1 - 14,1,14,2,11,6287.42,6297.22,223.7,223.7
323,1 - 14,1,14,2,12,4608.25,4650.0,312.5,312.5
324,1 - 14,1,14,2,13,3908.64,3930.0,318.3,318.3
325,1 - 14,1,14,2,14,4326.63,4336.2,381.6,381.6
326,1 - 14,1,14,2,15,5243.89,5250.0,433.2,433.2
327,1 - 14,1,14,2,16,5597.73,5599.99,499.2,499.2
328,1 - 14,1,14,2,17,5593.14,5599.99,408.8,408.8
329,1 - 14,1,14,2,18,8990.37,9000.0,585.5,585.5
330,1 - 14,1,14,2,19,8983.45,9000.0,595.7,595.7
331,1 - 14,1,14,2,20,8976.73,8992.0,516.7,516.7
332,1 - 14,1,14,2,21,8714.22,8699.98,412.4,412.4
333,1 - 14,1,14,2,22,8657.9,4350.0,361.5,361.5
334,1 - 14,1,14,2,23,6778.62,6787.27,237.8,237.8
335,1 - 14,1,14,2,24,6854.44,6862.69,244.4,244.4
336,1 - 15,1,15,3,1,4735.27,4744.97,108.8,108.8
337,1 - 15,1,15,3,2,3782.77,3796.33,149.6,149.6
338,1 - 15,1,15,3,3,3482.69,3499.99,160.2,160.2
339,1 - 15,1,15,3,4,2975.66,2999.99,152.5,152.5
340,1 - 15,1,15,3,5,2984.15,2910.0,135.6,135.6
341,1 - 15,1,15,3,6,3477.52,3496.33,112.3,112.3
342,1 - 15,1,15,3,7,4282.94,4208.1,115.2,115.2
343,1 - 15,1,15,3,8,6871.72,6876.97,145.3,145.3
344,1 - 15,1,15,3,9,6899.77,6900.0,901.1,901.1
345,1 - 15,1,15,3,10,6900.0,6900.0,1353.7,1353.7
346,1 - 15,1,15,3,11,6891.48,6894.89,623.6,623.6
347,1 - 15,1,15,3,12,5589.54,5589.0,525.2,525.2
348,1 - 15,1,15,3,13,5566.07,5401.0,303.8,303.8
349,1 - 15,1,15,3,14,5593.49,5598.0,396.4,396.4
350,1 - 15,1,15,3,15,5597.69,5549.99,746.8,746.8
351,1 - 15,1,15,3,16,5599.77,5600.0,637.8,637.8
352,1 - 15,1,15,3,17,5599.0,5598.0,638.8,638.8
353,1 - 15,1,15,3,18,8999.32,9000.0,912.1,912.1
354,1 - 15,1,15,3,19,8986.2,9000.0,850.8,850.8
355,1 - 15,1,15,3,20,8999.0,9000.0,737.8,737.8
356,1 - 15,1,15,3,21,8992.49,8989.99,556.6,556.6
357,1 - 15,1,15,3,22,8982.99,9000.0,344.4,344.4
358,1 - 15,1,15,3,23,8870.61,8950.0,149.9,149.9
359,1 - 15,1,15,3,24,6855.69,6869.99,164.7,164.7
360,1 - 16,1,16,4,1,4300.61,4304.3,63.9,63.9
361,1 - 16,1,16,4,2,2983.34,2999.98,84.1,84.1
362,1 - 16,1,16,4,3,2866.87,2889.97,78.8,78.8
363,1 - 16,1,16,4,4,2665.51,2674.32,70.2,70.2
364,1 - 16,1,16,4,5,2878.7,2886.33,70.7,70.7
365,1 - 16,1,16,4,6,2872.84,2889.99,78.3,78.3
366,1 - 16,1,16,4,7,3859.77,3864.33,118.1,118.1
367,1 - 16,1,16,4,8,6685.11,6650.0,150.3,150.3
368,1 - 16,1,16,4,9,6899.7,6899.94,195.4,195.4
369,1 - 16,1,16,4,10,6884.2,6900.0,455.9,455.9
370,1 - 16,1,16,4,11,6899.69,6900.0,473.8,473.8
371,1 - 16,1,16,4,12,5599.93,5582.0,609.0,609.0
372,1 - 16,1,16,4,13,5599.09,5600.0,408.1,408.1
373,1 - 16,1,16,4,14,5599.83,5600.0,602.2,602.2
374,1 - 16,1,16,4,15,5597.29,5600.0,782.7,782.7
375,1 - 16,1,16,4,16,5598.33,5600.0,406.4,406.4
376,1 - 16,1,16,4,17,5598.97,5599.99,212.8,212.8
377,1 - 16,1,16,4,18,8996.82,9000.0,429.6,429.6
378,1 - 16,1,16,4,19,8998.48,9000.0,531.5,531.5
379,1 - 16,1,16,4,20,8928.31,7500.0,326.2,326.2
380,1 - 16,1,16,4,21,8856.72,8910.0,216.2,216.2
381,1 - 16,1,16,4,22,8385.9,8499.01,123.4,123.4
382,1 - 16,1,16,4,23,6755.19,6799.97,140.3,140.3
383,1 - 16,1,16,4,24,5840.18,5859.99,185.2,185.2
384,1 - 17,1,17,5,1,3470.13,3400.0,75.5,75.5
385,1 - 17,1,17,5,2,2875.84,2889.28,110.0,110.0
386,1 - 17,1,17,5,3,2665.11,2677.28,97.5,97.5
387,1 - 17,1,17,5,4,2487.07,2499.28,98.5,98.5
388,1 - 17,1,17,5,5,1976.51,1999.28,126.5,126.5
389,1 - 17,1,17,5,6,2661.29,2677.28,102.7,102.7
390,1 - 17,1,17,5,7,3854.16,3867.28,98.5,98.5
391,1 - 17,1,17,5,8,6587.74,6593.96,124.4,124.4
392,1 - 17,1,17,5,9,6894.37,6899.99,96.7,96.7
393,1 - 17,1,17,5,10,6897.32,6900.0,368.8,368.8
394,1 - 17,1,17,5,11,6895.07,6900.0,376.0,376.0
395,1 - 17,1,17,5,12,5598.3,5555.0,669.6,669.6
396,1 - 17,1,17,5,13,5597.37,5600.0,318.3,318.3
397,1 - 17,1,17,5,14,5600.0,5600.0,405.0,405.0
398,1 - 17,1,17,5,15,5596.71,5600.0,511.3,511.3
399,1 - 17,1,17,5,16,5594.26,5600.0,187.5,187.5
400,1 - 17,1,17,5,17,5597.17,5599.0,199.3,199.3
401,1 - 17,1,17,5,18,8776.53,7503.1,162.6,162.6
402,1 - 17,1,17,5,19,8641.59,8900.0,174.3,174.3
403,1 - 17,1,17,5,20,8828.79,8900.0,164.0,164.0
404,1 - 17,1,17,5,21,8233.08,8225.0,145.0,145.0
405,1 - 17,1,17,5,22,7807.74,7799.0,108.8,108.8
406,1 - 17,1,17,5,23,6890.15,6910.97,123.2,123.2
407,1 - 17,1,17,5,24,6849.2,6871.0,114.8,114.8
408,1 - 18,1,18,6,1,3479.59,3496.27,88.9,88.9
409,1 - 18,1,18,6,2,2671.74,2674.27,89.3,89.3
