,Date,Month,Day,Day_of_week,Hour,Price,Last_Price,Vol_Sale,Vol_Buy
7746,11 - 19,11,19,3,19,14989.74,15000.0,409.8,409.8
7747,11 - 19,11,19,3,20,14983.61,15000.0,419.9,419.9
7748,11 - 19,11,19,3,21,14986.11,15000.0,421.0,421.0
7749,11 - 19,11,19,3,22,14801.78,11922.0,425.2,425.2
7750,11 - 19,11,19,3,23,14748.65,12405.0,190.9,190.9
7751,11 - 19,11,19,3,24,6834.31,6301.0,126.7,126.7
7752,11 - 20,11,20,4,1,5600.0,5600.0,433.4,433.4
7753,11 - 20,11,20,4,2,5595.25,5600.0,496.4,496.4
7754,11 - 20,11,20,4,3,5583.91,5600.0,376.9,376.9
7755,11 - 20,11,20,4,4,5562.53,5599.78,258.8,258.8
7756,11 - 20,11,20,4,5,5569.44,5600.0,297.0,297.0
7757,11 - 20,11,20,4,6,5586.22,5600.0,494.8,494.8
7758,11 - 20,11,20,4,7,5600.0,5600.0,584.9,584.9
7759,11 - 20,11,20,4,8,6900.0,6900.0,538.9,538.9
7760,11 - 20,11,20,4,9,6900.0,6900.0,501.8,501.8
7761,11 - 20,11,20,4,10,6900.0,6900.0,560.0,560.0
7762,11 - 20,11,20,4,11,6900.0,6900.0,589.1,589.1
7763,11 - 20,11,20,4,12,5600.0,5600.0,588.9,588.9
7764,11 - 20,11,20,4,13,5600.0,5600.0,585.4,585.4
7765,11 - 20,11,20,4,14,5600.0,5600.0,637.8,637.8
7766,11 - 20,11,20,4,15,5600.0,5600.0,635.7,635.7
7767,11 - 20,11,20,4,16,5600.0,5600.0,621.0,621.0
7768,11 - 20,11,20,4,17,5600.0,5600.0,607.2,607.2
7769,11 - 20,11,20,4,18,15000.0,15000.0,662.7,662.7
7770,11 - 20,11,20,4,19,15000.0,15000.0,660.3,660.3
7771,11 - 20,11,20,4,20,15000.0,15000.0,762.6,762.6
7772,11 - 20,11,20,4,21,15000.0,15000.0,682.9,682.9
7773,11 - 20,11,20,4,22,15000.0,15000.0,614.9,614.9
7774,11 - 20,11,20,4,23,15000.0,15000.0,622.1,622.1
7775,11 - 20,11,20,4,24,6900.0,6900.0,677.3,677.3
7776,11 - 21,11,21,5,1,5596.01,5550.0,261.8,261.8
7777,11 - 21,11,21,5,2,4434.87,2085.0,45.8,45.8
7778,11 - 21,11,21,5,3,3842.18,1000.0,57.7,57.7
7779,11 - 21,11,21,5,4,2728.63,1000.0,73.0,73.0
7780,11 - 21,11,21,5,5,3202.36,1800.0,75.9,75.9
7781,11 - 21,11,21,5,6,4245.44,2000.0,92.2,92.2
7782,11 - 21,11,21,5,7,4649.9,1960.0,62.4,62.4
7783,11 - 21,11,21,5,8,6216.96,6513.99,73.2,73.2
7784,11 - 21,11,21,5,9,6900.0,6900.0,258.8,258.8
7785,11 - 21,11,21,5,10,6900.0,6900.0,637.5,637.5
7786,11 - 21,11,21,5,11,6900.0,6900.0,385.2,385.2
7787,11 - 21,11,21,5,12,5599.97,5600.0,450.9,450.9
7788,11 - 21,11,21,5,13,5599.25,5541.0,452.8,452.8
7789,11 - 21,11,21,5,14,5598.33,5600.0,599.1,599.1
7790,11 - 21,11,21,5,15,5599.97,5600.0,643.5,643.5
7791,11 - 21,11,21,5,16,5599.98,5600.0,865.1,865.1
7792,11 - 21,11,21,5,17,5600.0,5600.0,602.2,602.2
7793,11 - 21,11,21,5,18,12767.08,6999.0,99.6,99.6
7794,11 - 21,11,21,5,19,11757.76,6145.0,132.0,132.0
7795,11 - 21,11,21,5,20,12550.76,13000.0,176.3,176.3
7796,11 - 21,11,21,5,21,12546.0,12997.99,205.1,205.1
7797,11 - 21,11,21,5,22,14495.7,14896.98,242.7,242.7
7798,11 - 21,11,21,5,23,14217.97,8000.0,156.0,156.0
7799,11 - 21,11,21,5,24,5654.72,5000.0,165.2,165.2
7800,11 - 22,11,22,6,1,5485.19,5588.0,116.6,116.6
7801,11 - 22,11,22,6,2,4699.67,4598.99,124.7,124.7
7802,11 - 22,11,22,6,3,4072.08,3999.0,143.6,143.6
7803,11 - 22,11,22,6,4,2953.32,2998.0,131.0,131.0
7804,11 - 22,11,22,6,5,4020.91,4000.0,110.8,110.8
7805,11 - 22,11,22,6,6,3948.4,3946.99,128.0,128.0
7806,11 - 22,11,22,6,7,4180.17,4149.0,161.3,161.3
7807,11 - 22,11,22,6,8,4289.4,4296.0,199.3,199.3
7808,11 - 22,11,22,6,9,6314.14,6384.0,167.9,167.9
7809,11 - 22,11,22,6,10,6806.81,6869.0,181.7,181.7
7810,11 - 22,11,22,6,11,6848.74,6875.02,290.5,290.5
7811,11 - 22,11,22,6,12,5498.4,5539.35,343.6,343.6
7812,11 - 22,11,22,6,13,5573.07,5600.0,421.4,421.4
7813,11 - 22,11,22,6,14,5583.79,5600.0,502.1,502.1
7814,11 - 22,11,22,6,15,5598.81,5600.0,796.8,796.8
7815,11 - 22,11,22,6,16,5600.0,5600.0,1150.5,1150.5
7816,11 - 22,11,22,6,17,5599.88,5600.0,1062.4,1062.4
7817,11 - 22,11,22,6,18,13853.37,13699.99,350.9,350.9
7818,11 - 22,11,22,6,19,14721.51,14548.0,334.1,334.1
7819,11 - 22,11,22,6,20,12739.89,12700.0,334.5,334.5
7820,11 - 22,11,22,6,21,13844.96,13500.0,317.3,317.3
7821,11 - 22,11,22,6,22,12698.83,4550.0,333.6,333.6
7822,11 - 22,11,22,6,23,8775.83,8649.0,301.6,301.6
7823,11 - 22,11,22,6,24,5752.41,5499.0,302.4,302.4
7824,11 - 23,11,23,7,1,4275.31,4297.0,198.4,198.4
7825,11 - 23,11,23,7,2,4724.23,4500.0,196.8,196.8
7826,11 - 23,11,23,7,3,1846.25,1555.0,204.9,204.9
7827,11 - 23,11,23,7,4,813.88,501.0,226.4,226.4
7828,11 - 23,11,23,7,5,1097.67,1000.0,227.6,227.6
7829,11 - 23,11,23,7,6,1401.43,1000.0,300.2,300.2
7830,11 - 23,11,23,7,7,1237.3,500.0,279.8,279.8
7831,11 - 23,11,23,7,8,3053.06,3000.0,247.2,247.2
7832,11 - 23,11,23,7,9,4540.45,4541.0,293.9,293.9
7833,11 - 23,11,23,7,10,6370.69,6719.9,108.9,108.9
7834,11 - 23,11,23,7,11,6719.91,6880.0,118.7,118.7
7835,11 - 23,11,23,7,12,5595.67,5600.0,197.6,197.6
7836,11 - 23,11,23,7,13,5595.64,5600.0,205.8,205.8
7837,11 - 23,11,23,7,14,5597.99,5600.0,356.8,356.8
7838,11 - 23,11,23,7,15,5585.13,5600.0,342.3,342.3
7839,11 - 23,11,23,7,16,5599.75,5600.0,488.8,488.8
7840,11 - 23,11,23,7,17,5599.81,5600.0,276.3,276.3
7841,11 - 23,11,23,7,18,8917.1,8869.55,236.4,236.4
7842,11 - 23,11,23,7,19,11856.2,11840.0,193.0,193.0
7843,11 - 23,11,23,7,20,10934.38,11000.0,338.1,338.1
7844,11 - 23,11,23,7,21,10965.7,10999.0,348.8,348.8
7845,11 - 23,11,23,7,22,11946.11,11996.0,340.5,340.5
7846,11 - 23,11,23,7,23,9984.53,9997.0,349.1,349.1
7847,11 - 23,11,23,7,24,5827.0,5844.0,258.9,258.9
7848,11 - 24,11,24,1,1,2589.42,2152.0,126.3,126.3
7849,11 - 24,11,24,1,2,2117.98,5500.0,235.2,235.2
7850,11 - 24,11,24,1,3,880.8,50.0,275.0,275.0
7851,11 - 24,11,24,1,4,382.35,100.01,299.8,299.8
7852,11 - 24,11,24,1,5,611.08,1813.9,287.6,287.6
7853,11 - 24,11,24,1,6,1562.1,1000.01,198.8,198.8
7854,11 - 24,11,24,1,7,3834.2,4100.0,60.7,60.7
7855,11 - 24,11,24,1,8,6866.79,6898.99,134.0,134.0
7856,11 - 24,11,24,1,9,6888.41,6000.0,427.0,427.0
7857,11 - 24,11,24,1,10,6881.84,6899.94,346.5,346.5
7858,11 - 24,11,24,1,11,6895.94,6900.0,425.3,425.3
7859,11 - 24,11,24,1,12,5482.31,5600.0,339.9,339.9
7860,11 - 24,11,24,1,13,4784.58,5277.0,439.1,439.1
7861,11 - 24,11,24,1,14,5494.65,5489.66,449.0,449.0
7862,11 - 24,11,24,1,15,5600.0,5600.0,328.2,328.2
7863,11 - 24,11,24,1,16,5600.0,5600.0,665.4,665.4
7864,11 - 24,11,24,1,17,5600.0,5600.0,906.3,906.3
7865,11 - 24,11,24,1,18,12947.67,12400.0,342.9,342.9
7866,11 - 24,11,24,1,19,12785.26,10550.0,439.6,439.6
7867,11 - 24,11,24,1,20,13644.92,13762.99,265.4,265.4
7868,11 - 24,11,24,1,21,11727.14,11994.9,295.9,295.9
7869,11 - 24,11,24,1,22,12721.84,12988.0,297.6,297.6
7870,11 - 24,11,24,1,23,8885.85,8894.9,264.2,264.2
7871,11 - 24,11,24,1,24,4976.56,4998.99,249.6,249.6
7872,11 - 25,11,25,2,1,3005.84,3000.0,213.2,213.2
7873,11 - 25,11,25,2,2,1742.96,2500.0,261.8,261.8
7874,11 - 25,11,25,2,3,1218.82,999.99,256.9,256.9
7875,11 - 25,11,25,2,4,710.61,2100.0,315.9,315.9
7876,11 - 25,11,25,2,5,1072.71,2100.0,324.2,324.2
7877,11 - 25,11,25,2,6,2524.29,2990.0,309.6,309.6
7878,11 - 25,11,25,2,7,4308.52,4297.0,287.0,287.0
7879,11 - 25,11,25,2,8,6734.54,6800.0,385.4,385.4
7880,11 - 25,11,25,2,9,6882.23,6899.98,367.4,367.4
7881,11 - 25,11,25,2,10,6876.0,6888.0,311.7,311.7
7882,11 - 25,11,25,2,11,6023.12,5920.0,518.7,518.7
7883,11 - 25,11,25,2,12,4230.06,4150.0,489.1,489.1
7884,11 - 25,11,25,2,13,4198.42,5100.0,352.1,352.1
7885,11 - 25,11,25,2,14,5308.68,5600.0,257.5,257.5
7886,11 - 25,11,25,2,15,5597.79,5600.0,545.5,545.5
7887,11 - 25,11,25,2,16,5599.05,5600.0,836.0,836.0
7888,11 - 25,11,25,2,17,5593.59,5600.0,821.9,821.9
7889,11 - 25,11,25,2,18,11909.77,13000.0,374.9,374.9
7890,11 - 25,11,25,2,19,13627.17,7900.0,398.3,398.3
7891,11 - 25,11,25,2,20,12090.81,15000.0,363.0,363.0
7892,11 - 25,11,25,2,21,11337.46,15000.0,418.7,418.7
7893,11 - 25,11,25,2,22,9763.49,10000.0,397.2,397.2
7894,11 - 25,11,25,2,23,6888.01,6999.0,269.6,269.6
7895,11 - 25,11,25,2,24,4724.11,3498.9,166.5,166.5
7896,11 - 26,11,26,3,1,4293.38,4220.0,102.2,102.2
7897,11 - 26,11,26,3,2,2499.81,2499.0,233.5,233.5
7898,11 - 26,11,26,3,3,593.06,130.01,265.5,265.5
7899,11 - 26,11,26,3,4,628.62,500.0,299.8,299.8
7900,11 - 26,11,26,3,5,502.27,1500.0,318.9,318.9
7901,11 - 26,11,26,3,6,2549.03,2554.0,231.1,231.1
7902,11 - 26,11,26,3,7,4286.19,4296.98,157.9,157.9
7903,11 - 26,11,26,3,8,5391.24,4499.0,60.5,60.5
7904,11 - 26,11,26,3,9,6819.46,6899.97,89.6,89.6
7905,11 - 26,11,26,3,10,6889.69,6899.98,266.0,266.0
7906,11 - 26,11,26,3,11,6891.46,6900.0,378.3,378.3
7907,11 - 26,11,26,3,12,5595.15,5600.0,398.6,398.6
7908,11 - 26,11,26,3,13,5589.3,5600.0,337.0,337.0
7909,11 - 26,11,26,3,14,5595.45,5600.0,463.3,463.3
7910,11 - 26,11,26,3,15,5596.88,5600.0,673.4,673.4
7911,11 - 26,11,26,3,16,5600.0,5600.0,682.5,682.5
7912,11 - 26,11,26,3,17,5599.1,5600.0,618.7,618.7
7913,11 - 26,11,26,3,18,14298.47,14349.99,395.1,395.1
7914,11 - 26,11,26,3,19,12952.93,12849.0,380.2,380.2
7915,11 - 26,11,26,3,20,9979.56,9849.99,390.9,390.9
7916,11 - 26,11,26,3,21,11795.25,11890.0,362.6,362.6
7917,11 - 26,11,26,3,22,10035.46,10069.0,333.0,333.0
7918,11 - 26,11,26,3,23,7898.64,7949.0,332.3,332.3
7919,11 - 26,11,26,3,24,4301.42,4297.0,497.3,497.3
7920,11 - 27,11,27,4,1,4770.86,4774.0,87.7,87.7
7921,11 - 27,11,27,4,2,2023.68,2024.91,192.4,192.4
7922,11 - 27,11,27,4,3,505.1,481.0,144.1,144.1
7923,11 - 27,11,27,4,4,172.85,499.95,178.7,178.7
7924,11 - 27,11,27,4,5,325.47,276.0,176.0,176.0
7925,11 - 27,11,27,4,6,570.15,531.0,152.8,152.8
7926,11 - 27,11,27,4,7,4292.86,4294.0,123.5,123.5
7927,11 - 27,11,27,4,8,4913.99,5000.0,150.4,150.4
7928,11 - 27,11,27,4,9,6861.77,6878.0,162.0,162.0
7929,11 - 27,11,27,4,10,6881.52,6889.0,142.6,142.6
7930,11 - 27,11,27,4,11,6883.08,6900.0,245.5,245.5
7931,11 - 27,11,27,4,12,5582.98,3700.0,319.6,319.6
7932,11 - 27,11,27,4,13,5563.57,5600.0,248.8,248.8
7933,11 - 27,11,27,4,14,5565.85,5600.0,337.5,337.5
7934,11 - 27,11,27,4,15,5600.0,5600.0,272.3,272.3
7935,11 - 27,11,27,4,16,5599.95,5210.1,729.9,729.9
7936,11 - 27,11,27,4,17,5596.9,5600.0,560.5,560.5
7937,11 - 27,11,27,4,18,11547.19,11798.93,283.6,283.6
7938,11 - 27,11,27,4,19,11713.98,12268.6,204.5,204.5
7939,11 - 27,11,27,4,20,11858.41,11999.87,276.0,276.0
7940,11 - 27,11,27,4,21,14872.33,14899.0,306.5,306.5
7941,11 - 27,11,27,4,22,14885.73,15000.0,294.4,294.4
7942,11 - 27,11,27,4,23,7494.75,7501.0,367.6,367.6
7943,11 - 27,11,27,4,24,6371.1,6400.0,242.9,242.9
7944,11 - 28,11,28,5,1,5000.62,5042.78,55.6,55.6
7945,11 - 28,11,28,5,2,4708.96,4726.0,111.2,111.2
7946,11 - 28,11,28,5,3,2731.49,2628.0,224.8,224.8
7947,11 - 28,11,28,5,4,1544.56,1549.97,288.5,288.5
7948,11 - 28,11,28,5,5,1955.56,1962.0,265.4,265.4
7949,11 - 28,11,28,5,6,4163.43,4200.0,295.2,295.2
7950,11 - 28,11,28,5,7,5040.28,5047.7,73.1,73.1
7951,11 - 28,11,28,5,8,6237.26,6249.9,86.9,86.9
7952,11 - 28,11,28,5,9,6860.42,6900.0,230.0,230.0
7953,11 - 28,11,28,5,10,6842.4,6900.0,321.3,321.3
7954,11 - 28,11,28,5,11,6873.56,6880.62,421.4,421.4
7955,11 - 28,11,28,5,12,5600.0,5600.0,672.6,672.6
7956,11 - 28,11,28,5,13,5600.0,5600.0,609.3,609.3
7957,11 - 28,11,28,5,14,5599.95,5600.0,761.2,761.2
7958,11 - 28,11,28,5,15,5599.82,5600.0,840.3,840.3
7959,11 - 28,11,28,5,16,5599.96,5600.0,699.1,699.1
7960,11 - 28,11,28,5,17,5599.97,5600.0,603.6,603.6
7961,11 - 28,11,28,5,18,12961.65,12999.0,279.0,279.0
7962,11 - 28,11,28,5,19,12957.8,13000.0,274.6,274.6
7963,11 - 28,11,28,5,20,14629.95,14741.99,235.2,235.2
7964,11 - 28,11,28,5,21,14797.18,14894.53,193.9,193.9
7965,11 - 28,11,28,5,22,14784.41,14897.0,223.1,223.1
7966,11 - 28,11,28,5,23,9882.62,8990.0,162.0,162.0
7967,11 - 28,11,28,5,24,5856.97,5850.0,216.3,216.3
7968,11 - 29,11,29,6,1,4759.25,4776.5,81.3,81.3
7969,11 - 29,11,29,6,2,4715.65,4776.49,75.3,75.3
7970,11 - 29,11,29,6,3,2998.69,3000.0,83.9,83.9
7971,11 - 29,11,29,6,4,1943.72,1961.0,104.8,104.8
7972,11 - 29,11,29,6,5,1996.97,1610.0,179.4,179.4
7973,11 - 29,11,29,6,6,2540.9,2554.0,137.7,137.7
7974,11 - 29,11,29,6,7,4307.79,3360.0,90.9,90.9
7975,11 - 29,11,29,6,8,4320.29,4290.0,186.2,186.2
7976,11 - 29,11,29,6,9,5910.12,5915.0,109.4,109.4
7977,11 - 29,11,29,6,10,6740.69,6900.0,388.4,388.4
7978,11 - 29,11,29,6,11,6849.46,6876.59,232.0,232.0
7979,11 - 29,11,29,6,12,5600.0,5600.0,230.8,230.8
7980,11 - 29,11,29,6,13,5600.0,5600.0,515.7,515.7
7981,11 - 29,11,29,6,14,5600.0,5600.0,562.7,562.7
7982,11 - 29,11,29,6,15,5600.0,5600.0,607.4,607.4
7983,11 - 29,11,29,6,16,5600.0,5600.0,227.7,227.7
7984,11 - 29,11,29,6,17,5600.0,5600.0,291.0,291.0
7985,11 - 29,11,29,6,18,11452.75,11499.0,488.8,488.8
7986,11 - 29,11,29,6,19,11408.29,11478.0,361.3,361.3
7987,11 - 29,11,29,6,20,10170.84,10199.0,414.8,414.8
7988,11 - 29,11,29,6,21,12969.05,12989.0,395.7,395.7
7989,11 - 29,11,29,6,22,9418.62,9429.0,358.7,358.7
7990,11 - 29,11,29,6,23,5962.98,5950.0,408.7,408.7
7991,11 - 29,11,29,6,24,4300.75,4400.0,515.9,515.9
7992,11 - 30,11,30,7,1,5416.06,5000.0,81.6,81.6
7993,11 - 30,11,30,7,2,5046.64,4700.0,75.1,75.1
7994,11 - 30,11,30,7,3,2901.01,2918.0,81.4,81.4
7995,11 - 30,11,30,7,4,758.37,1400.0,140.8,140.8
7996,11 - 30,11,30,7,5,1058.6,1400.0,149.1,149.1
7997,11 - 30,11,30,7,6,1135.22,1450.0,142.2,142.2
7998,11 - 30,11,30,7,7,3106.95,2995.0,79.7,79.7
7999,11 - 30,11,30,7,8,4296.31,4098.0,142.9,142.9
8000,11 - 30,11,30,7,9,5112.82,5000.0,47.4,47.4
8001,11 - 30,11,30,7,10,5602.58,5335.0,42.9,42.9
8002,11 - 30,11,30,7,11,6577.08,6000.0,130.8,130.8
8003,11 - 30,11,30,7,12,5502.78,4502.0,274.4,274.4
8004,11 - 30,11,30,7,13,5537.48,5598.98,251.4,251.4
8005,11 - 30,11,30,7,14,5591.58,5600.0,359.9,359.9
8006,11 - 30,11,30,7,15,5582.35,3701.0,445.7,445.7
8007,11 - 30,11,30,7,16,5598.37,5051.0,429.3,429.3
8008,11 - 30,11,30,7,17,5598.55,5598.0,430.4,430.4
8009,11 - 30,11,30,7,18,14599.63,14492.0,129.5,129.5
8010,11 - 30,11,30,7,19,14561.08,10432.37,96.9,96.9
8011,11 - 30,11,30,7,20,14248.29,14100.0,77.1,77.1
8012,11 - 30,11,30,7,21,14496.88,12000.0,72.1,72.1
8013,11 - 30,11,30,7,22,14554.82,14441.41,110.5,110.5
8014,11 - 30,11,30,7,23,7203.5,4500.0,146.2,146.2
8015,11 - 30,11,30,7,24,5870.37,5880.0,151.7,151.7
8016,12 - 1,12,1,1,1,5340.89,3574.35,59.6,59.6
8017,12 - 1,12,1,1,2,3133.31,3100.0,181.4,181.4
8018,12 - 1,12,1,1,3,1781.76,2000.01,145.6,145.6
8019,12 - 1,12,1,1,4,580.75,600.01,127.0,127.0
8020,12 - 1,12,1,1,5,1091.72,1500.0,164.2,164.2
8021,12 - 1,12,1,1,6,4301.93,4297.0,206.4,206.4
8022,12 - 1,12,1,1,7,5459.26,5463.95,72.5,72.5
8023,12 - 1,12,1,1,8,6889.51,6900.0,190.2,190.2
8024,12 - 1,12,1,1,9,6900.0,6900.0,368.2,368.2
8025,12 - 1,12,1,1,10,6900.0,6900.0,667.5,667.5
8026,12 - 1,12,1,1,11,6900.0,6900.0,563.3,563.3
8027,12 - 1,12,1,1,12,5600.0,5600.0,796.6,796.6
8028,12 - 1,12,1,1,13,5600.0,5600.0,924.1,924.1
8029,12 - 1,12,1,1,14,5600.0,5600.0,624.7,624.7
8030,12 - 1,12,1,1,15,5600.0,5600.0,542.2,542.2
8031,12 - 1,12,1,1,16,5600.0,5600.0,1016.4,1016.4
8032,12 - 1,12,1,1,17,5600.0,5600.0,778.7,778.7
8033,12 - 1,12,1,1,18,11258.42,3597.0,260.0,260.0
8034,12 - 1,12,1,1,19,12908.47,13739.0,229.2,229.2
8035,12 - 1,12,1,1,20,13297.0,13437.0,258.2,258.2
8036,12 - 1,12,1,1,21,14502.08,14786.0,255.0,255.0
8037,12 - 1,12,1,1,22,14545.26,15000.0,254.7,254.7
8038,12 - 1,12,1,1,23,8395.1,8990.86,175.5,175.5
8039,12 - 1,12,1,1,24,6894.52,5400.0,300.9,300.9
8040,12 - 2,12,2,2,1,5099.56,5600.0,240.8,240.8
8041,12 - 2,12,2,2,2,3265.6,3251.0,208.6,208.6
8042,12 - 2,12,2,2,3,2517.41,2528.0,245.8,245.8
8043,12 - 2,12,2,2,4,1060.71,1003.0,251.0,251.0
8044,12 - 2,12,2,2,5,1066.89,1004.01,206.3,206.3
8045,12 - 2,12,2,2,6,4036.24,4100.02,208.5,208.5
8046,12 - 2,12,2,2,7,4295.81,4400.0,344.4,344.4
8047,12 - 2,12,2,2,8,6881.06,6900.0,161.8,161.8
8048,12 - 2,12,2,2,9,6900.0,6900.0,536.6,536.6
8049,12 - 2,12,2,2,10,6900.0,6900.0,911.4,911.4
8050,12 - 2,12,2,2,11,6900.0,6900.0,747.6,747.6
8051,12 - 2,12,2,2,12,5600.0,5600.0,715.2,715.2
8052,12 - 2,12,2,2,13,5600.0,5600.0,750.5,750.5
8053,12 - 2,12,2,2,14,5600.0,5600.0,695.8,695.8
8054,12 - 2,12,2,2,15,5600.0,5600.0,586.8,586.8
8055,12 - 2,12,2,2,16,5600.0,5600.0,435.8,435.8
8056,12 - 2,12,2,2,17,5600.0,5600.0,500.3,500.3
8057,12 - 2,12,2,2,18,11319.44,11500.0,537.4,537.4
8058,12 - 2,12,2,2,19,12799.57,12928.0,478.0,478.0
8059,12 - 2,12,2,2,20,10109.25,10300.0,525.8,525.8
8060,12 - 2,12,2,2,21,13958.0,14156.0,558.5,558.5
8061,12 - 2,12,2,2,22,12428.41,10100.19,531.3,531.3
8062,12 - 2,12,2,2,23,7804.87,7944.0,569.3,569.3
8063,12 - 2,12,2,2,24,6731.91,6749.9,196.9,196.9
8064,12 - 3,12,3,3,1,4961.46,5049.78,50.8,50.8
8065,12 - 3,12,3,3,2,2495.19,2500.0,190.0,190.0
8066,12 - 3,12,3,3,3,2466.56,2497.91,109.7,109.7
8067,12 - 3,12,3,3,4,1717.95,1700.0,97.4,97.4
8068,12 - 3,12,3,3,5,1961.03,1997.96,143.1,143.1
8069,12 - 3,12,3,3,6,2994.86,2999.0,155.1,155.1
8070,12 - 3,12,3,3,7,3497.2,3499.0,158.1,158.1
8071,12 - 3,12,3,3,8,6843.13,6700.0,65.6,65.6
8072,12 - 3,12,3,3,9,6900.0,6900.0,258.4,258.4
8073,12 - 3,12,3,3,10,6900.0,6900.0,503.2,503.2
8074,12 - 3,12,3,3,11,6900.0,6900.0,279.7,279.7
8075,12 - 3,12,3,3,12,5600.0,5600.0,734.1,734.1
8076,12 - 3,12,3,3,13,5599.99,5600.0,698.9,698.9
8077,12 - 3,12,3,3,14,5599.3,5600.0,786.6,786.6
8078,12 - 3,12,3,3,15,5600.0,5600.0,670.1,670.1
8079,12 - 3,12,3,3,16,5600.0,5600.0,573.7,573.7
8080,12 - 3,12,3,3,17,5599.98,5500.0,510.8,510.8
8081,12 - 3,12,3,3,18,10144.16,10199.0,343.3,343.3
8082,12 - 3,12,3,3,19,11417.85,11500.0,393.6,393.6
8083,12 - 3,12,3,3,20,9812.01,9855.89,243.6,243.6
8084,12 - 3,12,3,3,21,9292.29,8998.9,330.7,330.7
8085,12 - 3,12,3,3,22,8816.11,6002.0,248.3,248.3
8086,12 - 3,12,3,3,23,6867.22,6942.97,286.1,286.1
8087,12 - 3,12,3,3,24,5527.1,5485.99,142.5,142.5
8088,12 - 4,12,4,4,1,4473.58,4455.99,80.5,80.5
8089,12 - 4,12,4,4,2,1434.92,1442.99,134.1,134.1
8090,12 - 4,12,4,4,3,978.24,964.0,83.8,83.8
8091,12 - 4,12,4,4,4,924.56,200.0,86.2,86.2
8092,12 - 4,12,4,4,5,968.68,506.02,84.9,84.9
8093,12 - 4,12,4,4,6,2427.56,2461.99,76.0,76.0
8094,12 - 4,12,4,4,7,2969.38,2993.99,61.4,61.4
8095,12 - 4,12,4,4,8,5816.87,5898.0,116.0,116.0
8096,12 - 4,12,4,4,9,6709.11,6000.0,90.5,90.5
8097,12 - 4,12,4,4,10,6842.17,6900.0,152.4,152.4
8098,12 - 4,12,4,4,11,6790.61,6760.99,114.7,114.7
8099,12 - 4,12,4,4,12,5594.79,5600.0,441.0,441.0
8100,12 - 4,12,4,4,13,5599.86,5600.0,288.7,288.7
8101,12 - 4,12,4,4,14,5600.0,5600.0,245.6,245.6
8102,12 - 4,12,4,4,15,5600.0,5600.0,513.9,513.9
8103,12 - 4,12,4,4,16,5600.0,5600.0,476.5,476.5
8104,12 - 4,12,4,4,17,5595.32,5600.0,476.2,476.2
8105,12 - 4,12,4,4,18,9135.07,8983.89,191.4,191.4
8106,12 - 4,12,4,4,19,8959.96,9309.99,265.6,265.6
8107,12 - 4,12,4,4,20,8684.37,8729.0,225.0,225.0
8108,12 - 4,12,4,4,21,9063.82,9089.79,177.7,177.7
8109,12 - 4,12,4,4,22,9114.54,9148.99,214.5,214.5
8110,12 - 4,12,4,4,23,7056.8,6788.0,178.1,178.1
8111,12 - 4,12,4,4,24,5490.98,5517.0,164.6,164.6
8112,12 - 5,12,5,5,1,4506.13,4518.99,78.6,78.6
8113,12 - 5,12,5,5,2,1494.55,1500.0,97.3,97.3
8114,12 - 5,12,5,5,3,984.39,999.0,81.7,81.7
8115,12 - 5,12,5,5,4,985.24,994.95,76.6,76.6
8116,12 - 5,12,5,5,5,987.14,998.0,82.4,82.4
8117,12 - 5,12,5,5,6,2659.63,2554.0,74.5,74.5
8118,12 - 5,12,5,5,7,4263.52,4198.12,67.1,67.1
8119,12 - 5,12,5,5,8,5943.35,5967.89,65.4,65.4
8120,12 - 5,12,5,5,9,6764.6,6759.85,64.5,64.5
8121,12 - 5,12,5,5,10,6815.93,6897.0,133.6,133.6
8122,12 - 5,12,5,5,11,6778.17,5000.0,89.2,89.2
8123,12 - 5,12,5,5,12,5599.9,5600.0,308.3,308.3
8124,12 - 5,12,5,5,13,5598.95,5600.0,278.7,278.7
8125,12 - 5,12,5,5,14,5597.19,5600.0,577.0,577.0
8126,12 - 5,12,5,5,15,5599.99,5600.0,571.3,571.3
8127,12 - 5,12,5,5,16,5599.99,5600.0,566.3,566.3
8128,12 - 5,12,5,5,17,5599.99,5600.0,589.2,589.2
8129,12 - 5,12,5,5,18,8316.67,8170.0,219.6,219.6
8130,12 - 5,12,5,5,19,7942.78,8000.0,311.9,311.9
8131,12 - 5,12,5,5,20,7753.78,7995.0,279.0,279.0
8132,12 - 5,12,5,5,21,7670.76,7833.0,208.9,208.9
8133,12 - 5,12,5,5,22,7512.38,6949.99,165.0,165.0
8134,12 - 5,12,5,5,23,6168.7,6199.95,218.0,218.0
8135,12 - 5,12,5,5,24,5173.65,5193.95,140.9,140.9
8136,12 - 6,12,6,6,1,4399.37,4399.8,110.3,110.3
8137,12 - 6,12,6,6,2,3107.32,3070.0,91.3,91.3
8138,12 - 6,12,6,6,3,1803.75,1776.0,253.0,253.0
8139,12 - 6,12,6,6,4,1498.68,1424.1,218.2,218.2
8140,12 - 6,12,6,6,5,1499.18,1500.0,256.5,256.5
8141,12 - 6,12,6,6,6,3237.76,3220.0,207.4,207.4
8142,12 - 6,12,6,6,7,2998.18,3000.0,241.8,241.8
8143,12 - 6,12,6,6,8,4839.49,4867.01,445.2,445.2
8144,12 - 6,12,6,6,9,5812.89,5900.0,437.6,437.6
