Month,Day,Day_of_week,Hour,Minute,Hour_sin,Hour_cos,Minute_sin,Minute_cos,Day_of_week_sin,Day_of_week_cos,Day_sin,Day_cos,DAM_Price,DAM_Vol_Sale,DAM_Vol_Buy,Load,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Grid,outage_remaining_h,hours_till_outage,next_outage_duration
1,1,3,6,0,1.0,6.123233995736766e-17,0.0,1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,2000.0,2388.0,2388.0,51.51,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,6,15,1.0,6.123233995736766e-17,1.0,2.83276944882399e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,2000.0,2388.0,2388.0,51.51,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,6,30,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,2000.0,2388.0,2388.0,51.51,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,6,45,1.0,6.123233995736766e-17,-1.0,-1.8369701987210287e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,2000.0,2388.0,2388.0,51.51,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,7,0,0.9659258262890684,-0.2588190451025206,0.0,1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,750.0,2203.2,2203.2,63.95,0.0,-2.05,0.0,1,0.0,24.0,0.0
1,1,3,7,15,0.9659258262890684,-0.2588190451025206,1.0,2.83276944882399e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,750.0,2203.2,2203.2,63.95,0.0,-2.05,0.0,1,0.0,24.0,0.0
1,1,3,7,30,0.9659258262890684,-0.2588190451025206,5.66553889764798e-16,-1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,750.0,2203.2,2203.2,63.95,0.0,-2.05,0.0,1,0.0,24.0,0.0
1,1,3,7,45,0.9659258262890684,-0.2588190451025206,-1.0,-1.8369701987210287e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,750.0,2203.2,2203.2,63.95,0.0,-2.05,0.0,1,0.0,24.0,0.0
1,1,3,8,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1940.0,2236.2,2236.2,309.03,0.0,-2.15,0.0,1,0.0,24.0,0.0
1,1,3,8,15,0.8660254037844387,-0.4999999999999998,1.0,2.83276944882399e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1940.0,2236.2,2236.2,309.03,0.0,-2.15,0.0,1,0.0,24.0,0.0
1,1,3,8,30,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1940.0,2236.2,2236.2,309.03,0.0,-2.15,0.0,1,0.0,24.0,0.0
1,1,3,8,45,0.8660254037844387,-0.4999999999999998,-1.0,-1.8369701987210287e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1940.0,2236.2,2236.2,309.03,0.0,-2.15,0.0,1,0.0,24.0,0.0
1,1,3,9,0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,990.0,2049.0,2049.0,402.38,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,9,15,0.7071067811865476,-0.7071067811865475,1.0,2.83276944882399e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,990.0,2049.0,2049.0,402.38,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,9,30,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,990.0,2049.0,2049.0,402.38,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,9,45,0.7071067811865476,-0.7071067811865475,-1.0,-1.8369701987210287e-16,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,990.0,2049.0,2049.0,402.38,0.0,-1.95,0.0,1,0.0,24.0,0.0
1,1,3,10,0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,875.0,2368.1,2368.1,349.04,261.97504,-1.2,20.0,1,0.0,24.0,0.0
