Hour_sin,Hour_cos,Day_of_week_sin,Day_of_week_cos,Day_sin,Day_cos,Grid,next_outage_duration,outage_remaining_h,hours_until_outage,Load,Temperature_2m,Shortwave_radiation,Global_tilted_irradiance_instant,DAM_Price,DAM_Vol_Buy,DAM_Vol_Sale
0.0,1.0,-0.433883739117558,-0.9009688679024191,0.20129852008866,0.9795299412524944,0,0.05,0.05,0.0,-0.5616050008505218,-1.9639485551435298,-0.6330461945600757,0.0,0.5221589627804816,1.1014136422826226,1.1014136422826226
0.0,1.0,-0.433883739117558,-0.9009688679024191,0.20129852008866,0.9795299412524944,0,0.025,0.025,0.0,-0.4535102550051255,-1.9639485551435298,-0.6330461945600757,0.0,0.5221589627804816,1.1014136422826226,1.1014136422826226
0.0,1.0,-0.433883739117558,-0.9009688679024191,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4846727042578524,-1.9639485551435298,-0.6330461945600757,0.0,0.5221589627804816,1.1014136422826226,1.1014136422826226
0.0,1.0,-0.433883739117558,-0.9009688679024191,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5878983174075102,-1.9639485551435298,-0.6330461945600757,0.0,0.5221589627804816,1.1014136422826226,1.1014136422826226
0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4155310199783646,-1.5569441114484612,-0.6330461945600757,0.0,-0.08506374955792628,-1.0389132110997925,-1.0389132110997925
0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.45691864789214254,-1.5569441114484612,-0.6330461945600757,0.0,-0.08506374955792628,-1.0389132110997925,-1.0389132110997925
0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6068879349208904,-1.5569441114484612,-0.6330461945600757,0.0,-0.08506374955792628,-1.0389132110997925,-1.0389132110997925
0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5781600520160329,-1.5569441114484612,-0.6330461945600757,0.0,-0.08506374955792628,-1.0389132110997925,-1.0389132110997925
0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5937412766423964,-1.6238489515079244,-0.6330461945600757,0.0,-0.25510081686934627,-1.082688177593788,-1.082688177593788
0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6414587770606344,-1.6238489515079244,-0.6330461945600757,0.0,-0.25510081686934627,-1.082688177593788,-1.082688177593788
0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6443802566780774,-1.6238489515079244,-0.6330461945600757,0.0,-0.25510081686934627,-1.082688177593788,-1.082688177593788
0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4038451015085921,-1.6238489515079244,-0.6330461945600757,0.0,-0.25510081686934627,-1.082688177593788,-1.082688177593788
0.7071067811865475,0.7071067811865476,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5557620416156356,-1.6851783882290992,-0.6330461945600757,0.0,-0.41125817141385673,-1.2502069041210908,-1.2502069041210908
0.7071067811865475,0.7071067811865476,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.11072331322513003,-1.6851783882290992,-0.6330461945600757,0.0,-0.41125817141385673,-1.2502069041210908,-1.2502069041210908
0.7071067811865475,0.7071067811865476,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.46665691328361963,-1.6851783882290992,-0.6330461945600757,0.0,-0.41125817141385673,-1.2502069041210908,-1.2502069041210908
0.7071067811865475,0.7071067811865476,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5207042862063178,-1.6851783882290992,-0.6330461945600757,0.0,-0.41125817141385673,-1.2502069041210908,-1.2502069041210908
0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4038451015085921,-1.4677376580358434,-0.6330461945600757,0.0,-0.48455155291018426,-1.3562205799599025,-1.3562205799599025
0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4515626019268301,-1.4677376580358434,-0.6330461945600757,0.0,-0.48455155291018426,-1.3562205799599025,-1.3562205799599025
0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5431022966067153,-1.4677376580358434,-0.6330461945600757,0.0,-0.48455155291018426,-1.3562205799599025,-1.3562205799599025
0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.5747516591290159,-1.4677376580358434,-0.6330461945600757,0.0,-0.48455155291018426,-1.3562205799599025,-1.3562205799599025
0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.3887507901518024,-1.4287098346678229,-0.6330461945600757,0.0,-0.6185703077965023,-1.424817664326192,-1.424817664326192
0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4705522194402106,-1.4287098346678229,-0.6330461945600757,0.0,-0.6185703077965023,-1.424817664326192,-1.424817664326192
0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.39946288208242736,-1.4287098346678229,-0.6330461945600757,0.0,-0.6185703077965023,-1.424817664326192,-1.424817664326192
0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6531446955304071,-1.4287098346678229,-0.6330461945600757,0.0,-0.6185703077965023,-1.424817664326192,-1.424817664326192
1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.43013841806558034,-1.3896820112998027,-0.6330461945600757,0.0,-0.5910343759230491,-1.4272631931806052,-1.4272631931806052
1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.49489788291890346,-1.3896820112998027,-0.6330461945600757,0.0,-0.5910343759230491,-1.4272631931806052,-1.4272631931806052
1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6521708689912592,-1.3896820112998027,-0.6330461945600757,0.0,-0.5910343759230491,-1.4272631931806052,-1.4272631931806052
1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.509992194275693,-1.3896820112998027,-0.6330461945600757,0.0,-0.5910343759230491,-1.4272631931806052,-1.4272631931806052
0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4802904848316877,-1.4008328179763798,-0.6330461945600757,0.0,-1.4774271705140605,-1.6532300593283833,-1.6532300593283833
0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.6857678845918554,-1.4008328179763798,-0.6330461945600757,0.0,-1.4774271705140605,-1.6532300593283833,-1.6532300593283833
0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.550892908919897,-1.4008328179763798,-0.6330461945600757,0.0,-1.4774271705140605,-1.6532300593283833,-1.6532300593283833
0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,-0.4379290303787621,-1.4008328179763798,-0.6330461945600757,0.0,-1.4774271705140605,-1.6532300593283833,-1.6532300593283833
0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.308628867582664,-1.4119836246529573,-0.6330461945600757,0.0,-0.6185703077965023,-1.612878833230566,-1.612878833230566
0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.4581112413418382,-1.4119836246529573,-0.6330461945600757,0.0,-0.6185703077965023,-1.612878833230566,-1.612878833230566
0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.4435038432546223,-1.4119836246529573,-0.6330461945600757,0.0,-0.6185703077965023,-1.612878833230566,-1.612878833230566
0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.3149587400871239,-1.4119836246529573,-0.6330461945600757,0.0,-0.6185703077965023,-1.612878833230566,-1.612878833230566
0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.8788043062536504,-1.3896820112998027,-0.6330461945600757,0.0,-1.2266053058162734,-1.8417803340036392,-1.8417803340036392
0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.7536675959731693,-1.3896820112998027,-0.6330461945600757,0.0,-1.2266053058162734,-1.8417803340036392,-1.8417803340036392
0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.1396699630405356,-1.3896820112998027,-0.6330461945600757,0.0,-1.2266053058162734,-1.8417803340036392,-1.8417803340036392
0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.20129852008866,0.9795299412524944,1,0.0,0.0,1.0,1.9508674701505815,-1.3896820112998027,-0.6330461945600757,0.0,-1.2266053058162734,-1.8417803340036392,-1.8417803340036392
