Month,Day,Day_of_week,Hour,Minute,Hour_sin,Hour_cos,Minute_sin,Minute_cos,Day_of_week_sin,Day_of_week_cos,Day_sin,Day_cos,DAM_Price,Load,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Grid,outage_remaining_h,hours_till_outage,next_outage_duration
8,12,2,11,0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,3549.0,361.96,560.7037,20.05,608.0,1,0.0,24.0,0.0
8,12,2,11,15,0.258819045102521,-0.9659258262890682,1.0,2.83276944882399e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,3549.0,361.96,560.7037,20.05,608.0,1,0.0,24.0,0.0
8,12,2,11,30,0.258819045102521,-0.9659258262890682,5.66553889764798e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,3549.0,361.96,560.7037,20.05,608.0,1,0.0,24.0,0.0
8,12,2,11,45,0.258819045102521,-0.9659258262890682,-1.0,-1.8369701987210287e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,3549.0,361.96,560.7037,20.05,608.0,1,0.0,24.0,0.0
8,12,2,12,0,1.2246467991473532e-16,-1.0,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,799.0,348.87,751.2603,21.5,722.0,1,0.0,24.0,0.0
8,12,2,12,15,1.2246467991473532e-16,-1.0,1.0,2.83276944882399e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,799.0,348.87,751.2603,21.5,722.0,1,0.0,24.0,0.0
8,12,2,12,30,1.2246467991473532e-16,-1.0,5.66553889764798e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,799.0,348.87,751.2603,21.5,722.0,1,0.0,24.0,0.0
8,12,2,12,45,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210287e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,799.0,348.87,751.2603,21.5,722.0,1,0.0,24.0,0.0
8,12,2,13,0,-0.2588190451025208,-0.9659258262890684,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,555.0,334.57,885.90216,22.65,788.0,1,0.0,24.0,0.0
8,12,2,13,15,-0.2588190451025208,-0.9659258262890684,1.0,2.83276944882399e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,555.0,334.57,885.90216,22.65,788.0,1,0.0,24.0,0.0
8,12,2,13,30,-0.2588190451025208,-0.9659258262890684,5.66553889764798e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,555.0,334.57,885.90216,22.65,788.0,1,0.0,24.0,0.0
8,12,2,13,45,-0.2588190451025208,-0.9659258262890684,-1.0,-1.8369701987210287e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,555.0,334.57,885.90216,22.65,788.0,1,0.0,24.0,0.0
8,12,2,14,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,790.0,320.95,959.5636,23.6,811.0,1,0.0,24.0,0.0
8,12,2,14,15,-0.4999999999999997,-0.8660254037844388,1.0,2.83276944882399e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,790.0,320.95,959.5636,23.6,811.0,1,0.0,24.0,0.0
8,12,2,14,30,-0.4999999999999997,-0.8660254037844388,5.66553889764798e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,790.0,320.95,959.5636,23.6,811.0,1,0.0,24.0,0.0
8,12,2,14,45,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210287e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,790.0,320.95,959.5636,23.6,811.0,1,0.0,24.0,0.0
8,12,2,15,0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1740.0,373.74,956.95374,24.4,779.0,1,0.0,24.0,0.0
8,12,2,15,15,-0.7071067811865471,-0.7071067811865479,1.0,2.83276944882399e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1740.0,373.74,956.95374,24.4,779.0,1,0.0,24.0,0.0
8,12,2,15,30,-0.7071067811865471,-0.7071067811865479,5.66553889764798e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1740.0,373.74,956.95374,24.4,779.0,1,0.0,24.0,0.0
8,12,2,15,45,-0.7071067811865471,-0.7071067811865479,-1.0,-1.8369701987210287e-16,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1740.0,373.74,956.95374,24.4,779.0,1,0.0,24.0,0.0
8,12,2,16,0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.6513724827222223,-0.7587581226927909,1240.0,364.32,882.67957,25.0,696.0,1,0.0,24.0,0.0
