Date,Година,"Ціна, грн/МВт.год","Мінімальна ціна, грн/МВт.год","Максимальна ціна, грн/МВт.год","Остання ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-09-01,12:00,"530,66","475,00","1 430,00","501,12","391,5","391,5","614,4","634,9"
2025-09-01,13:00,"424,59","350,00","505,00","400,00","523,1","523,1","1 074,1","555,9"
2025-09-01,14:00,"882,66","843,00","930,00","880,00","489,5","489,5","1 532,7","558,5"
2025-09-01,15:00,"1 656,13","1 350,00","1 870,00","1 870,00","305,5","305,5","4 609,9","322,1"
2025-09-01,16:00,"1 998,03","1 890,00","2 020,00","2 000,00","355,2","355,2","887,8","392,6"
2025-09-01,17:00,"3 601,36","3 000,00","4 500,00","4 000,00","263,9","263,9","367,5","5 408,8"
2025-09-01,18:00,"4 454,98","4 238,00","5 600,00","4 248,33","535,4","535,4","741,5","2 638,8"
2025-09-01,19:00,"5 580,63","5 490,00","6 700,00","5 500,00","594,7","594,7","1 060,9","821,4"
2025-09-01,20:00,"6 757,26","2 697,52","7 500,00","6 743,81","597,3","597,3","717,5","850,2"
2025-09-01,21:00,"8 858,34","8 500,00","10 000,00","8 500,00","834,1","834,1","1 044,0","4 523,6"
2025-09-01,22:00,"8 678,65","8 400,00","10 000,00","8 490,00","724,6","724,6","822,9","2 984,5"
2025-09-01,23:00,"5 444,06","5 200,00","5 559,00","5 449,99","438,1","438,1","562,2","527,6"
2025-09-01,24:00,"4 804,49","4 700,00","4 896,00","4 800,00","370,5","370,5","524,7","429,5"
2025-09-02,01:00,"3 547,96","3 480,00","3 700,00","3 500,06","211,3","211,3","213,9","333,1"
2025-09-02,02:00,"1 746,49","1 600,00","2 149,01","1 721,10","161,1","161,1","352,4","1 633,9"
2025-09-02,03:00,"566,74","489,00","619,00","500,01","235,4","235,4","506,4","1 600,3"
2025-09-02,04:00,"535,36","469,00","1 498,00","470,00","227,6","227,6","536,4","657,7"
2025-09-02,05:00,"559,71","489,00","1 498,00","490,00","204,9","204,9","488,7","649,0"
2025-09-02,06:00,"564,74","489,00","619,00","554,00","208,7","208,7","397,2","1 130,1"
2025-09-02,07:00,"3 714,02","3 600,00","4 000,00","3 702,10","195,8","195,8","281,7","446,1"
2025-09-02,08:00,"4 908,72","4 850,00","5 399,00","4 850,00","319,0","319,0","458,8","651,6"
2025-09-02,09:00,"4 215,10","4 198,87","5 097,00","4 200,00","492,5","492,5","658,2","577,4"
2025-09-02,10:00,"3 489,08","2 500,00","3 499,00","3 499,00","258,9","258,9","912,2","267,6"
2025-09-02,11:00,"1 222,56","1 170,00","1 229,00","1 229,00","272,0","272,0","2 140,0","283,7"
2025-09-02,12:00,"399,84","100,00","461,00","398,99","420,1","420,1","2 306,1","452,5"
2025-09-02,13:00,"97,29","50,00","123,00","100,00","407,3","407,3","2 440,0","434,8"
2025-09-02,14:00,"396,40","200,00","431,00","399,99","460,4","460,4","2 821,3","467,1"
2025-09-02,15:00,"823,33","799,00","852,00","820,00","421,3","421,3","2 649,7","439,7"
2025-09-02,16:00,"1 960,83","1 899,00","2 001,00","1 950,00","469,0","469,0","1 897,9","481,8"
2025-09-02,17:00,"2 241,31","2 180,00","2 993,00","2 200,00","361,4","361,4","674,8","588,7"
2025-09-02,18:00,"3 952,26","3 900,00","4 399,00","3 941,00","331,4","331,4","569,7","751,5"
2025-09-02,19:00,"5 776,11","5 500,00","6 300,00","5 734,99","416,0","416,0","616,8","923,3"
2025-09-02,20:00,"7 263,24","7 132,00","8 300,00","7 142,00","587,0","587,0","835,3","7 952,0"
2025-09-02,21:00,"9 216,74","1 000,00","9 905,68","1 000,00","713,7","713,7","977,9","6 924,0"
2025-09-02,22:00,"9 096,23","8 950,00","9 500,00","8 999,99","599,0","599,0","879,1","4 226,6"
2025-09-02,23:00,"6 816,36","5 303,10","6 903,00","6 550,00","255,9","255,9","588,9","285,8"
2025-09-02,24:00,"4 147,09","4 000,00","4 550,00","4 550,00","334,7","334,7","421,3","1 933,7"
2025-09-03,01:00,"3 920,62","3 000,00","3 940,00","3 937,77","114,1","114,1","232,5","120,5"
2025-09-03,02:00,"2 044,88","1 999,93","3 700,00","2 008,01","202,7","202,7","264,3","434,6"
2025-09-03,03:00,"627,26","500,93","1 500,00","576,01","166,3","166,3","290,2","585,1"
2025-09-03,04:00,"639,57","499,93","1 500,00","561,01","219,5","219,5","334,9","982,4"
2025-09-03,05:00,"617,45","500,93","1 500,00","527,10","186,7","186,7","307,9","1 588,4"
2025-09-03,06:00,"673,73","500,93","1 500,00","710,00","157,1","157,1","320,3","2 947,0"
2025-09-03,07:00,"3 936,38","3 000,00","3 940,00","3 939,00","205,9","205,9","247,9","233,0"
2025-09-03,08:00,"5 508,53","4 500,00","5 600,00","5 597,00","134,2","134,2","393,3","143,3"
2025-09-03,09:00,"4 257,89","4 170,00","4 800,00","4 799,99","297,5","297,5","367,7","415,9"
2025-09-03,10:00,"2 858,06","2 000,00","2 901,00","2 850,00","303,1","303,1","1 166,6","317,6"
2025-09-03,11:00,"466,61","400,00","511,00","460,00","243,1","243,1","2 416,4","257,2"
2025-09-03,12:00,"46,12","18,00","50,00","40,00","303,2","303,2","926,7","310,3"
2025-09-03,13:00,"40,60","10,00","49,75","39,00","265,8","265,8","1 143,4","269,8"
2025-09-03,14:00,"41,99","10,00","49,75","48,50","271,6","271,6","1 068,6","275,0"
2025-09-03,15:00,"46,59","18,00","61,00","49,99","250,2","250,2","890,7","259,7"
2025-09-03,16:00,"494,10","452,01","500,00","500,00","233,5","233,5","1 310,6","274,7"
2025-09-03,17:00,"1 690,83","1 100,00","1 746,00","1 690,00","317,9","317,9","888,9","365,8"
2025-09-03,18:00,"4 178,12","4 000,00","4 200,00","4 200,00","333,0","333,0","487,1","385,5"
2025-09-03,19:00,"6 396,89","6 249,00","7 000,00","6 894,01","532,1","532,1","624,7","2 092,5"
2025-09-03,20:00,"8 922,53","7 000,00","9 000,00","8 995,97","339,4","339,4","509,9","398,3"
2025-09-03,21:00,"9 421,30","8 002,00","9 500,00","9 200,00","256,7","256,7","461,8","303,1"
2025-09-03,22:00,"9 261,65","7 500,00","9 405,00","9 288,00","159,3","159,3","1 452,5","214,6"
2025-09-03,23:00,"7 410,71","6 003,00","7 483,00","7 367,99","252,7","252,7","553,8","333,1"
2025-09-03,24:00,"5 368,14","4 500,11","5 400,00","5 380,00","300,2","300,2","643,2","343,5"
2025-09-04,01:00,"4 349,37","3 500,00","4 400,00","4 350,50","60,5","60,5","247,1","76,2"
2025-09-04,02:00,"2 375,56","2 105,04","4 400,00","4 400,00","106,6","106,6","249,7","1 095,7"
2025-09-04,03:00,"1 693,40","1 590,00","2 600,00","1 590,00","285,0","285,0","554,4","1 215,3"
2025-09-04,04:00,"1 889,67","1 799,00","2 999,00","1 826,03","210,6","210,6","349,8","582,6"
2025-09-04,05:00,"1 543,69","715,00","1 590,00","1 582,98","192,9","192,9","612,1","201,2"
2025-09-04,06:00,"1 125,46","987,03","1 499,00","991,07","112,6","112,6","393,4","1 945,5"
2025-09-04,07:00,"4 288,68","4 223,00","4 290,00","4 289,99","147,2","147,2","206,3","169,8"
2025-09-04,08:00,"5 456,01","4 500,00","5 500,00","5 500,00","220,4","220,4","255,9","269,6"
2025-09-04,09:00,"4 395,48","4 300,00","4 471,00","4 400,00","247,7","247,7","313,5","281,8"
2025-09-04,10:00,"2 051,97","1 960,00","6 900,00","2 020,00","282,1","282,1","1 132,3","342,3"
2025-09-04,11:00,"437,97","350,00","999,00","420,00","335,7","335,7","2 355,0","358,1"
2025-09-04,12:00,"57,65","14,00","999,00","35,00","355,7","355,7","1 116,7","370,0"
2025-09-04,13:00,"29,42","10,00","150,00","19,97","284,3","284,3","1 272,5","286,0"
2025-09-04,14:00,"34,67","10,00","50,00","34,99","241,1","241,1","1 270,3","245,7"
2025-09-04,15:00,"47,94","45,00","56,00","48,50","264,6","264,6","1 095,6","282,8"
2025-09-04,16:00,"271,52","10,00","999,00","300,00","465,8","465,8","1 353,9","513,0"
2025-09-04,17:00,"1 495,56","1 200,00","1 556,00","1 499,80","433,5","433,5","919,4","463,0"
