Date,Година,"Ціна, грн/МВт.год","Обсяг продажу, МВт.год","Обсяг купівлі, МВт.год","Заявлений обсяг продажу, МВт.год","Заявлений обсяг купівлі, МВт.год"
2025-03-14,06:00,"3 250,00","2 301,6","2 301,6","3 598,4","2 314,0"
2025-03-14,07:00,"5 400,00","3 044,0","3 044,0","3 577,3","3 044,0"
2025-03-14,08:00,"6 740,00","3 835,7","3 835,7","4 524,4","3 855,7"
2025-03-14,09:00,"6 700,00","4 097,4","4 097,4","4 939,7","4 117,4"
2025-03-14,10:00,"3 894,00","3 839,5","3 839,5","4 924,0","3 859,7"
2025-03-14,11:00,"2 890,00","3 524,3","3 524,3","4 941,5","3 524,5"
2025-03-14,12:00,"2 200,00","2 987,3","2 987,3","4 747,5","2 997,5"
2025-03-14,13:00,"450,00","2 794,2","2 794,2","4 737,5","2 794,4"
2025-03-14,14:00,"999,00","2 867,6","2 867,6","4 736,1","2 867,8"
2025-03-14,15:00,"2 730,00","2 960,4","2 960,4","4 592,0","2 970,6"
2025-03-14,16:00,"2 999,00","3 113,6","3 113,6","4 173,9","3 113,8"
2025-03-14,17:00,"5 550,00","3 480,6","3 480,6","4 208,3","3 480,8"
2025-03-14,18:00,"8 892,95","3 815,8","3 815,8","4 447,3","3 816,0"
2025-03-14,19:00,"8 900,00","4 120,9","4 120,9","4 789,0","4 121,1"
2025-03-14,20:00,"9 000,00","4 044,5","4 044,5","4 600,2","4 044,7"
2025-03-14,21:00,"8 888,71","3 850,7","3 850,7","4 427,3","3 850,9"
2025-03-14,22:00,"8 880,00","3 475,7","3 475,7","4 041,0","3 475,9"
2025-03-14,23:00,"8 300,00","3 019,8","3 019,8","3 815,2","3 020,0"
2025-03-14,24:00,"5 275,82","2 933,5","2 933,5","3 708,0","2 933,7"
2025-03-15,01:00,"5 480,00","3 062,2","3 062,2","3 630,1","3 063,4"
2025-03-15,02:00,"4 030,00","2 642,9","2 642,9","3 477,8","2 710,9"
2025-03-15,03:00,"3 756,00","2 459,5","2 459,5","3 533,0","2 460,0"
2025-03-15,04:00,"3 708,00","2 409,7","2 409,7","3 629,6","2 410,2"
2025-03-15,05:00,"3 708,00","2 391,3","2 391,3","3 622,1","2 391,8"
2025-03-15,06:00,"3 742,00","2 421,2","2 421,2","3 637,0","2 421,2"
2025-03-15,07:00,"4 000,00","2 589,0","2 589,0","3 746,2","2 589,0"
2025-03-15,08:00,"4 100,00","2 726,4","2 726,4","4 238,7","2 746,5"
2025-03-15,09:00,"4 490,00","3 013,7","3 013,7","4 210,1","3 013,8"
2025-03-15,10:00,"3 400,00","2 787,9","2 787,9","3 906,3","2 788,2"
2025-03-15,11:00,"2 840,00","2 837,4","2 837,4","3 854,8","2 837,7"
2025-03-15,12:00,"1 815,00","2 618,2","2 618,2","3 866,5","2 618,5"
2025-03-15,13:00,"1 745,00","2 480,3","2 480,3","3 940,1","2 484,6"
2025-03-15,14:00,"2 300,00","2 538,9","2 538,9","3 976,9","2 543,2"
2025-03-15,15:00,"2 697,00","2 577,8","2 577,8","3 807,4","2 582,1"
2025-03-15,16:00,"3 970,00","2 867,1","2 867,1","3 544,4","2 867,4"
2025-03-15,17:00,"4 760,00","3 063,6","3 063,6","3 574,8","3 063,9"
2025-03-15,18:00,"7 900,00","3 203,0","3 203,0","4 079,6","3 203,3"
2025-03-15,19:00,"8 300,00","3 388,9","3 388,9","4 253,8","3 389,0"
2025-03-15,20:00,"8 400,00","3 422,0","3 422,0","4 185,8","3 422,3"
2025-03-15,21:00,"8 300,00","3 307,3","3 307,3","4 042,3","3 307,6"
2025-03-15,22:00,"7 980,00","3 146,0","3 146,0","3 719,2","3 146,3"
2025-03-15,23:00,"7 250,00","2 861,1","2 861,1","3 425,7","2 861,2"
2025-03-15,24:00,"6 750,00","2 980,0","2 980,0","3 367,8","2 980,1"
2025-03-16,01:00,"5 500,00","3 108,4","3 108,4","3 637,8","3 120,6"
2025-03-16,02:00,"4 210,00","2 589,6","2 589,6","3 465,4","2 759,0"
2025-03-16,03:00,"4 000,00","2 344,1","2 344,1","3 520,8","2 510,3"
2025-03-16,04:00,"3 708,00","2 277,5","2 277,5","3 557,5","2 440,7"
2025-03-16,05:00,"3 694,00","2 213,0","2 213,0","3 621,6","2 377,2"
2025-03-16,06:00,"3 694,00","2 239,2","2 239,2","3 768,6","2 412,4"
2025-03-16,07:00,"4 412,00","2 708,1","2 708,1","3 931,0","2 708,3"
2025-03-16,08:00,"5 300,00","2 877,2","2 877,2","4 340,2","2 877,4"
2025-03-16,09:00,"4 700,00","2 991,9","2 991,9","4 370,0","2 992,1"
2025-03-16,10:00,"4 000,00","2 997,9","2 997,9","4 222,8","2 998,1"
2025-03-16,11:00,"3 840,00","2 948,4","2 948,4","4 116,0","2 950,6"
2025-03-16,12:00,"2 994,00","2 767,0","2 767,0","4 092,6","2 770,2"
2025-03-16,13:00,"1 598,00","2 616,3","2 616,3","4 110,3","2 618,5"
2025-03-16,14:00,"2 860,00","2 630,7","2 630,7","4 033,1","2 634,9"
2025-03-16,15:00,"2 994,00","2 570,7","2 570,7","3 883,5","2 573,9"
2025-03-16,16:00,"4 466,24","2 972,2","2 972,2","3 820,5","2 972,4"
2025-03-16,17:00,"5 400,00","3 166,6","3 166,6","3 886,0","3 166,8"
2025-03-16,18:00,"7 500,00","3 209,6","3 209,6","4 306,2","3 209,8"
2025-03-16,19:00,"8 300,00","3 426,0","3 426,0","4 323,0","3 426,2"
2025-03-16,20:00,"8 400,00","3 680,6","3 680,6","4 418,2","3 680,8"
2025-03-16,21:00,"8 100,00","3 521,1","3 521,1","4 242,2","3 521,3"
2025-03-16,22:00,"7 900,00","3 259,7","3 259,7","3 882,8","3 259,9"
2025-03-16,23:00,"8 750,00","3 064,0","3 064,0","3 687,4","3 064,2"
2025-03-16,24:00,"6 750,00","2 957,2","2 957,2","3 511,8","2 957,4"
2025-03-17,01:00,"5 500,00","3 177,4","3 177,4","3 378,4","3 179,4"
2025-03-17,02:00,"4 500,00","2 524,8","2 524,8","3 295,0","2 527,0"
2025-03-17,03:00,"4 210,00","2 358,2","2 358,2","3 343,0","2 360,4"
2025-03-17,04:00,"3 708,00","2 292,1","2 292,1","3 370,1","2 292,3"
2025-03-17,05:00,"3 704,00","2 252,3","2 252,3","3 378,5","2 252,5"
2025-03-17,06:00,"4 500,00","2 535,9","2 535,9","3 356,7","2 536,1"
2025-03-17,07:00,"5 550,00","3 113,2","3 113,2","3 360,2","3 113,4"
2025-03-17,08:00,"6 779,45","3 638,9","3 638,9","3 897,4","3 639,1"
2025-03-17,09:00,"6 900,00","3 841,1","3 841,1","3 859,3","4 030,5"
2025-03-17,10:00,"6 900,00","3 785,0","3 785,0","3 803,2","3 867,4"
2025-03-17,11:00,"5 625,00","3 299,2","3 299,2","3 667,0","3 591,3"
2025-03-17,12:00,"3 840,00","3 066,2","3 066,2","3 636,0","3 066,4"
2025-03-17,13:00,"3 450,81","2 901,9","2 901,9","3 630,8","2 902,1"
2025-03-17,14:00,"3 493,00","2 943,2","2 943,2","3 587,8","2 943,4"
2025-03-17,15:00,"3 400,00","2 929,4","2 929,4","3 593,4","2 929,6"
2025-03-17,16:00,"4 040,00","3 126,9","3 126,9","3 637,1","3 127,1"
2025-03-17,17:00,"4 500,00","3 194,0","3 194,0","3 695,3","3 194,2"
2025-03-17,18:00,"7 700,00","3 373,4","3 373,4","4 155,9","3 373,6"
2025-03-17,19:00,"8 800,00","3 775,3","3 775,3","4 238,9","3 775,5"
2025-03-17,20:00,"8 893,95","3 834,2","3 834,2","4 176,7","3 834,4"
2025-03-17,21:00,"8 890,17","3 680,6","3 680,6","3 883,4","3 680,8"
2025-03-17,22:00,"8 300,00","3 275,5","3 275,5","3 705,1","3 275,7"
2025-03-17,23:00,"7 200,00","3 061,8","3 061,8","3 567,8","3 062,0"
2025-03-17,24:00,"6 780,00","3 202,8","3 202,8","3 417,2","3 203,0"
2025-03-18,01:00,"5 530,00","3 179,5","3 179,5","3 773,9","3 179,6"
2025-03-18,02:00,"4 530,00","2 617,4","2 617,4","3 738,3","2 808,2"
2025-03-18,03:00,"3 704,00","2 384,7","2 384,7","3 850,4","2 574,0"
2025-03-18,04:00,"3 250,00","2 267,8","2 267,8","3 876,7","2 453,1"
2025-03-18,05:00,"3 250,00","2 220,0","2 220,0","3 878,9","2 405,3"
2025-03-18,06:00,"4 210,00","2 467,7","2 467,7","3 833,8","2 639,0"
2025-03-18,07:00,"5 046,09","2 851,5","2 851,5","3 808,2","2 851,9"
2025-03-18,08:00,"4 100,00","3 188,9","3 188,9","4 668,1","3 189,1"
2025-03-18,09:00,"5 250,00","3 758,5","3 758,5","5 211,0","3 758,7"
2025-03-18,10:00,"3 649,00","3 750,7","3 750,7","5 177,8","3 750,9"
2025-03-18,11:00,"3 199,00","3 760,4","3 760,4","4 928,3","3 760,6"
2025-03-18,12:00,"2 450,00","3 258,0","3 258,0","4 930,9","3 258,2"
2025-03-18,13:00,"2 600,00","3 046,1","3 046,1","4 922,7","3 046,3"
2025-03-18,14:00,"2 600,00","3 064,9","3 064,9","4 921,2","3 065,1"
2025-03-18,15:00,"2 900,00","3 202,2","3 202,2","4 750,6","3 202,4"
2025-03-18,16:00,"2 920,00","3 334,8","3 334,8","4 456,3","3 335,0"
2025-03-18,17:00,"3 780,00","3 343,7","3 343,7","4 114,9","3 343,9"
2025-03-18,18:00,"7 700,00","3 589,1","3 589,1","4 395,0","3 589,3"
2025-03-18,19:00,"8 400,00","3 715,5","3 715,5","4 652,8","3 715,7"
2025-03-18,20:00,"8 400,00","3 714,5","3 714,5","4 473,0","3 714,7"
2025-03-18,21:00,"8 800,00","3 815,4","3 815,4","4 310,3","3 815,6"
2025-03-18,22:00,"8 892,05","3 639,6","3 639,6","3 934,8","3 639,8"
2025-03-18,23:00,"8 800,00","3 378,2","3 378,2","3 652,9","3 378,4"
2025-03-18,24:00,"6 880,00","3 326,8","3 326,8","3 646,7","3 327,0"
2025-03-19,01:00,"5 530,00","3 221,9","3 221,9","4 112,5","3 221,9"
2025-03-19,02:00,"4 210,00","2 659,8","2 659,8","3 993,8","2 827,4"
2025-03-19,03:00,"3 708,00","2 576,3","2 576,3","4 092,5","2 611,1"
2025-03-19,04:00,"3 500,00","2 451,4","2 451,4","4 122,3","2 531,3"
2025-03-19,05:00,"3 500,00","2 447,5","2 447,5","4 125,9","2 509,1"
2025-03-19,06:00,"4 210,00","2 596,2","2 596,2","4 096,9","2 767,0"
2025-03-19,07:00,"5 180,00","3 343,0","3 343,0","4 047,4","3 343,9"
2025-03-19,08:00,"6 300,00","3 666,7","3 666,7","4 502,9","3 666,9"
2025-03-19,09:00,"6 154,00","3 962,7","3 962,7","4 719,2","3 962,9"
2025-03-19,10:00,"5 000,00","3 925,6","3 925,6","4 686,3","3 925,8"
2025-03-19,11:00,"4 649,00","3 842,3","3 842,3","4 771,4","3 871,8"
2025-03-19,12:00,"3 250,00","3 453,2","3 453,2","4 695,5","3 453,4"
2025-03-19,13:00,"2 885,00","3 170,4","3 170,4","4 666,9","3 170,6"
2025-03-19,14:00,"2 885,00","3 129,6","3 129,6","4 692,3","3 129,8"
2025-03-19,15:00,"2 523,08","2 913,4","2 913,4","4 654,2","2 913,6"
2025-03-19,16:00,"2 880,00","2 856,9","2 856,9","4 295,3","2 857,1"
2025-03-19,17:00,"4 000,00","3 196,3","3 196,3","4 275,0","3 197,1"
2025-03-19,18:00,"6 800,00","3 628,5","3 628,5","4 611,1","3 629,6"
2025-03-19,19:00,"8 400,00","3 840,1","3 840,1","4 289,2","3 841,3"
2025-03-19,20:00,"9 000,00","3 993,7","3 993,7","3 993,7","4 191,0"
2025-03-19,21:00,"8 892,86","3 982,9","3 982,9","4 073,7","3 983,1"
2025-03-19,22:00,"8 500,00","3 723,7","3 723,7","4 129,9","3 723,9"
2025-03-19,23:00,"8 870,00","3 428,1","3 428,1","3 949,6","3 428,3"
2025-03-19,24:00,"6 800,00","3 443,6","3 443,6","3 962,2","3 443,8"
2025-03-20,01:00,"5 046,46","3 191,9","3 191,9","4 196,8","3 196,1"
2025-03-20,02:00,"4 210,00","2 664,2","2 664,2","3 961,4","2 830,1"
2025-03-20,03:00,"3 650,00","2 510,1","2 510,1","4 061,9","2 575,3"
2025-03-20,04:00,"3 500,00","2 504,0","2 504,0","4 113,6","2 511,2"
2025-03-20,05:00,"3 249,00","2 464,3","2 464,3","4 100,2","2 464,5"
2025-03-20,06:00,"3 742,00","2 596,3","2 596,3","4 058,8","2 700,5"
2025-03-20,07:00,"5 049,06","3 407,3","3 407,3","4 160,1","3 408,3"
2025-03-20,08:00,"5 860,00","3 843,4","3 843,4","4 714,9","3 857,7"
2025-03-20,09:00,"3 894,00","4 061,6","4 061,6","5 262,8","4 061,9"
2025-03-20,10:00,"3 879,00","3 871,6","3 871,6","5 261,6","3 887,9"
2025-03-20,11:00,"2 990,00","3 546,4","3 546,4","5 001,3","3 546,7"
2025-03-20,12:00,"2 370,00","3 139,4","3 139,4","4 857,4","3 139,7"
2025-03-20,13:00,"1 800,00","2 913,1","2 913,1","5 022,8","2 913,4"
2025-03-20,14:00,"1 498,00","2 980,8","2 980,8","5 085,6","2 981,1"
2025-03-20,15:00,"1 498,00","3 041,5","3 041,5","4 993,6","3 041,8"
2025-03-20,16:00,"2 880,00","3 212,2","3 212,2","4 794,5","3 212,5"
2025-03-20,17:00,"4 135,00","3 430,4","3 430,4","4 458,5","3 431,7"
2025-03-20,18:00,"6 400,00","3 642,2","3 642,2","4 314,2","3 643,6"
2025-03-20,19:00,"8 888,10","4 135,6","4 135,6","4 262,9","4 137,1"
2025-03-20,20:00,"9 000,00","4 331,8","4 331,8","4 332,8","4 515,5"
2025-03-20,21:00,"8 893,31","4 184,7","4 184,7","4 302,8","4 185,0"
2025-03-20,22:00,"8 500,00","3 765,5","3 765,5","4 159,1","3 765,8"
2025-03-20,23:00,"8 700,00","3 476,7","3 476,7","4 148,2","3 477,0"
2025-03-20,24:00,"6 274,61","3 438,8","3 438,8","4 115,7","3 439,1"
2025-03-21,01:00,"5 550,00","3 474,5","3 474,5","4 171,8","3 521,3"
2025-03-21,02:00,"5 180,00","2 898,3","2 898,3","3 713,0","3 112,0"
2025-03-21,03:00,"5 047,56","2 703,6","2 703,6","3 624,3","2 912,2"
2025-03-21,04:00,"5 045,48","2 656,4","2 656,4","3 586,1","2 864,8"
2025-03-21,05:00,"5 020,00","2 604,0","2 604,0","3 592,0","2 812,8"
2025-03-21,06:00,"5 044,89","2 825,7","2 825,7","3 525,8","3 036,9"
2025-03-21,07:00,"5 600,00","3 622,8","3 622,8","3 640,6","3 755,5"
2025-03-21,08:00,"6 900,00","4 160,0","4 160,0","4 177,8","4 162,5"
2025-03-21,09:00,"6 361,31","4 176,3","4 176,3","4 488,3","4 178,1"
2025-03-21,10:00,"4 680,00","3 911,7","3 911,7","4 598,5","3 911,9"
2025-03-21,11:00,"4 670,00","3 475,9","3 475,9","4 119,8","3 512,6"
2025-03-21,12:00,"3 248,00","3 150,1","3 150,1","4 170,9","3 150,3"
2025-03-21,13:00,"3 000,00","2 928,4","2 928,4","4 216,5","2 930,1"
2025-03-21,14:00,"3 248,00","2 966,2","2 966,2","4 127,9","2 967,9"
2025-03-21,15:00,"4 858,26","3 076,2","3 076,2","3 850,7","3 096,6"
2025-03-21,16:00,"4 930,00","3 249,5","3 249,5","3 912,8","3 281,4"
2025-03-21,17:00,"4 865,00","3 682,4","3 682,4","4 265,7","3 684,2"
2025-03-21,18:00,"8 894,62","3 969,1","3 969,1","4 056,9","3 970,6"
2025-03-21,19:00,"9 000,00","3 812,8","3 812,8","3 822,4","3 813,0"
2025-03-21,20:00,"9 000,00","4 040,7","4 040,7","4 122,2","4 041,3"
2025-03-21,21:00,"8 890,65","3 952,0","3 952,0","4 043,2","3 952,2"
2025-03-21,22:00,"9 000,00","3 580,8","3 580,8","3 580,8","3 831,4"
2025-03-21,23:00,"8 888,39","3 524,2","3 524,2","3 679,3","3 524,4"
2025-03-21,24:00,"6 800,00","3 355,1","3 355,1","3 726,3","3 355,3"
2025-03-22,01:00,"5 530,00","3 049,0","3 049,0","3 677,2","3 103,2"
2025-03-22,02:00,"5 243,07","2 763,9","2 763,9","3 435,8","2 812,8"
2025-03-22,03:00,"5 180,00","2 620,2","2 620,2","3 538,5","2 663,1"
2025-03-22,04:00,"5 020,00","2 380,6","2 380,6","3 568,3","2 421,5"
2025-03-22,05:00,"5 020,00","2 303,3","2 303,3","3 501,5","2 344,2"
2025-03-22,06:00,"5 242,15","2 614,8","2 614,8","3 541,9","2 659,7"
2025-03-22,07:00,"5 244,57","2 836,0","2 836,0","3 770,5","2 836,2"
2025-03-22,08:00,"3 875,00","3 135,4","3 135,4","4 342,6","3 135,6"
2025-03-22,09:00,"3 690,00","3 421,1","3 421,1","4 684,9","3 421,3"
2025-03-22,10:00,"3 000,00","3 239,5","3 239,5","4 933,8","3 239,7"
2025-03-22,11:00,"2 399,00","2 892,4","2 892,4","4 868,9","2 892,6"
2025-03-22,12:00,"445,00","2 593,2","2 593,2","4 991,5","2 593,2"
2025-03-22,13:00,"320,00","2 463,4","2 463,4","4 966,3","2 463,4"
2025-03-22,14:00,"445,00","2 493,0","2 493,0","4 838,8","2 493,0"
2025-03-22,15:00,"2 295,00","2 529,3","2 529,3","4 424,0","2 529,5"
2025-03-22,16:00,"2 970,00","2 796,2","2 796,2","3 991,8","2 796,4"
2025-03-22,17:00,"3 450,00","3 005,2","3 005,2","4 082,3","3 005,4"
2025-03-22,18:00,"6 300,00","3 325,1","3 325,1","3 839,9","3 325,3"
2025-03-22,19:00,"8 400,00","3 247,9","3 247,9","3 885,6","3 248,1"
2025-03-22,20:00,"8 400,00","3 472,8","3 472,8","4 388,3","3 473,0"
2025-03-22,21:00,"8 000,00","3 147,7","3 147,7","4 284,6","3 147,9"
2025-03-22,22:00,"6 800,00","2 810,1","2 810,1","3 940,1","2 810,3"
2025-03-22,23:00,"6 790,00","2 802,8","2 802,8","3 805,4","2 803,0"
2025-03-22,24:00,"6 000,00","2 891,1","2 891,1","3 742,5","2 891,3"
2025-03-23,01:00,"5 000,00","2 397,1","2 397,1","3 534,6","2 425,7"
2025-03-23,02:00,"4 210,00","2 398,8","2 398,8","3 612,0","2 441,2"
2025-03-23,03:00,"3 708,00","2 262,1","2 262,1","3 705,4","2 262,3"
2025-03-23,04:00,"3 248,00","2 132,5","2 132,5","3 724,6","2 132,7"
2025-03-23,05:00,"3 248,00","2 109,0","2 109,0","3 721,0","2 109,2"
2025-03-23,06:00,"3 400,00","2 214,5","2 214,5","3 753,1","2 214,7"
2025-03-23,07:00,"3 800,00","2 492,1","2 492,1","3 998,2","2 492,3"
2025-03-23,08:00,"3 550,00","2 654,9","2 654,9","4 440,5","2 655,1"
2025-03-23,09:00,"3 550,00","2 855,2","2 855,2","4 452,8","2 855,4"
2025-03-23,10:00,"3 205,00","2 994,2","2 994,2","4 588,5","2 994,4"
2025-03-23,11:00,"2 000,00","2 648,7","2 648,7","4 488,6","2 648,9"
2025-03-23,12:00,"440,00","2 338,2","2 338,2","4 304,7","2 338,2"
2025-03-23,13:00,"440,00","2 190,0","2 190,0","4 137,2","2 190,0"
2025-03-23,14:00,"910,00","2 282,1","2 282,1","4 127,1","2 282,1"
2025-03-23,15:00,"1 837,00","2 335,6","2 335,6","3 892,4","2 335,8"
2025-03-23,16:00,"2 100,00","2 410,5","2 410,5","3 747,0","2 410,7"
2025-03-23,17:00,"3 675,00","2 892,9","2 892,9","3 806,3","2 893,1"
2025-03-23,18:00,"5 900,00","3 169,2","3 169,2","4 016,0","3 169,4"
2025-03-23,19:00,"8 000,00","3 249,4","3 249,4","4 390,9","3 249,6"
2025-03-23,20:00,"8 300,00","3 446,9","3 446,9","4 598,3","3 447,1"
2025-03-23,21:00,"7 900,00","3 317,0","3 317,0","4 560,5","3 317,2"
2025-03-23,22:00,"6 100,00","3 091,3","3 091,3","4 445,2","3 091,5"
2025-03-23,23:00,"6 300,00","2 870,6","2 870,6","4 134,6","2 870,8"
2025-03-23,24:00,"5 600,00","2 786,1","2 786,1","3 967,1","2 786,3"
2025-03-24,01:00,"5 530,00","2 694,2","2 694,2","3 623,1","2 743,4"
2025-03-24,02:00,"4 952,00","2 325,5","2 325,5","3 297,4","2 505,9"
2025-03-24,03:00,"3 708,00","2 199,9","2 199,9","3 398,7","2 340,2"
2025-03-24,04:00,"3 650,00","2 120,8","2 120,8","3 435,6","2 261,1"
2025-03-24,05:00,"3 708,00","2 172,3","2 172,3","3 418,9","2 312,6"
2025-03-24,06:00,"5 090,00","2 394,6","2 394,6","3 362,9","2 579,5"
2025-03-24,07:00,"5 600,00","3 137,3","3 137,3","3 312,6","3 295,1"
2025-03-24,08:00,"6 900,00","3 273,4","3 273,4","3 448,7","3 708,5"
2025-03-24,09:00,"6 900,00","3 173,1","3 173,1","3 348,4","3 909,9"
2025-03-24,10:00,"6 900,00","3 390,4","3 390,4","3 565,7","3 747,3"
2025-03-24,11:00,"5 587,54","2 902,9","2 902,9","3 663,9","3 194,3"
2025-03-24,12:00,"3 400,00","2 977,5","2 977,5","4 100,6","2 977,7"
2025-03-24,13:00,"3 000,00","2 813,1","2 813,1","4 165,6","2 813,3"
2025-03-24,14:00,"3 400,00","2 885,6","2 885,6","4 068,7","2 885,8"
2025-03-24,15:00,"4 230,00","2 801,1","2 801,1","3 677,0","2 851,6"
2025-03-24,16:00,"4 401,00","2 837,1","2 837,1","3 624,0","3 007,3"
2025-03-24,17:00,"5 600,00","3 055,3","3 055,3","3 270,6","3 367,6"
2025-03-24,18:00,"7 550,00","3 292,4","3 292,4","3 665,4","3 376,0"
2025-03-24,19:00,"9 000,00","3 786,4","3 786,4","3 943,9","4 086,9"
2025-03-24,20:00,"9 000,00","3 978,8","3 978,8","4 136,3","4 305,3"
2025-03-24,21:00,"9 000,00","3 878,0","3 878,0","4 035,5","4 121,6"
2025-03-24,22:00,"9 000,00","3 754,5","3 754,5","3 912,0","3 867,6"
2025-03-24,23:00,"8 850,00","3 147,8","3 147,8","3 742,8","3 258,0"
2025-03-24,24:00,"6 880,00","2 978,3","2 978,3","3 521,7","3 108,5"
2025-03-25,01:00,"5 550,00","2 904,4","2 904,4","3 332,0","3 096,5"
2025-03-25,02:00,"5 247,77","2 545,6","2 545,6","2 982,7","2 739,2"
2025-03-25,03:00,"5 090,00","2 339,8","2 339,8","3 081,6","2 562,4"
2025-03-25,04:00,"5 090,00","2 283,3","2 283,3","3 108,4","2 505,9"
2025-03-25,05:00,"5 090,00","2 322,6","2 322,6","3 078,6","2 545,2"
2025-03-25,06:00,"5 244,95","2 470,5","2 470,5","3 015,9","2 668,1"
2025-03-25,07:00,"5 600,00","3 023,9","3 023,9","3 023,9","3 393,0"
2025-03-25,08:00,"6 900,00","3 682,9","3 682,9","3 682,9","4 030,7"
2025-03-25,09:00,"6 900,00","3 566,0","3 566,0","3 566,0","4 283,4"
2025-03-25,10:00,"6 900,00","3 825,5","3 825,5","3 825,5","4 109,5"
2025-03-25,11:00,"6 276,77","3 246,5","3 246,5","3 757,3","3 603,0"
2025-03-25,12:00,"4 862,56","3 295,0","3 295,0","3 822,5","3 369,0"
2025-03-25,13:00,"4 000,00","3 169,8","3 169,8","3 902,0","3 185,0"
2025-03-25,14:00,"4 040,00","3 163,3","3 163,3","3 844,2","3 225,3"
2025-03-25,15:00,"4 930,00","3 149,8","3 149,8","3 801,3","3 212,7"
2025-03-25,16:00,"5 000,00","3 259,5","3 259,5","3 517,6","3 408,1"
2025-03-25,17:00,"5 600,00","3 370,2","3 370,2","3 381,2","3 724,6"
2025-03-25,18:00,"9 000,00","3 575,0","3 575,0","3 706,8","3 575,0"
2025-03-25,19:00,"9 000,00","4 075,1","4 075,1","4 305,9","4 076,1"
2025-03-25,20:00,"9 000,00","4 239,3","4 239,3","4 250,3","4 539,4"
2025-03-25,21:00,"9 000,00","4 186,6","4 186,6","4 197,6","4 319,2"
2025-03-25,22:00,"8 850,00","3 637,8","3 637,8","3 986,2","3 637,8"
2025-03-25,23:00,"8 870,00","3 454,8","3 454,8","3 790,7","3 454,8"
2025-03-25,24:00,"6 880,00","2 956,2","2 956,2","3 481,8","2 956,2"
2025-03-26,01:00,"5 570,00","3 187,4","3 187,4","3 717,9","3 241,6"
2025-03-26,02:00,"5 500,00","2 650,4","2 650,4","3 628,7","2 861,3"
2025-03-26,03:00,"5 180,00","2 512,2","2 512,2","3 747,8","2 556,1"
2025-03-26,04:00,"5 090,00","2 423,8","2 423,8","3 781,9","2 466,2"
2025-03-26,05:00,"5 132,31","2 472,9","2 472,9","3 756,4","2 515,8"
2025-03-26,06:00,"5 500,00","2 583,7","2 583,7","3 747,1","2 632,6"
2025-03-26,07:00,"5 570,00","3 300,1","3 300,1","3 970,8","3 300,3"
2025-03-26,08:00,"6 777,67","3 901,9","3 901,9","4 477,9","3 902,1"
2025-03-26,09:00,"6 560,00","4 050,1","4 050,1","4 695,8","4 050,3"
2025-03-26,10:00,"5 500,00","3 876,8","3 876,8","5 060,9","3 929,2"
2025-03-26,11:00,"3 980,00","3 721,9","3 721,9","4 919,4","3 722,1"
2025-03-26,12:00,"3 248,00","3 325,5","3 325,5","4 945,5","3 325,7"
2025-03-26,13:00,"2 950,00","3 082,5","3 082,5","5 037,3","3 082,7"
2025-03-26,14:00,"2 970,00","3 078,9","3 078,9","5 055,8","3 079,1"
2025-03-26,15:00,"3 524,00","3 059,6","3 059,6","4 772,4","3 059,8"
2025-03-26,16:00,"4 452,00","3 292,4","3 292,4","4 450,4","3 311,3"
2025-03-26,17:00,"5 550,00","3 482,2","3 482,2","4 193,2","3 491,6"
2025-03-26,18:00,"8 880,00","3 716,2","3 716,2","4 322,7","3 716,4"
2025-03-26,19:00,"8 840,00","3 975,7","3 975,7","4 674,7","3 976,2"
2025-03-26,20:00,"9 000,00","4 381,0","4 381,0","4 905,6","4 381,2"
2025-03-26,21:00,"8 850,00","4 120,0","4 120,0","4 896,1","4 120,2"
2025-03-26,22:00,"8 840,00","3 698,6","3 698,6","4 478,7","3 698,8"
2025-03-26,23:00,"8 840,00","3 502,4","3 502,4","4 136,9","3 502,6"
2025-03-26,24:00,"6 840,00","3 294,5","3 294,5","4 214,7","3 294,7"
2025-03-27,01:00,"5 550,00","3 059,4","3 059,4","4 240,6","3 119,6"
2025-03-27,02:00,"5 500,00","2 836,9","2 836,9","3 661,4","2 911,3"
2025-03-27,03:00,"5 090,00","2 532,2","2 532,2","3 761,2","2 602,6"
2025-03-27,04:00,"5 090,00","2 466,3","2 466,3","3 796,7","2 535,7"
2025-03-27,05:00,"5 090,00","2 501,3","2 501,3","3 791,2","2 571,7"
2025-03-27,06:00,"5 248,04","2 746,0","2 746,0","3 788,3","2 821,4"
2025-03-27,07:00,"5 570,00","3 484,2","3 484,2","3 941,7","3 484,4"
2025-03-27,08:00,"6 700,00","3 832,0","3 832,0","4 245,1","3 847,2"
2025-03-27,09:00,"6 700,00","4 054,1","4 054,1","4 261,2","4 054,3"
2025-03-27,10:00,"6 272,52","3 872,8","3 872,8","4 382,1","3 948,7"
2025-03-27,11:00,"5 860,00","3 641,7","3 641,7","4 373,2","3 714,2"
2025-03-27,12:00,"3 840,00","3 408,9","3 408,9","4 322,1","3 439,1"
2025-03-27,13:00,"3 840,00","3 266,1","3 266,1","4 220,6","3 296,3"
2025-03-27,14:00,"4 230,00","3 283,7","3 283,7","4 231,2","3 342,1"
2025-03-27,15:00,"4 950,00","3 347,1","3 347,1","3 902,1","3 407,7"
2025-03-27,16:00,"5 000,00","3 524,6","3 524,6","3 917,3","3 585,9"
