Date,Month,Day,Day_of_week,Hour,Price,Min_Price,Max_Price,Last_Price,Vol_Sale,Vol_Buy,Decl_Sale,Decl_Buy
5 - 21,5,21,3,23,8810.23,8550.0,8850.0,8849.97,120.4,120.4,267.9,146.0
5 - 21,5,21,3,24,6089.05,5952.0,6900.0,5953.0,235.6,235.6,328.9,292.1
5 - 22,5,22,4,1,4938.26,4000.0,5050.0,4998.89,99.7,99.7,287.5,111.6
5 - 22,5,22,4,2,4657.58,4000.0,4717.0,4698.8,144.5,144.5,285.7,155.1
5 - 22,5,22,4,3,4400.34,2244.0,4488.0,3999.99,122.7,122.7,444.8,129.2
5 - 22,5,22,4,4,3920.89,2488.0,4000.0,3599.99,103.9,103.9,1318.5,108.0
5 - 22,5,22,4,5,3972.08,2600.0,4000.0,3998.0,136.8,136.8,327.8,145.9
5 - 22,5,22,4,6,3838.99,2700.0,4000.0,3998.79,98.8,98.8,219.7,110.5
5 - 22,5,22,4,7,5345.95,3500.0,5500.0,5498.9,100.2,100.2,330.3,108.0
5 - 22,5,22,4,8,6785.53,6000.0,6876.89,6866.69,81.5,81.5,482.4,90.1
5 - 22,5,22,4,9,5472.94,2800.0,5599.9,2800.0,107.5,107.5,754.1,116.2
5 - 22,5,22,4,10,3913.61,3000.0,3950.0,3949.99,209.0,209.0,1291.5,291.3
5 - 22,5,22,4,11,2797.56,2754.22,2811.0,2799.0,306.2,306.2,1825.5,351.9
5 - 22,5,22,4,12,65.89,29.0,79.9,70.0,255.7,255.7,697.7,266.3
5 - 22,5,22,4,13,29.55,10.0,43.0,19.99,298.0,298.0,1038.5,316.0
5 - 22,5,22,4,14,39.19,10.0,50.0,47.5,275.3,275.3,749.4,281.3
5 - 22,5,22,4,15,34.49,10.0,50.0,40.0,309.0,309.0,1121.4,309.0
5 - 22,5,22,4,16,71.8,30.0,200.0,30.0,317.4,317.4,778.0,328.5
5 - 22,5,22,4,17,545.14,400.0,1250.0,499.99,170.0,170.0,476.4,256.6
5 - 22,5,22,4,18,4859.96,2635.0,5249.0,4680.0,61.8,61.8,1145.9,83.3
5 - 22,5,22,4,19,8757.7,7000.0,8999.9,7000.0,135.6,135.6,645.7,158.5
5 - 22,5,22,4,20,7823.45,895.0,8800.0,1500.0,87.8,87.8,2818.3,121.8
5 - 22,5,22,4,21,6941.75,1000.0,8902.0,1500.0,101.9,101.9,3941.2,134.9
5 - 22,5,22,4,22,8206.79,1000.0,9000.0,1028.01,104.5,104.5,264.1,161.5
5 - 22,5,22,4,23,8528.26,3444.5,8889.23,3444.5,88.9,88.9,530.4,111.0
5 - 22,5,22,4,24,6645.01,1260.1,6900.0,1260.1,141.2,141.2,323.1,151.3
5 - 23,5,23,5,1,4989.47,4000.0,5050.0,5049.99,106.0,106.0,189.5,122.2
5 - 23,5,23,5,2,3722.7,2500.0,3801.0,3800.0,75.7,75.7,127.5,96.1
5 - 23,5,23,5,3,2993.82,2955.0,3599.0,2965.0,107.5,107.5,161.9,138.5
5 - 23,5,23,5,4,3776.8,3699.0,3810.33,3750.5,106.4,106.4,183.2,116.0
5 - 23,5,23,5,5,3294.39,2965.0,3600.0,2967.07,81.9,81.9,106.8,448.9
5 - 23,5,23,5,6,3773.38,3699.0,3800.0,3799.97,69.3,69.3,128.0,77.4
5 - 23,5,23,5,7,4635.29,2350.0,4700.0,4699.98,92.4,92.4,229.7,101.0
5 - 23,5,23,5,8,6834.73,6791.0,6859.97,6858.96,83.6,83.6,304.8,106.9
5 - 23,5,23,5,9,5558.44,5000.0,5599.97,5599.93,110.8,110.8,369.9,121.7
5 - 23,5,23,5,10,2447.24,2400.0,2455.0,2450.0,217.0,217.0,545.4,265.5
5 - 23,5,23,5,11,3499.66,3440.0,3550.0,3498.97,237.9,237.9,1489.9,255.9
5 - 23,5,23,5,12,990.72,650.0,1000.0,989.0,211.9,211.9,689.1,249.7
5 - 23,5,23,5,13,77.26,42.99,198.0,69.0,208.6,208.6,525.0,212.2
5 - 23,5,23,5,14,114.06,65.0,499.0,80.0,231.6,231.6,456.4,292.0
5 - 23,5,23,5,15,207.83,71.0,1555.0,100.0,226.0,226.0,362.2,298.4
5 - 23,5,23,5,16,194.63,97.99,1555.0,99.95,199.4,199.4,464.0,231.2
5 - 23,5,23,5,17,3039.26,2899.0,3600.0,2955.0,209.2,209.2,256.6,245.6
5 - 23,5,23,5,18,6201.75,2100.0,6521.0,2100.0,146.8,146.8,860.1,232.5
5 - 23,5,23,5,19,8193.01,7010.0,8260.0,8259.99,268.3,268.3,392.2,326.9
5 - 23,5,23,5,20,7755.83,6000.0,7999.96,7999.96,136.0,136.0,1137.7,189.0
5 - 23,5,23,5,21,8462.96,7600.03,8600.0,8599.99,140.7,140.7,447.4,177.1
5 - 23,5,23,5,22,8764.15,1500.01,9000.0,1500.01,213.7,213.7,481.4,244.9
5 - 23,5,23,5,23,8126.74,6300.0,8300.0,7550.0,165.4,165.4,362.8,175.9
5 - 23,5,23,5,24,5955.38,5000.0,6011.69,5750.0,194.9,194.9,385.6,221.0
5 - 24,5,24,6,1,5402.48,2224.56,5561.4,2224.56,154.9,154.9,372.8,168.1
5 - 24,5,24,6,2,4387.4,3488.1,4491.03,4000.0,92.8,92.8,458.3,105.1
5 - 24,5,24,6,3,3475.27,3448.0,3499.97,3489.99,52.8,52.8,283.4,73.4
5 - 24,5,24,6,4,3655.04,1520.0,3799.97,1520.0,61.9,61.9,462.2,66.7
5 - 24,5,24,6,5,1018.23,746.0,1500.0,817.0,97.6,97.6,172.7,196.4
5 - 24,5,24,6,6,1001.94,950.0,1002.5,995.52,99.4,99.4,243.4,116.2
5 - 24,5,24,6,7,2950.22,1200.0,3000.0,1200.0,117.6,117.6,330.0,137.3
5 - 24,5,24,6,8,1345.88,1124.98,1402.0,1339.99,215.2,215.2,286.2,219.8
5 - 24,5,24,6,9,3408.96,2500.0,3440.0,3439.99,149.6,149.6,428.2,189.6
5 - 24,5,24,6,10,3854.96,1970.0,3940.0,3899.99,171.4,171.4,695.1,228.3
5 - 24,5,24,6,11,3764.58,3700.0,3779.0,3777.98,120.6,120.6,1578.7,189.1
5 - 24,5,24,6,12,3433.81,3374.0,3450.0,3450.0,137.0,137.0,1462.3,154.6
5 - 24,5,24,6,13,3443.21,3374.0,3450.0,3450.0,236.5,236.5,2003.1,271.4
5 - 24,5,24,6,14,3440.95,3374.0,3450.0,3450.0,235.9,235.9,1911.7,254.9
5 - 24,5,24,6,15,3442.17,3374.0,3450.0,3450.0,254.2,254.2,1601.2,276.9
5 - 24,5,24,6,16,3441.26,3374.0,3450.0,3450.0,238.2,238.2,1139.1,255.1
5 - 24,5,24,6,17,4574.45,4500.0,4599.0,4599.0,227.1,227.1,726.6,241.5
5 - 24,5,24,6,18,6278.06,6174.0,6300.0,6300.0,199.7,199.7,469.4,210.3
5 - 24,5,24,6,19,7988.14,7900.0,7999.0,7996.99,154.5,154.5,371.6,176.8
5 - 24,5,24,6,20,6489.47,6431.0,6590.0,6588.99,109.7,109.7,473.2,138.3
5 - 24,5,24,6,21,8307.45,8230.99,8399.99,8240.0,93.5,93.5,468.1,108.5
5 - 24,5,24,6,22,8861.59,8800.0,9000.0,8800.0,214.0,214.0,316.6,258.1
5 - 24,5,24,6,23,7970.19,4050.0,8100.0,4050.0,108.9,108.9,325.1,139.0
5 - 24,5,24,6,24,6799.31,5001.0,6877.72,5001.0,156.0,156.0,457.6,162.2
5 - 25,5,25,7,1,5460.43,4500.0,5497.0,4999.98,121.6,121.6,489.6,147.0
5 - 25,5,25,7,2,4571.45,2400.0,4794.3,4000.0,66.9,66.9,800.9,81.1
5 - 25,5,25,7,3,3755.97,1948.5,3891.2,3040.33,88.8,88.8,363.5,108.9
5 - 25,5,25,7,4,3824.05,2557.75,3922.59,3919.95,85.5,85.5,532.0,107.9
5 - 25,5,25,7,5,3614.95,2502.0,3792.4,3549.98,80.9,80.9,1065.5,98.4
5 - 25,5,25,7,6,3794.72,3002.0,3889.21,3811.95,55.4,55.4,889.2,78.9
5 - 25,5,25,7,7,1695.13,1002.0,1821.0,1580.0,117.6,117.6,400.9,123.4
5 - 25,5,25,7,8,887.89,450.0,900.0,900.0,149.5,149.5,673.9,162.0
5 - 25,5,25,7,9,985.26,497.5,1016.0,995.0,168.9,168.9,299.6,208.2
5 - 25,5,25,7,10,1146.73,1000.0,1150.0,1150.0,165.4,165.4,419.4,235.0
5 - 25,5,25,7,11,717.33,689.0,750.0,689.0,153.9,153.9,864.2,212.2
5 - 25,5,25,7,12,748.02,700.0,771.0,750.0,148.3,148.3,575.8,214.3
5 - 25,5,25,7,13,753.56,700.0,771.0,750.0,213.8,213.8,728.7,258.5
5 - 25,5,25,7,14,752.51,700.0,771.0,750.0,278.2,278.2,640.8,314.1
5 - 25,5,25,7,15,748.1,700.0,771.0,750.0,202.1,202.1,665.5,237.5
5 - 25,5,25,7,16,917.85,845.0,1800.0,905.0,236.6,236.6,440.9,267.3
5 - 25,5,25,7,17,3781.55,3679.99,3800.0,3800.0,261.8,261.8,457.9,274.7
5 - 25,5,25,7,18,5489.94,5379.99,5500.0,5500.0,140.6,140.6,499.2,168.3
5 - 25,5,25,7,19,5760.51,5633.0,5790.0,5788.99,187.7,187.7,425.2,217.3
5 - 25,5,25,7,20,5126.01,2700.0,5300.0,2700.0,152.5,152.5,1171.1,156.9
5 - 25,5,25,7,21,7506.65,6000.0,7881.0,7599.0,105.7,105.7,866.4,128.7
5 - 25,5,25,7,22,8173.7,5590.0,8559.0,5590.0,115.3,115.3,1702.1,135.7
5 - 25,5,25,7,23,7666.19,6499.9,7999.0,7899.97,106.2,106.2,613.9,127.4
5 - 25,5,25,7,24,5384.31,5291.98,5400.0,5291.98,121.4,121.4,381.0,139.9
5 - 26,5,26,1,1,5023.08,4949.1,5045.0,4949.1,76.7,76.7,377.8,80.6
5 - 26,5,26,1,2,4008.39,3964.03,4750.0,3968.0,118.4,118.4,184.0,150.5
5 - 26,5,26,1,3,4285.92,2088.0,5600.0,5600.0,43.6,43.6,58.7,846.8
5 - 26,5,26,1,4,5119.06,2450.0,5600.0,5600.0,53.1,53.1,68.4,4473.4
5 - 26,5,26,1,5,4951.97,2450.0,5600.0,2803.0,56.4,56.4,56.6,2998.1
5 - 26,5,26,1,6,3618.94,3400.0,4200.0,3442.01,99.7,99.7,171.6,200.3
5 - 26,5,26,1,7,5496.7,5470.0,5499.98,5499.0,53.7,53.7,216.5,62.4
5 - 26,5,26,1,8,6898.09,6762.0,6900.0,6899.99,174.0,174.0,379.3,193.9
5 - 26,5,26,1,9,6899.81,6893.1,6900.0,6900.0,606.1,606.1,670.0,657.8
5 - 26,5,26,1,10,6899.8,6893.1,6900.0,6900.0,588.6,588.6,588.6,695.4
5 - 26,5,26,1,11,6855.88,3000.0,6900.0,6900.0,383.4,383.4,423.6,437.5
5 - 26,5,26,1,12,3964.37,3800.0,4020.0,3968.0,424.9,424.9,559.5,833.5
5 - 26,5,26,1,13,2197.77,1480.0,3000.0,3000.0,148.0,148.0,406.4,2608.5
5 - 26,5,26,1,14,3002.42,1750.0,5500.0,3100.0,517.2,517.2,861.5,906.3
5 - 26,5,26,1,15,5506.12,4950.0,5600.0,5515.38,412.8,412.8,522.9,438.6
5 - 26,5,26,1,16,4497.41,3800.0,5100.0,4500.0,534.0,534.0,602.9,557.0
5 - 26,5,26,1,17,4456.71,3300.0,5600.0,3897.01,517.6,517.6,576.3,993.5
5 - 26,5,26,1,18,5469.39,4000.0,5600.0,5500.0,554.0,554.0,770.0,566.4
5 - 26,5,26,1,19,6931.89,5500.0,7000.0,7000.0,359.4,359.4,536.8,379.5
5 - 26,5,26,1,20,6810.02,5500.0,6900.0,6900.0,215.8,215.8,403.8,280.9
5 - 26,5,26,1,21,8578.02,8342.0,8600.0,8600.0,206.6,206.6,354.9,235.0
5 - 26,5,26,1,22,8699.18,7000.0,9000.0,8700.0,329.9,329.9,422.1,358.7
5 - 26,5,26,1,23,8564.12,8342.0,8621.0,8600.0,173.4,173.4,306.8,208.4
5 - 26,5,26,1,24,5037.59,4800.0,5050.05,5050.0,243.7,243.7,291.0,289.5
5 - 27,5,27,2,1,3905.92,2345.0,3967.0,3967.0,85.2,85.2,267.0,94.4
5 - 27,5,27,2,2,1031.96,990.0,1500.0,1023.0,72.5,72.5,124.3,357.3
5 - 27,5,27,2,3,217.51,114.55,1499.0,500.0,93.4,93.4,172.0,326.5
5 - 27,5,27,2,4,236.1,100.0,1490.0,500.0,97.3,97.3,231.7,270.7
5 - 27,5,27,2,5,186.63,100.0,1499.0,500.0,88.8,88.8,185.5,235.8
5 - 27,5,27,2,6,253.93,143.0,1490.0,144.0,109.8,109.8,197.2,223.4
5 - 27,5,27,2,7,3940.17,3088.64,3968.0,3964.0,64.8,64.8,249.7,79.3
5 - 27,5,27,2,8,5440.58,4500.0,5500.0,5499.95,65.2,65.2,306.7,84.6
5 - 27,5,27,2,9,6761.3,5500.0,6840.0,6839.94,123.3,123.3,382.0,139.0
5 - 27,5,27,2,10,5353.02,2750.0,5500.0,2750.0,75.7,75.7,393.2,84.3
5 - 27,5,27,2,11,4265.36,2190.0,4488.0,4488.0,161.1,161.1,323.1,179.7
5 - 27,5,27,2,12,777.05,760.0,950.0,770.0,260.7,260.7,461.7,629.8
5 - 27,5,27,2,13,455.59,200.0,888.0,456.78,318.2,318.2,658.4,651.7
5 - 27,5,27,2,14,107.43,73.0,277.7,100.0,281.5,281.5,792.4,783.5
5 - 27,5,27,2,15,2958.12,2923.0,3000.0,3000.0,126.3,126.3,197.3,259.1
5 - 27,5,27,2,16,1498.49,1250.0,2950.0,1300.0,91.7,91.7,155.1,477.9
5 - 27,5,27,2,17,539.6,498.7,1500.0,506.06,236.9,236.9,374.2,1198.4
5 - 27,5,27,2,18,2992.76,2002.0,3030.0,3000.0,359.4,359.4,414.6,535.2
5 - 27,5,27,2,19,4752.89,4647.0,5600.0,4719.0,289.5,289.5,357.3,388.7
5 - 27,5,27,2,20,5979.84,5887.0,6000.0,6000.0,174.3,174.3,213.7,215.1
5 - 27,5,27,2,21,8101.67,3127.0,8600.0,3127.0,139.0,139.0,960.1,164.1
5 - 27,5,27,2,22,8688.38,4420.0,8840.0,4420.0,185.3,185.3,315.2,225.5
5 - 27,5,27,2,23,8680.67,8507.0,8700.0,8689.96,148.8,148.8,324.3,188.7
5 - 27,5,27,2,24,5270.54,4001.0,5400.0,4001.0,102.8,102.8,241.3,125.5
5 - 28,5,28,3,1,3763.11,3460.0,3800.01,3800.0,189.3,189.3,224.7,196.7
5 - 28,5,28,3,2,2524.93,2480.0,3250.0,2500.0,140.8,140.8,237.9,235.0
5 - 28,5,28,3,3,1074.27,977.0,2088.0,978.0,78.9,78.9,260.5,225.5
5 - 28,5,28,3,4,2131.7,2077.99,4000.0,2077.99,226.0,226.0,368.6,267.7
5 - 28,5,28,3,5,2513.27,2479.0,4499.0,2495.0,244.3,244.3,450.3,268.4
5 - 28,5,28,3,6,978.28,977.77,1000.0,978.0,55.3,55.3,254.4,204.6
5 - 28,5,28,3,7,3524.63,3480.0,4200.0,3500.0,251.9,251.9,332.6,280.8
5 - 28,5,28,3,8,5196.02,5125.0,6100.0,5156.98,209.5,209.5,462.3,248.9
5 - 28,5,28,3,9,5521.29,5000.0,6500.0,5499.97,214.3,214.3,294.0,261.9
5 - 28,5,28,3,10,4476.04,4004.0,5990.0,5500.0,206.6,206.6,321.0,1220.5
5 - 28,5,28,3,11,3859.18,3330.0,4998.0,4800.0,336.7,336.7,478.0,3213.0
5 - 28,5,28,3,12,3153.55,2480.0,4799.0,3000.0,402.9,402.9,859.9,3874.2
5 - 28,5,28,3,13,2060.05,840.0,3400.0,3250.0,315.0,315.0,606.5,5767.0
5 - 28,5,28,3,14,1322.81,149.0,2990.0,1782.0,235.3,235.3,494.6,2483.9
5 - 28,5,28,3,15,1240.15,499.0,3550.0,1705.07,310.0,310.0,452.1,2942.8
5 - 28,5,28,3,16,1461.33,443.0,3443.0,2200.0,259.6,259.6,593.8,2846.7
5 - 28,5,28,3,17,2834.02,1801.0,4989.0,4000.0,274.8,274.8,461.8,3639.9
5 - 28,5,28,3,18,3296.27,3000.0,4000.0,4000.0,253.6,253.6,364.8,1295.7
5 - 28,5,28,3,19,4862.67,4630.0,6000.0,4700.0,559.1,559.1,750.2,968.9
5 - 28,5,28,3,20,6805.81,6500.0,9000.0,6500.0,636.2,636.2,791.1,2354.6
5 - 28,5,28,3,21,8146.43,7880.0,9000.0,8179.0,360.4,360.4,569.9,383.3
5 - 28,5,28,3,22,8873.2,7000.0,9000.0,8399.0,277.4,277.4,564.2,326.1
5 - 28,5,28,3,23,8318.12,8218.0,9000.0,8299.93,269.7,269.7,385.4,362.7
5 - 28,5,28,3,24,6264.75,6014.0,6900.0,6900.0,350.4,350.4,419.8,558.0
5 - 29,5,29,4,1,4216.03,1000.0,5000.0,1000.0,56.1,56.1,362.5,68.9
5 - 29,5,29,4,2,3653.48,500.0,4752.0,4000.0,52.5,52.5,695.8,64.6
5 - 29,5,29,4,3,3624.91,501.0,3990.0,3930.0,98.5,98.5,677.9,137.1
5 - 29,5,29,4,4,3667.43,1017.0,4000.0,2000.0,90.2,90.2,762.7,116.7
5 - 29,5,29,4,5,3795.38,500.0,4179.87,502.0,125.7,125.7,699.2,140.4
5 - 29,5,29,4,6,3373.83,1017.0,4000.0,1017.0,57.2,57.2,587.3,95.8
5 - 29,5,29,4,7,3745.86,1090.0,4051.0,3500.0,137.6,137.6,307.2,151.0
5 - 29,5,29,4,8,4353.99,1328.02,5100.0,1328.02,73.7,73.7,2192.9,123.3
5 - 29,5,29,4,9,4201.09,1147.0,4539.0,1147.0,228.7,228.7,1130.9,263.3
5 - 29,5,29,4,10,3523.04,500.0,3691.0,1500.0,201.9,201.9,445.0,281.3
5 - 29,5,29,4,11,2396.89,2342.2,2799.0,2390.0,279.7,279.7,382.4,384.4
5 - 29,5,29,4,12,1274.17,700.12,1354.0,1302.0,466.9,466.9,877.7,525.1
5 - 29,5,29,4,13,273.88,200.0,400.0,270.0,364.1,364.1,1186.6,369.4
5 - 29,5,29,4,14,139.1,90.0,1000.0,100.0,432.6,432.6,857.9,444.6
5 - 29,5,29,4,15,108.42,70.0,370.0,199.0,372.5,372.5,849.2,529.5
5 - 29,5,29,4,16,116.34,78.0,490.0,80.0,325.3,325.3,894.5,462.4
5 - 29,5,29,4,17,167.43,105.0,999.0,399.0,351.8,351.8,1052.5,1310.6
5 - 29,5,29,4,18,1672.08,1499.5,3498.0,1632.0,363.7,363.7,675.0,509.1
5 - 29,5,29,4,19,3961.88,2600.0,4000.0,4000.0,313.1,313.1,474.9,363.7
5 - 29,5,29,4,20,5485.08,3768.0,5885.0,5883.67,254.5,254.5,5045.8,285.6
5 - 29,5,29,4,21,7533.66,6001.0,8100.0,7573.0,95.4,95.4,1848.4,109.4
5 - 29,5,29,4,22,8290.26,7003.0,8833.0,8199.0,92.8,92.8,1298.6,115.6
5 - 29,5,29,4,23,8039.78,3568.0,8578.98,8578.98,92.9,92.9,1291.7,115.0
5 - 29,5,29,4,24,6072.98,5900.0,6120.0,6118.99,129.6,129.6,613.4,155.7
5 - 30,5,30,5,1,5449.37,4801.0,5500.0,5399.99,39.7,39.7,189.1,66.9
5 - 30,5,30,5,2,4587.3,3500.0,4839.0,4190.0,33.7,33.7,765.7,58.2
5 - 30,5,30,5,3,3775.72,3000.0,3953.0,3798.99,32.5,32.5,909.2,58.3
5 - 30,5,30,5,4,3517.15,1890.0,3869.0,3569.99,32.8,32.8,1073.9,51.9
5 - 30,5,30,5,5,3570.63,1890.0,3799.0,3699.0,31.4,31.4,1048.8,53.9
5 - 30,5,30,5,6,4317.04,3800.0,4467.0,4279.0,44.9,44.9,875.5,77.1
5 - 30,5,30,5,7,5243.51,4000.0,5409.0,5298.0,67.3,67.3,656.5,89.9
5 - 30,5,30,5,8,3899.28,2500.0,3968.0,3869.0,118.2,118.2,755.3,124.6
5 - 30,5,30,5,9,3783.93,2500.0,3800.0,3798.0,117.2,117.2,385.6,139.3
5 - 30,5,30,5,10,2688.81,2000.0,2750.0,2698.97,135.7,135.7,354.7,151.0
5 - 30,5,30,5,11,2169.87,1000.0,2193.0,2193.0,127.0,127.0,750.6,147.2
5 - 30,5,30,5,12,73.54,50.0,182.0,59.0,96.8,96.8,755.4,106.1
5 - 30,5,30,5,13,67.0,35.0,172.0,69.89,93.9,93.9,970.3,96.3
5 - 30,5,30,5,14,85.02,35.0,198.0,67.0,103.0,103.0,898.3,123.8
5 - 30,5,30,5,15,28.57,10.0,147.0,40.0,140.6,140.6,957.5,141.3
5 - 30,5,30,5,16,26.29,10.0,144.0,32.78,159.2,159.2,1637.6,159.8
5 - 30,5,30,5,17,64.31,35.0,177.0,69.0,131.0,131.0,1203.3,141.1
5 - 30,5,30,5,18,264.53,40.0,542.0,300.0,196.2,196.2,1249.6,196.4
5 - 30,5,30,5,19,3151.34,1502.0,3500.0,3500.0,210.8,210.8,1136.6,215.3
5 - 30,5,30,5,20,4897.96,4190.0,5000.0,4999.98,267.0,267.0,1347.9,276.7
5 - 30,5,30,5,21,8066.18,7200.0,8100.0,8099.99,288.6,288.6,799.0,333.8
5 - 30,5,30,5,22,8322.14,7800.0,8600.0,8300.0,462.7,462.7,561.2,609.8
5 - 30,5,30,5,23,7996.12,7907.0,8000.0,7999.97,252.3,252.3,447.0,285.2
5 - 30,5,30,5,24,6475.74,6350.4,6480.0,6479.87,352.2,352.2,857.7,363.4
5 - 31,5,31,6,1,4375.85,4000.0,4400.0,4399.99,219.5,219.5,519.9,268.2
5 - 31,5,31,6,2,3935.74,3500.0,3956.01,3954.99,290.9,290.9,375.2,300.1
5 - 31,5,31,6,3,3236.93,3175.2,3242.0,3239.99,218.4,218.4,334.8,229.9
5 - 31,5,31,6,4,2999.29,2950.0,3000.0,2999.99,214.6,214.6,249.2,229.6
5 - 31,5,31,6,5,2996.74,2940.0,3000.0,3000.0,187.5,187.5,238.2,227.8
5 - 31,5,31,6,6,2997.32,2800.0,3001.01,3000.0,246.7,246.7,313.3,259.6
5 - 31,5,31,6,7,2530.43,2499.99,3000.0,2520.0,195.5,195.5,284.9,378.5
5 - 31,5,31,6,8,803.19,700.0,852.0,800.0,509.1,509.1,881.4,524.6
5 - 31,5,31,6,9,1951.96,1800.0,2002.0,1950.0,475.3,475.3,1471.1,505.8
5 - 31,5,31,6,10,1955.89,1913.01,2002.0,1950.0,506.5,506.5,2223.6,543.5
5 - 31,5,31,6,11,910.52,500.0,1000.0,1000.0,313.0,313.0,2042.1,321.2
5 - 31,5,31,6,12,51.43,20.0,53.0,53.0,406.0,406.0,1209.8,432.2
5 - 31,5,31,6,13,96.82,53.01,100.0,100.0,447.3,447.3,1223.6,472.7
5 - 31,5,31,6,14,97.06,50.0,100.0,100.0,492.2,492.2,1211.4,516.8
5 - 31,5,31,6,15,92.15,10.0,100.0,100.0,448.5,448.5,1466.0,455.8
5 - 31,5,31,6,16,163.82,50.0,196.0,196.0,419.3,419.3,1964.5,419.5
5 - 31,5,31,6,17,97.89,80.0,100.0,100.0,466.2,466.2,1389.4,505.1
5 - 31,5,31,6,18,431.8,200.0,2000.0,443.11,370.0,370.0,517.2,453.2
5 - 31,5,31,6,19,3826.5,3501.0,3900.0,3899.99,289.2,289.2,584.4,300.6
5 - 31,5,31,6,20,5330.12,5000.0,5371.0,5369.98,396.4,396.4,623.3,412.9
5 - 31,5,31,6,21,8024.06,6500.0,8100.0,8050.0,253.8,253.8,449.3,260.8
5 - 31,5,31,6,22,8661.94,7000.0,8900.0,8540.0,567.6,567.6,1069.0,959.1
5 - 31,5,31,6,23,7823.28,7498.56,7926.0,7799.98,417.1,417.1,739.9,470.9
5 - 31,5,31,6,24,6810.47,3443.88,6887.76,3443.88,299.9,299.9,660.6,302.1
6 - 1,6,1,7,1,5563.64,5000.0,5600.0,5573.51,105.6,105.6,171.5,110.1
6 - 1,6,1,7,2,5591.13,5498.0,5600.0,5594.98,236.1,236.1,268.5,270.3
6 - 1,6,1,7,3,5537.04,5000.0,5600.0,5600.0,205.9,205.9,251.9,224.9
6 - 1,6,1,7,4,5431.94,3600.0,5600.0,3600.0,94.5,94.5,402.2,105.1
6 - 1,6,1,7,5,5401.76,2784.53,5569.06,2784.53,103.7,103.7,432.2,114.3
6 - 1,6,1,7,6,5372.89,2800.0,5589.99,2800.0,91.0,91.0,420.4,98.3
6 - 1,6,1,7,7,5363.73,2786.96,5571.09,2786.96,95.8,95.8,434.6,104.6
6 - 1,6,1,7,8,3228.32,2500.0,3460.0,3394.0,90.8,90.8,793.6,110.9
6 - 1,6,1,7,9,1646.7,1000.0,1738.0,1551.0,153.4,153.4,804.0,170.1
6 - 1,6,1,7,10,480.38,200.0,535.0,525.0,177.4,177.4,498.7,183.4
6 - 1,6,1,7,11,493.29,295.0,570.0,548.0,151.0,151.0,436.3,158.2
6 - 1,6,1,7,12,3433.56,2500.0,3500.0,3199.9,141.2,141.2,443.3,150.7
6 - 1,6,1,7,13,3144.23,2500.0,4876.0,3097.99,164.1,164.1,303.3,171.2
6 - 1,6,1,7,14,2963.91,1500.0,3000.0,2987.0,155.4,155.4,336.3,164.3
6 - 1,6,1,7,15,1875.38,1599.99,1900.0,1895.4,132.0,132.0,890.1,165.6
6 - 1,6,1,7,16,848.97,763.0,924.0,924.0,149.4,149.4,286.2,162.0
6 - 1,6,1,7,17,2986.1,2850.0,3000.0,2992.81,157.1,157.1,317.3,177.5
6 - 1,6,1,7,18,4014.47,3001.1,4075.0,4074.8,82.3,82.3,263.0,92.4
6 - 1,6,1,7,19,7993.33,7000.0,8319.99,7599.0,106.8,106.8,631.5,113.3
6 - 1,6,1,7,20,8301.68,7501.1,8890.26,7506.0,130.5,130.5,736.0,178.7
6 - 1,6,1,7,21,8495.88,4444.55,8889.1,8500.0,149.3,149.3,504.6,154.0
6 - 1,6,1,7,22,8354.93,6895.0,8724.0,8250.0,167.3,167.3,972.3,169.7
6 - 1,6,1,7,23,8525.05,6088.17,8789.99,8599.99,162.2,162.2,614.9,162.9
6 - 1,6,1,7,24,6533.53,5500.0,6886.27,6886.24,168.7,168.7,2568.2,170.5
6 - 2,6,2,1,1,5554.87,5001.0,5559.42,5559.42,152.8,152.8,195.8,178.6
6 - 2,6,2,1,2,5153.69,4701.0,5244.0,4701.0,131.5,131.5,322.8,139.1
6 - 2,6,2,1,3,3948.14,3500.0,4001.0,4000.0,93.6,93.6,221.9,120.1
6 - 2,6,2,1,4,3937.56,3300.0,4001.0,4000.0,94.8,94.8,222.6,121.4
6 - 2,6,2,1,5,3978.85,3500.0,4020.0,4000.0,194.1,194.1,194.1,213.1
6 - 2,6,2,1,6,4339.88,4050.0,4359.0,4350.0,144.9,144.9,262.5,164.0
6 - 2,6,2,1,7,5407.79,5200.0,5500.0,5500.0,100.0,100.0,243.3,122.5
6 - 2,6,2,1,8,5681.37,5000.0,5930.0,5896.98,44.9,44.9,409.9,69.7
6 - 2,6,2,1,9,4417.83,2244.0,4488.0,4488.0,169.5,169.5,222.8,224.4
6 - 2,6,2,1,10,2688.38,2409.0,4999.0,3500.0,164.5,164.5,279.0,848.9
6 - 2,6,2,1,11,3139.39,2748.0,4000.0,4000.0,154.4,154.4,195.9,812.0
6 - 2,6,2,1,12,791.8,121.02,1795.0,121.02,314.4,314.4,797.3,5376.4
6 - 2,6,2,1,13,955.11,566.0,1900.0,609.01,294.2,294.2,516.0,2385.6
6 - 2,6,2,1,14,758.57,566.0,1499.0,577.0,300.0,300.0,494.0,1161.3
6 - 2,6,2,1,15,1829.24,1140.0,1900.0,1900.0,222.0,222.0,514.4,274.4
