Date,Month,Day,Day_of_week,Hour,Price,Min_Price,Max_Price,Last_Price,Vol_Sale,Vol_Buy,Decl_Sale,Decl_Buy
1 - 1,1,1,3,1,3476.08,3395.0,3499.97,3499.97,124.0,124.0,420.3,165.9
1 - 1,1,1,3,2,2892.18,2813.0,2900.0,2899.97,186.7,186.7,247.1,218.1
1 - 1,1,1,3,3,2431.4,2366.8,2440.0,2439.99,211.5,211.5,383.9,348.5
1 - 1,1,1,3,4,2238.05,1501.1,2250.01,2235.0,236.2,236.2,510.4,268.3
1 - 1,1,1,3,5,1928.91,1881.8,1940.01,1939.97,231.4,231.4,518.8,261.4
1 - 1,1,1,3,6,1989.85,1940.0,2000.01,1999.99,240.0,240.0,447.9,265.5
1 - 1,1,1,3,7,748.71,629.0,1999.99,750.0,229.5,229.5,312.8,258.6
1 - 1,1,1,3,8,1888.51,1819.0,1940.01,1939.3,256.4,256.4,561.3,281.2
1 - 1,1,1,3,9,955.08,749.0,6900.0,990.0,307.4,307.4,406.6,355.3
1 - 1,1,1,3,10,825.71,500.0,875.0,875.0,286.4,286.4,447.5,316.0
1 - 1,1,1,3,11,468.26,340.0,490.0,490.0,304.0,304.0,618.5,343.6
1 - 1,1,1,3,12,484.5,250.0,500.0,498.0,290.1,290.1,651.9,325.5
1 - 1,1,1,3,13,468.36,300.0,490.0,490.0,301.2,301.2,553.1,326.3
1 - 1,1,1,3,14,1151.14,899.0,1500.0,1500.0,203.2,203.2,353.9,457.7
1 - 1,1,1,3,15,3003.47,2579.99,5600.0,2637.0,152.4,152.4,209.3,440.2
1 - 1,1,1,3,16,4102.74,3498.99,4180.0,4179.97,192.2,192.2,543.8,240.5
1 - 1,1,1,3,17,5179.26,4760.0,5200.0,5200.0,192.5,192.5,297.4,236.8
1 - 1,1,1,3,18,8274.14,8051.0,8300.0,8299.0,164.6,164.6,414.9,203.0
1 - 1,1,1,3,19,8154.71,7000.0,8200.0,8199.9,155.9,155.9,364.3,184.7
1 - 1,1,1,3,20,6452.36,5000.0,6600.0,6599.9,203.0,203.0,454.1,274.9
1 - 1,1,1,3,21,6567.86,5601.0,6600.0,6598.0,225.9,225.9,730.8,299.5
1 - 1,1,1,3,22,5958.3,5800.6,5980.0,5969.99,211.3,211.3,544.1,243.7
1 - 1,1,1,3,23,4160.01,4054.6,4179.99,4179.98,250.8,250.8,398.4,353.7
1 - 1,1,1,3,24,3952.13,3850.9,3969.99,3969.99,163.8,163.8,472.7,208.4
1 - 2,1,2,4,1,2490.62,2450.0,2498.57,2498.57,84.7,84.7,299.6,100.9
1 - 2,1,2,4,2,2662.36,2624.0,2663.99,2663.98,150.3,150.3,361.6,164.4
1 - 2,1,2,4,3,1998.69,1960.0,1999.99,1999.98,189.9,189.9,486.3,199.2
1 - 2,1,2,4,4,1188.5,1100.0,1198.99,1195.0,181.1,181.1,414.5,196.8
1 - 2,1,2,4,5,1998.49,1950.0,1999.99,1999.98,173.7,173.7,574.8,182.1
1 - 2,1,2,4,6,2487.46,2000.0,2499.99,2490.0,171.6,171.6,343.2,175.6
1 - 2,1,2,4,7,3995.85,3950.0,3998.57,3998.57,90.0,90.0,378.1,105.9
1 - 2,1,2,4,8,5374.42,5300.0,5380.0,5380.0,109.9,109.9,331.2,136.4
1 - 2,1,2,4,9,4678.51,4640.0,4680.0,4679.99,157.6,157.6,229.5,217.4
1 - 2,1,2,4,10,4995.64,4950.0,5000.0,4999.95,177.7,177.7,379.5,228.2
1 - 2,1,2,4,11,4394.9,4300.0,4400.0,4399.99,177.7,177.7,426.3,285.0
1 - 2,1,2,4,12,4646.51,4200.0,4650.0,4649.0,123.3,123.3,301.6,206.5
1 - 2,1,2,4,13,4344.19,4300.0,4348.57,4348.57,121.8,121.8,429.7,195.2
1 - 2,1,2,4,14,4642.3,2650.0,4650.0,2650.0,110.5,110.5,296.3,162.1
1 - 2,1,2,4,15,5514.9,5000.0,5567.0,5567.0,88.7,88.7,400.6,125.8
1 - 2,1,2,4,16,5491.37,5389.99,5500.0,5499.99,130.6,130.6,478.1,168.2
1 - 2,1,2,4,17,5560.88,5497.0,5566.31,5566.31,185.4,185.4,328.2,269.1
1 - 2,1,2,4,18,8144.58,7000.0,8200.0,8199.97,137.4,137.4,461.5,146.8
1 - 2,1,2,4,19,8113.54,7000.0,8200.0,8199.97,101.5,101.5,420.8,168.4
1 - 2,1,2,4,20,7066.43,6000.0,7099.99,7099.0,152.4,152.4,616.9,231.9
1 - 2,1,2,4,21,6586.07,5000.0,6599.99,6599.93,154.5,154.5,775.3,183.1
1 - 2,1,2,4,22,5957.54,5860.4,5979.99,5979.96,187.8,187.8,723.0,272.0
1 - 2,1,2,4,23,4969.03,4880.4,4980.0,4979.97,263.2,263.2,489.3,373.4
1 - 2,1,2,4,24,4767.95,4700.0,4780.0,4740.0,153.5,153.5,548.1,226.6
1 - 3,1,3,5,1,3794.19,3750.0,3800.0,3798.0,248.1,248.1,396.9,268.2
1 - 3,1,3,5,2,2515.8,2450.0,3000.0,2500.0,223.2,223.2,297.4,331.7
1 - 3,1,3,5,3,2017.85,1996.9,2500.0,2000.0,228.6,228.6,302.3,286.5
1 - 3,1,3,5,4,2009.54,1975.01,2300.0,1999.0,204.1,204.1,311.5,226.2
1 - 3,1,3,5,5,1986.08,1000.0,1999.99,1975.99,171.7,171.7,297.4,191.1
1 - 3,1,3,5,6,2489.93,2402.0,2496.93,2496.93,119.1,119.1,264.9,133.2
1 - 3,1,3,5,7,3913.95,3877.0,3916.93,3916.93,95.5,95.5,432.0,116.9
1 - 3,1,3,5,8,5373.15,5323.0,5380.0,5379.98,140.7,140.7,327.2,155.3
1 - 3,1,3,5,9,6180.11,5198.0,6200.0,6199.98,119.6,119.6,227.5,142.2
1 - 3,1,3,5,10,6791.01,5778.0,6837.52,6837.51,131.0,131.0,323.1,164.8
1 - 3,1,3,5,11,6198.58,6102.0,6200.0,6198.0,238.3,238.3,344.7,261.5
1 - 3,1,3,5,12,5562.53,5510.0,5564.71,5540.0,241.6,241.6,398.8,312.8
1 - 3,1,3,5,13,5558.35,5498.0,5565.85,5565.85,196.6,196.6,338.9,248.2
1 - 3,1,3,5,14,5593.77,5515.0,5600.0,5600.0,206.9,206.9,298.9,260.9
1 - 3,1,3,5,15,5588.2,5506.0,5600.0,5589.89,315.1,315.1,534.2,352.9
1 - 3,1,3,5,16,5564.76,5002.0,5600.0,5320.0,180.4,180.4,508.9,229.2
1 - 3,1,3,5,17,5557.16,4900.0,5600.0,4900.0,199.8,199.8,515.5,251.9
1 - 3,1,3,5,18,7808.96,7014.0,8000.0,7600.0,138.0,138.0,666.2,219.1
1 - 3,1,3,5,19,7759.4,7014.0,7900.0,7899.95,166.0,166.0,1388.6,246.5
1 - 3,1,3,5,20,6949.33,6400.0,6975.0,6973.99,255.0,255.0,554.0,271.8
1 - 3,1,3,5,21,6966.93,6835.5,6975.0,6973.99,271.1,271.1,611.1,315.8
1 - 3,1,3,5,22,5953.24,5150.0,5980.0,5978.99,309.3,309.3,597.9,353.4
1 - 3,1,3,5,23,5946.17,5681.0,5979.99,5978.99,211.7,211.7,610.4,319.8
1 - 3,1,3,5,24,6166.22,5890.0,6199.99,6198.9,136.8,136.8,732.3,180.2
1 - 4,1,4,6,1,4289.76,4260.0,4304.0,4303.9,133.0,133.0,352.4,139.8
1 - 4,1,4,6,2,3901.55,3870.0,3919.99,3912.97,130.7,130.7,367.3,155.6
1 - 4,1,4,6,3,3887.3,3850.0,3903.99,3894.99,136.7,136.7,464.2,160.0
1 - 4,1,4,6,4,2880.59,2790.0,2889.99,2882.97,119.9,119.9,375.2,129.6
1 - 4,1,4,6,5,2668.01,2630.0,2677.99,2670.96,118.4,118.4,406.1,123.5
1 - 4,1,4,6,6,3903.04,3770.0,3919.99,3770.0,109.3,109.3,445.4,114.5
1 - 4,1,4,6,7,3901.68,3850.0,3912.97,3912.9,85.5,85.5,727.9,91.0
1 - 4,1,4,6,8,4560.05,3575.0,4584.0,4583.99,118.3,118.3,403.3,135.4
1 - 4,1,4,6,9,6165.11,3038.0,6200.02,3038.0,125.7,125.7,357.7,137.0
1 - 4,1,4,6,10,6162.05,5600.1,6200.0,6137.99,94.0,94.0,455.6,107.1
1 - 4,1,4,6,11,4563.93,4500.0,4584.0,4576.97,165.9,165.9,561.0,288.8
1 - 4,1,4,6,12,3954.49,3910.0,3969.0,3961.97,130.1,130.1,867.7,154.9
1 - 4,1,4,6,13,3095.2,2990.0,3141.97,3137.0,138.7,138.7,838.9,175.3
1 - 4,1,4,6,14,3919.33,3768.0,3970.0,3962.97,185.9,185.9,732.8,238.2
1 - 4,1,4,6,15,4881.16,4000.1,4980.0,4880.4,220.4,220.4,532.3,235.2
1 - 4,1,4,6,16,5504.56,5288.0,5567.5,5567.42,202.7,202.7,400.2,209.7
1 - 4,1,4,6,17,5534.99,5300.0,5600.0,5499.99,173.4,173.4,396.2,224.0
1 - 4,1,4,6,18,8871.02,8495.4,8953.0,8942.61,309.2,309.2,385.2,366.3
1 - 4,1,4,6,19,8353.21,7980.0,8410.0,8400.0,333.1,333.1,364.0,356.4
1 - 4,1,4,6,20,8731.52,7000.0,8918.54,8918.51,246.2,246.2,494.5,264.3
1 - 4,1,4,6,21,8578.33,7000.0,8947.11,8768.17,160.3,160.3,741.5,229.1
1 - 4,1,4,6,22,7491.55,6000.0,7899.99,7742.0,121.5,121.5,657.4,141.7
1 - 4,1,4,6,23,6070.13,5001.0,6180.0,6172.0,203.1,203.1,668.1,308.7
1 - 4,1,4,6,24,6637.57,5000.0,6851.43,6505.0,117.2,117.2,625.6,122.2
1 - 5,1,5,7,1,4665.33,2745.0,4744.53,2745.0,97.1,97.1,368.5,112.2
1 - 5,1,5,7,2,4240.43,4000.0,4318.99,4276.7,89.2,89.2,668.9,98.4
1 - 5,1,5,7,3,3848.63,3500.0,3919.51,3919.51,108.6,108.6,695.4,116.1
1 - 5,1,5,7,4,3843.05,3500.0,3881.0,3880.5,96.7,96.7,1015.2,102.6
1 - 5,1,5,7,5,3840.69,3500.0,3881.0,3880.75,79.8,79.8,1005.9,89.2
1 - 5,1,5,7,6,4167.31,2101.61,4245.95,2101.61,74.0,74.0,788.7,78.0
1 - 5,1,5,7,7,4248.45,4000.0,4319.53,4319.53,75.9,75.9,706.3,90.0
1 - 5,1,5,7,8,4535.19,4499.0,4543.53,4543.0,124.6,124.6,387.9,154.0
1 - 5,1,5,7,9,4654.19,4500.0,4679.99,4679.9,137.1,137.1,333.2,190.2
1 - 5,1,5,7,10,3936.98,3890.0,3942.99,3942.98,236.2,236.2,454.6,284.0
1 - 5,1,5,7,11,2843.66,2000.1,2850.01,2000.1,272.1,272.1,655.1,313.5
1 - 5,1,5,7,12,2800.53,2700.0,2819.01,2819.0,222.1,222.1,882.0,285.8
1 - 5,1,5,7,13,2837.53,2700.0,2850.01,2850.0,216.6,216.6,780.5,273.5
1 - 5,1,5,7,14,2975.58,2800.0,2998.01,2997.94,223.0,223.0,567.7,268.5
1 - 5,1,5,7,15,3930.71,3850.0,3943.01,3937.0,207.5,207.5,663.4,318.6
1 - 5,1,5,7,16,5511.75,5050.0,5521.0,5521.0,180.6,180.6,200.6,227.0
1 - 5,1,5,7,17,5593.17,5435.0,5600.0,5600.0,206.1,206.1,206.1,245.1
1 - 5,1,5,7,18,8597.63,8428.0,8610.0,8599.97,284.2,284.2,565.6,322.0
1 - 5,1,5,7,19,8086.97,7938.0,8110.0,8100.0,268.0,268.0,507.0,292.7
1 - 5,1,5,7,20,7207.72,6000.1,7236.0,7226.29,230.1,230.1,533.2,247.2
1 - 5,1,5,7,21,6766.47,6664.0,6810.0,6700.0,217.6,217.6,438.3,281.3
1 - 5,1,5,7,22,6672.1,3700.0,6890.0,6790.0,247.1,247.1,496.7,306.0
1 - 5,1,5,7,23,4925.37,4800.0,4990.0,4979.93,319.9,319.9,693.0,461.0
1 - 5,1,5,7,24,5157.83,5000.0,5179.99,5177.99,182.6,182.6,595.3,261.1
1 - 6,1,6,1,1,3913.23,3875.2,3916.93,3916.93,91.2,91.2,236.7,134.0
1 - 6,1,6,1,2,2670.42,2628.0,2678.0,2678.0,166.6,166.6,400.6,184.9
1 - 6,1,6,1,3,2491.93,2450.0,2500.0,2496.93,158.8,158.8,540.1,178.7
1 - 6,1,6,1,4,1991.98,1950.0,2000.0,1996.93,159.2,159.2,548.0,180.8
1 - 6,1,6,1,5,1990.4,1950.0,2000.0,1996.93,131.3,131.3,561.1,153.0
1 - 6,1,6,1,6,2488.92,2450.0,2500.0,2496.93,108.6,108.6,381.1,122.8
1 - 6,1,6,1,7,2878.13,2840.0,2890.0,2886.93,93.3,93.3,278.0,115.2
1 - 6,1,6,1,8,4672.07,4630.0,4680.0,4679.96,132.3,132.3,487.3,168.8
1 - 6,1,6,1,9,6575.55,2800.0,6800.0,6799.98,94.9,94.9,319.7,115.5
1 - 6,1,6,1,10,6744.49,2900.0,6900.0,6899.0,136.2,136.2,394.1,152.5
1 - 6,1,6,1,11,6755.92,2900.0,6899.99,6899.95,143.5,143.5,407.4,162.4
1 - 6,1,6,1,12,5586.08,2744.0,5600.0,5599.98,510.8,510.8,597.4,554.1
1 - 6,1,6,1,13,5596.66,5100.0,5600.0,5599.0,392.2,392.2,439.3,492.9
1 - 6,1,6,1,14,5596.81,5432.0,5600.0,5599.98,424.2,424.2,601.2,541.1
1 - 6,1,6,1,15,5595.12,2744.0,5600.0,2744.0,479.2,479.2,588.7,580.3
1 - 6,1,6,1,16,5555.29,1600.0,5600.0,5400.0,239.9,239.9,440.5,249.7
1 - 6,1,6,1,17,5542.26,1600.0,5600.0,5599.95,222.2,222.2,390.5,231.3
1 - 6,1,6,1,18,8550.68,7100.1,8696.89,8696.83,249.3,249.3,1359.0,280.6
1 - 6,1,6,1,19,8014.03,3969.0,8100.0,8096.93,248.8,248.8,699.9,271.4
1 - 6,1,6,1,20,8437.32,7000.0,8596.93,8596.8,151.8,151.8,867.0,172.2
1 - 6,1,6,1,21,7774.15,6500.0,7896.93,7896.92,170.9,170.9,902.1,181.4
1 - 6,1,6,1,22,6714.65,4800.0,6800.0,4800.0,253.7,253.7,964.1,357.2
1 - 6,1,6,1,23,5909.88,4500.1,5980.01,5975.0,275.9,275.9,754.2,425.1
1 - 6,1,6,1,24,6190.18,6106.0,6199.99,6199.99,201.5,201.5,602.8,276.1
1 - 7,1,7,2,1,3901.03,3850.0,3920.0,3850.0,114.1,114.1,448.3,133.2
1 - 7,1,7,2,2,2995.0,2902.01,3000.0,2999.98,124.8,124.8,362.2,140.3
1 - 7,1,7,2,3,2489.26,2402.01,2500.0,2490.74,188.6,188.6,488.0,268.7
1 - 7,1,7,2,4,2484.0,2400.0,2500.0,2400.0,138.4,138.4,481.1,168.5
1 - 7,1,7,2,5,2482.39,2400.01,2500.0,2499.97,137.0,137.0,575.7,172.5
1 - 7,1,7,2,6,2872.58,2792.01,2890.0,2889.98,119.5,119.5,466.1,141.3
1 - 7,1,7,2,7,3853.93,3750.1,3889.0,3888.97,110.7,110.7,720.3,141.2
1 - 7,1,7,2,8,3975.67,3902.0,4000.0,3999.96,154.3,154.3,465.0,198.6
1 - 7,1,7,2,9,6378.79,6270.0,6400.0,6399.97,150.3,150.3,365.7,175.6
1 - 7,1,7,2,10,6787.43,6664.0,6800.0,6799.99,199.1,199.1,398.3,243.1
1 - 7,1,7,2,11,5860.14,5755.0,5880.0,5785.01,226.0,226.0,569.9,254.6
1 - 7,1,7,2,12,4627.31,4000.0,4650.0,4639.67,220.6,220.6,626.1,260.8
1 - 7,1,7,2,13,4319.89,4220.0,4350.0,4250.0,300.2,300.2,787.9,352.7
1 - 7,1,7,2,14,4788.81,4704.0,4800.0,4799.98,283.0,283.0,598.8,369.3
1 - 7,1,7,2,15,5563.1,5456.72,5600.0,5568.09,280.7,280.7,420.3,344.4
1 - 7,1,7,2,16,5588.61,5488.0,5600.0,5599.94,290.5,290.5,482.2,351.4
1 - 7,1,7,2,17,5593.76,5488.0,5600.0,5600.0,318.5,318.5,364.1,363.2
1 - 7,1,7,2,18,8487.92,8010.0,8600.0,8550.0,147.4,147.4,1221.3,193.3
1 - 7,1,7,2,19,8083.02,7938.0,8100.0,8100.0,365.8,365.8,526.5,486.0
1 - 7,1,7,2,20,7519.39,7389.2,7540.0,7540.0,271.3,271.3,435.6,314.6
1 - 7,1,7,2,21,7071.75,6949.18,7091.0,7090.99,276.5,276.5,618.2,360.9
1 - 7,1,7,2,22,6674.21,6501.0,6701.0,6629.99,288.4,288.4,786.8,350.9
1 - 7,1,7,2,23,5903.35,5500.0,5980.0,5950.0,237.6,237.6,893.6,339.6
1 - 7,1,7,2,24,5166.2,5076.4,5180.0,5179.98,176.3,176.3,652.0,221.1
1 - 8,1,8,3,1,3886.12,3840.0,3888.99,3888.98,153.5,153.5,438.3,195.4
1 - 8,1,8,3,2,3844.41,3800.0,3879.98,3841.2,145.2,145.2,793.9,222.6
1 - 8,1,8,3,3,2863.36,2100.0,2889.99,2861.1,206.9,206.9,892.6,333.2
1 - 8,1,8,3,4,2655.72,2000.0,2677.99,2651.22,195.2,195.2,944.2,262.4
1 - 8,1,8,3,5,2655.3,2620.0,2677.99,2651.22,193.7,193.7,900.6,260.3
1 - 8,1,8,3,6,3829.24,3501.2,3879.98,3841.2,144.9,144.9,953.0,230.1
1 - 8,1,8,3,7,4287.25,4242.0,4288.99,4288.95,151.3,151.3,978.4,182.3
1 - 8,1,8,3,8,5298.77,5260.5,5300.0,5299.98,196.4,196.4,515.6,303.4
1 - 8,1,8,3,9,6873.78,6835.3,6875.3,6875.28,239.0,239.0,428.8,341.8
1 - 8,1,8,3,10,6896.94,6850.03,6900.0,6900.0,397.7,397.7,519.7,500.3
1 - 8,1,8,3,11,6587.16,6515.5,6600.0,6599.99,224.9,224.9,647.8,288.1
1 - 8,1,8,3,12,5231.86,5177.0,5250.0,5249.98,279.0,279.0,688.5,402.3
1 - 8,1,8,3,13,4625.88,4550.0,4650.0,4649.87,332.5,332.5,869.3,376.7
1 - 8,1,8,3,14,4978.88,4897.0,5600.0,4980.0,417.6,417.6,710.9,474.0
1 - 8,1,8,3,15,5587.26,5000.0,5600.0,5580.0,425.6,425.6,719.4,513.6
1 - 8,1,8,3,16,5595.75,5006.0,5600.0,5599.96,459.5,459.5,766.8,527.9
1 - 8,1,8,3,17,5594.08,5500.0,5600.0,5543.41,500.7,500.7,562.8,604.3
1 - 8,1,8,3,18,8839.06,8705.01,8950.0,8950.0,207.8,207.8,1499.5,284.6
1 - 8,1,8,3,19,8734.8,8004.12,8937.9,8696.0,171.2,171.2,1479.5,471.2
1 - 8,1,8,3,20,8832.97,8750.0,8940.21,8835.83,179.6,179.6,1298.4,249.7
1 - 8,1,8,3,21,8276.41,8199.99,8355.87,8271.6,143.7,143.7,1019.6,163.5
1 - 8,1,8,3,22,8073.12,7800.0,8093.96,8092.0,170.4,170.4,1347.8,228.7
1 - 8,1,8,3,23,5577.28,4501.0,5599.99,5599.96,198.7,198.7,689.8,348.7
1 - 8,1,8,3,24,6787.91,5500.99,6875.13,5500.99,178.6,178.6,1534.0,237.7
1 - 9,1,9,4,1,4650.26,4000.0,4732.0,4729.0,73.7,73.7,660.0,78.8
1 - 9,1,9,4,2,4260.46,3022.6,4317.98,3022.6,127.3,127.3,835.4,140.1
1 - 9,1,9,4,3,4282.11,4235.0,4317.98,4274.81,94.6,94.6,751.3,107.3
1 - 9,1,9,4,4,3833.58,3380.0,3879.98,3841.19,116.5,116.5,1142.7,128.7
1 - 9,1,9,4,5,4269.64,3831.0,4317.98,3831.0,119.8,119.8,1149.7,132.4
1 - 9,1,9,4,6,4274.15,4235.0,4280.0,4276.8,88.6,88.6,831.4,109.9
1 - 9,1,9,4,7,4710.8,4245.0,4739.67,4731.65,90.8,90.8,732.4,103.8
1 - 9,1,9,4,8,6800.37,6000.11,6875.37,6875.37,88.5,88.5,520.7,102.4
1 - 9,1,9,4,9,6864.39,6799.0,6900.0,6800.0,157.8,157.8,361.9,180.0
1 - 9,1,9,4,10,6896.29,6000.1,6900.0,6830.0,249.7,249.7,439.9,286.6
1 - 9,1,9,4,11,6646.45,6552.0,6650.01,6649.9,227.3,227.3,669.8,289.9
1 - 9,1,9,4,12,4977.79,4930.2,5400.0,4979.8,240.4,240.4,568.2,266.6
1 - 9,1,9,4,13,4538.62,4000.0,4600.0,4589.0,180.2,180.2,687.5,191.5
1 - 9,1,9,4,14,4989.52,4930.5,5600.0,4979.8,212.5,212.5,550.2,280.0
1 - 9,1,9,4,15,5549.41,5150.05,5564.8,5563.0,300.0,300.0,504.9,319.3
1 - 9,1,9,4,16,5594.55,5250.1,5600.0,5599.94,343.6,343.6,718.2,359.3
1 - 9,1,9,4,17,5591.72,5487.99,5600.0,5599.89,330.5,330.5,631.6,343.4
1 - 9,1,9,4,18,8070.67,7102.0,8190.0,8035.0,128.7,128.7,1196.7,233.9
1 - 9,1,9,4,19,7871.82,7200.0,8001.0,7839.48,135.2,135.2,694.4,177.2
1 - 9,1,9,4,20,8063.82,7922.0,8115.0,8114.4,127.7,127.7,965.7,147.8
1 - 9,1,9,4,21,7169.31,7116.12,7189.0,7187.93,195.1,195.1,748.9,250.9
1 - 9,1,9,4,22,6778.74,6700.0,6789.98,6789.98,181.4,181.4,684.3,262.7
1 - 9,1,9,4,23,5555.39,5386.0,5580.01,5579.97,270.5,270.5,670.2,350.5
1 - 9,1,9,4,24,6851.77,6700.0,6876.95,6876.95,140.4,140.4,865.6,231.7
1 - 10,1,10,5,1,4284.07,4220.0,4315.57,4264.99,89.3,89.3,722.2,105.9
1 - 10,1,10,5,2,3849.89,3805.0,3876.57,3876.56,86.2,86.2,860.8,109.9
1 - 10,1,10,5,3,2847.83,2745.5,2880.0,2861.1,85.2,85.2,785.5,99.3
1 - 10,1,10,5,4,2478.14,2390.0,2500.01,2475.0,130.9,130.9,855.7,146.6
1 - 10,1,10,5,5,2478.34,2457.0,2499.96,2475.0,127.2,127.2,1004.2,144.8
1 - 10,1,10,5,6,3466.05,3410.0,3497.56,3465.0,103.1,103.1,872.3,123.9
1 - 10,1,10,5,7,3981.9,3948.0,3999.96,3999.95,178.7,178.7,904.4,195.1
1 - 10,1,10,5,8,5379.08,5341.01,5380.0,5379.97,302.0,302.0,838.5,363.3
1 - 10,1,10,5,9,6799.48,6757.05,6800.0,6799.95,301.7,301.7,561.7,325.1
1 - 10,1,10,5,10,6899.72,6861.0,6900.0,6900.0,502.0,502.0,583.3,630.2
1 - 10,1,10,5,11,6887.0,6761.9,6900.0,6899.0,236.4,236.4,409.6,262.3
1 - 10,1,10,5,12,5599.89,5580.0,5600.0,5580.0,701.6,701.6,756.4,897.0
1 - 10,1,10,5,13,5589.55,5488.0,5600.0,5600.0,259.0,259.0,511.3,440.8
1 - 10,1,10,5,14,5593.72,5502.0,5600.0,5600.0,291.9,291.9,433.3,580.1
1 - 10,1,10,5,15,5587.04,5000.0,5600.0,5600.0,373.5,373.5,455.6,581.3
1 - 10,1,10,5,16,5576.54,5000.0,5600.0,5599.99,208.3,208.3,600.9,277.4
1 - 10,1,10,5,17,5577.85,5000.0,5600.0,5597.0,189.8,189.8,362.2,291.7
1 - 10,1,10,5,18,7908.86,7000.1,7997.57,7829.0,164.9,164.9,903.5,258.5
1 - 10,1,10,5,19,7798.71,6500.0,7897.57,7200.0,139.5,139.5,1048.7,191.5
1 - 10,1,10,5,20,7752.14,6500.0,7860.0,7200.0,104.9,104.9,1144.3,130.3
1 - 10,1,10,5,21,6782.39,6664.0,6800.0,6799.99,295.0,295.0,840.6,379.8
1 - 10,1,10,5,22,6525.26,6450.0,6542.98,6542.57,248.0,248.0,1063.6,306.5
1 - 10,1,10,5,23,5547.19,5468.0,5580.0,5579.99,321.3,321.3,594.8,422.3
1 - 10,1,10,5,24,6766.81,6606.1,6799.96,6789.94,124.5,124.5,843.3,167.7
1 - 11,1,11,6,1,5514.88,5000.0,5539.54,5483.99,66.7,66.7,468.3,90.3
1 - 11,1,11,6,2,5124.99,5100.0,5128.2,5101.0,95.5,95.5,732.0,125.7
1 - 11,1,11,6,3,4681.66,4051.0,4697.55,4688.8,103.4,103.4,924.3,131.8
1 - 11,1,11,6,4,4260.93,4060.0,4264.92,4259.0,97.7,97.7,936.8,126.3
1 - 11,1,11,6,5,4259.28,4101.0,4264.92,4262.99,94.1,94.1,738.4,116.9
1 - 11,1,11,6,6,4694.01,4648.0,4697.55,4695.99,98.9,98.9,696.5,119.3
1 - 11,1,11,6,7,5118.99,4785.0,5128.2,5128.2,86.7,86.7,816.7,103.7
1 - 11,1,11,6,8,5361.96,5180.0,5380.0,5374.99,200.9,200.9,776.8,224.6
1 - 11,1,11,6,9,5839.13,5500.0,6039.0,5829.98,86.0,86.0,974.5,100.0
1 - 11,1,11,6,10,6478.62,3400.0,6732.0,6299.99,98.9,98.9,936.7,111.4
1 - 11,1,11,6,11,5800.89,5460.0,5860.01,5785.0,218.7,218.7,783.6,258.0
1 - 11,1,11,6,12,5062.93,4500.0,5250.0,5200.0,289.1,289.1,1684.1,315.5
1 - 11,1,11,6,13,4508.83,4000.0,4650.01,4449.5,352.3,352.3,1078.1,386.8
1 - 11,1,11,6,14,4487.95,3999.0,4650.01,4449.5,335.0,335.0,1171.0,350.1
1 - 11,1,11,6,15,5342.19,5011.0,5560.0,5550.0,146.4,146.4,2411.7,168.9
1 - 11,1,11,6,16,5308.07,5002.0,5561.0,5430.0,126.2,126.2,2510.0,146.5
1 - 11,1,11,6,17,5598.02,5557.0,5600.0,5595.0,329.9,329.9,434.9,355.8
1 - 11,1,11,6,18,8838.56,7754.0,9000.0,8859.0,160.7,160.7,954.0,194.6
1 - 11,1,11,6,19,8697.73,8000.0,8940.0,8899.88,76.0,76.0,1384.9,119.4
1 - 11,1,11,6,20,8889.09,8700.69,8940.0,8900.0,138.2,138.2,556.4,191.4
1 - 11,1,11,6,21,8895.05,8147.0,8947.64,8900.0,237.1,237.1,925.3,281.7
1 - 11,1,11,6,22,8732.2,5900.0,8938.0,5900.0,163.2,163.2,2310.1,263.6
1 - 11,1,11,6,23,6747.77,5801.0,6790.0,6788.0,197.2,197.2,573.7,337.5
1 - 11,1,11,6,24,6825.75,6650.0,6860.0,6859.0,101.8,101.8,676.1,141.9
1 - 12,1,12,7,1,5369.44,5302.0,5396.23,5396.0,83.5,83.5,599.8,108.5
1 - 12,1,12,7,2,5148.93,5080.0,5176.22,5175.0,76.5,76.5,833.8,112.4
1 - 12,1,12,7,3,4298.08,4225.1,4314.22,4314.0,82.9,82.9,889.1,104.5
1 - 12,1,12,7,4,3849.63,3700.0,3868.22,3868.0,85.3,85.3,1049.6,102.9
1 - 12,1,12,7,5,3853.47,3800.0,3868.22,3868.0,65.3,65.3,1084.9,84.0
1 - 12,1,12,7,6,4275.4,4210.0,4304.22,4303.0,69.3,69.3,992.5,89.0
1 - 12,1,12,7,7,4260.8,4057.0,4304.22,4300.0,80.0,80.0,1005.4,97.4
1 - 12,1,12,7,8,4664.56,4630.0,4676.23,4669.9,96.1,96.1,750.7,120.9
1 - 12,1,12,7,9,4665.94,4585.1,4680.0,4676.0,128.4,128.4,403.9,153.9
1 - 12,1,12,7,10,4793.37,4750.0,4800.01,4799.99,255.8,255.8,693.7,313.4
1 - 12,1,12,7,11,3186.86,3140.0,3190.01,3190.0,296.4,296.4,542.4,411.5
1 - 12,1,12,7,12,2888.66,2833.0,4890.0,2890.0,358.8,358.8,810.7,471.9
1 - 12,1,12,7,13,2887.65,2832.2,4650.0,2890.0,351.3,351.3,783.6,457.6
1 - 12,1,12,7,14,3493.89,3440.12,3500.01,3500.0,371.0,371.0,722.5,471.1
