Month,Day,Hour,Temperature_2m,Shortwave_Radiation
11,4,19,9.2,0.0
11,4,20,8.7,0.0
11,4,21,8.0,0.0
11,4,22,7.7,0.0
11,4,23,7.2,0.0
11,5,0,7.2,0.0
11,5,1,7.2,0.0
11,5,2,7.1,0.0
11,5,3,7.5,0.0
11,5,4,7.3,0.0
11,5,5,7.3,0.0
11,5,6,7.0,0.0
11,5,7,6.8,0.0
11,5,8,6.8,0.0
11,5,9,6.8,5.0
11,5,10,7.0,24.0
11,5,11,6.9,39.0
11,5,12,7.2,49.0
11,5,13,7.2,38.0
11,5,14,7.3,45.0
11,5,15,7.9,53.0
11,5,16,8.0,39.0
11,5,17,8.1,12.0
11,5,18,8.4,3.0
11,5,19,8.4,0.0
11,5,20,8.3,0.0
11,5,21,8.1,0.0
11,5,22,8.2,0.0
11,5,23,8.2,0.0
11,6,0,8.2,0.0
11,6,1,8.3,0.0
11,6,2,8.1,0.0
11,6,3,8.2,0.0
11,6,4,8.1,0.0
11,6,5,7.7,0.0
11,6,6,7.4,0.0
11,6,7,7.3,0.0
11,6,8,7.4,0.0
11,6,9,7.3,8.0
11,6,10,7.9,38.0
11,6,11,8.1,42.0
11,6,12,8.4,63.0
11,6,13,8.9,102.0
11,6,14,9.2,109.0
11,6,15,9.4,104.0
11,6,16,9.3,86.0
11,6,17,9.0,71.0
11,6,18,8.4,9.0
11,6,19,7.6,0.0
11,6,20,6.6,0.0
11,6,21,5.7,0.0
11,6,22,5.6,0.0
11,6,23,5.6,0.0
11,7,0,5.2,0.0
11,7,1,4.8,0.0
11,7,2,4.8,0.0
11,7,3,4.9,0.0
11,7,4,4.8,0.0
11,7,5,5.1,0.0
11,7,6,5.3,0.0
11,7,7,5.6,0.0
11,7,8,5.7,0.0
11,7,9,5.6,10.0
11,7,10,6.1,43.0
11,7,11,6.6,86.0
11,7,12,6.5,124.0
11,7,13,6.9,116.0
11,7,14,7.1,106.0
11,7,15,7.2,106.0
11,7,16,7.2,57.0
11,7,17,7.2,30.0
11,7,18,6.8,6.0
11,7,19,6.5,0.0
11,7,20,6.3,0.0
11,7,21,5.9,0.0
11,7,22,5.7,0.0
11,7,23,5.4,0.0
11,8,0,5.1,0.0
11,8,1,4.9,0.0
11,8,2,4.7,0.0
11,8,3,4.7,0.0
11,8,4,4.7,0.0
11,8,5,4.7,0.0
11,8,6,4.7,0.0
11,8,7,4.9,0.0
11,8,8,5.0,0.0
11,8,9,5.2,8.0
11,8,10,5.8,38.0
11,8,11,6.2,46.0
11,8,12,6.2,74.0
11,8,13,6.9,83.0
11,8,14,7.1,94.0
11,8,15,7.7,75.0
11,8,16,7.8,79.0
11,8,17,7.7,29.0
11,8,18,7.5,5.0
11,8,19,7.4,0.0
11,8,20,7.5,0.0
11,8,21,7.6,0.0
11,8,22,7.8,0.0
11,8,23,7.9,0.0
11,9,0,8.2,0.0
11,9,1,8.3,0.0
11,9,2,8.4,0.0
11,9,3,8.5,0.0
11,9,4,8.6,0.0
11,9,5,8.7,0.0
11,9,6,8.8,0.0
11,9,7,8.9,0.0
11,9,8,8.9,0.0
11,9,9,8.9,6.0
11,9,10,9.1,41.0
11,9,11,9.1,64.0
11,9,12,9.0,97.0
11,9,13,9.7,102.0
11,9,14,10.1,89.0
11,9,15,10.5,59.0
11,9,16,10.6,47.0
11,9,17,10.5,35.0
11,9,18,10.2,6.0
11,9,19,9.9,0.0
11,9,20,9.5,0.0
11,9,21,9.0,0.0
11,9,22,8.8,0.0
11,9,23,8.3,0.0
11,10,0,8.1,0.0
11,10,1,8.0,0.0
11,10,2,8.0,0.0
11,10,3,8.2,0.0
11,10,4,8.2,0.0
11,10,5,8.1,0.0
11,10,6,7.7,0.0
11,10,7,7.1,0.0
11,10,8,6.8,0.0
11,10,9,6.3,11.0
11,10,10,6.5,57.0
11,10,11,7.0,97.0
11,10,12,7.2,116.0
11,10,13,7.8,142.0
11,10,14,7.8,109.0
11,10,15,8.1,109.0
11,10,16,7.8,59.0
11,10,17,7.9,34.0
11,10,18,7.9,6.0
11,10,19,7.7,0.0
11,10,20,7.7,0.0
11,10,21,7.7,0.0
11,10,22,7.7,0.0
11,10,23,7.6,0.0
11,11,0,7.5,0.0
11,11,1,7.3,0.0
11,11,2,7.0,0.0
11,11,3,6.9,0.0
11,11,4,6.9,0.0
11,11,5,7.2,0.0
11,11,6,7.0,0.0
11,11,7,6.3,0.0
11,11,8,5.6,0.0
11,11,9,5.1,6.0
11,11,10,5.4,41.0
11,11,11,6.6,92.0
11,11,12,7.6,194.0
11,11,13,8.5,276.0
11,11,14,9.1,283.0
11,11,15,9.6,248.0
11,11,16,9.4,184.0
11,11,17,8.9,92.0
11,11,18,8.1,12.0
11,11,19,7.3,0.0
11,11,20,7.0,0.0
11,11,21,6.6,0.0
11,11,22,6.6,0.0
11,11,23,6.4,0.0
11,12,0,5.8,0.0
11,12,1,5.5,0.0
11,12,2,5.5,0.0
11,12,3,5.2,0.0
11,12,4,5.5,0.0
11,12,5,5.5,0.0
11,12,6,5.2,0.0
11,12,7,5.2,0.0
11,12,8,5.4,0.0
11,12,9,5.4,5.0
11,12,10,6.2,36.0
11,12,11,7.2,90.0
11,12,12,7.6,119.0
11,12,13,7.7,125.0
11,12,14,7.7,108.0
11,12,15,7.6,83.0
11,12,16,7.6,73.0
11,12,17,7.4,43.0
11,12,18,7.0,6.0
11,12,19,6.8,0.0
11,12,20,6.5,0.0
11,12,21,6.4,0.0
11,12,22,5.7,0.0
11,12,23,5.2,0.0
11,13,0,5.1,0.0
11,13,1,4.9,0.0
11,13,2,4.7,0.0
11,13,3,4.5,0.0
11,13,4,4.0,0.0
11,13,5,3.5,0.0
11,13,6,3.2,0.0
11,13,7,2.6,0.0
11,13,8,2.2,0.0
11,13,9,1.9,11.0
11,13,10,3.1,77.0
11,13,11,5.4,188.0
11,13,12,7.4,294.0
11,13,13,8.6,347.0
11,13,14,9.5,344.0
11,13,15,10.9,273.0
11,13,16,10.8,203.0
11,13,17,10.2,100.0
11,13,18,8.2,13.0
11,13,19,6.8,0.0
11,13,20,5.8,0.0
11,13,21,4.6,0.0
11,13,22,4.0,0.0
11,13,23,3.6,0.0
11,14,0,2.8,0.0
11,14,1,2.4,0.0
11,14,2,2.0,0.0
11,14,3,0.9,0.0
11,14,4,0.6,0.0
11,14,5,0.5,0.0
11,14,6,0.2,0.0
11,14,7,0.0,0.0
11,14,8,-0.2,0.0
11,14,9,-1.0,10.0
11,14,10,-0.2,70.0
11,14,11,1.5,161.0
11,14,12,4.2,264.0
11,14,13,6.2,324.0
11,14,14,7.5,326.0
11,14,15,8.7,276.0
11,14,16,8.7,185.0
11,14,17,7.8,85.0
11,14,18,6.4,10.0
11,14,19,5.7,0.0
11,14,20,5.1,0.0
11,14,21,4.7,0.0
11,14,22,4.8,0.0
11,14,23,5.0,0.0
11,15,0,4.7,0.0
11,15,1,4.5,0.0
11,15,2,4.3,0.0
11,15,3,4.1,0.0
11,15,4,3.8,0.0
11,15,5,3.6,0.0
11,15,6,3.0,0.0
11,15,7,2.8,0.0
11,15,8,2.6,0.0
11,15,9,2.1,5.0
11,15,10,2.5,44.0
11,15,11,3.2,104.0
11,15,12,4.0,196.0
11,15,13,6.1,250.0
11,15,14,8.1,301.0
11,15,15,9.0,259.0
11,15,16,9.3,178.0
11,15,17,8.5,80.0
11,15,18,7.1,10.0
11,15,19,6.7,0.0
11,15,20,6.8,0.0
11,15,21,6.7,0.0
11,15,22,7.0,0.0
11,15,23,7.1,0.0
11,16,0,6.7,0.0
11,16,1,6.7,0.0
11,16,2,6.5,0.0
11,16,3,6.5,0.0
11,16,4,6.5,0.0
11,16,5,6.4,0.0
11,16,6,6.0,0.0
11,16,7,5.9,0.0
11,16,8,5.7,0.0
11,16,9,5.9,4.0
11,16,10,6.1,28.0
11,16,11,6.6,54.0
11,16,12,6.6,64.0
11,16,13,6.9,58.0
11,16,14,7.3,68.0
11,16,15,8.0,63.0
11,16,16,8.0,46.0
11,16,17,7.9,26.0
11,16,18,7.7,3.0
11,16,19,7.4,0.0
11,16,20,7.2,0.0
11,16,21,6.9,0.0
11,16,22,6.8,0.0
11,16,23,6.4,0.0
11,17,0,6.2,0.0
11,17,1,5.8,0.0
11,17,2,5.2,0.0
11,17,3,4.6,0.0
11,17,4,4.6,0.0
11,17,5,5.0,0.0
11,17,6,4.4,0.0
11,17,7,4.6,0.0
11,17,8,5.0,0.0
11,17,9,5.4,5.0
11,17,10,6.6,38.0
11,17,11,8.0,74.0
11,17,12,8.5,106.0
11,17,13,9.3,94.0
11,17,14,9.8,103.0
11,17,15,10.4,85.0
11,17,16,10.9,107.0
11,17,17,10.5,61.0
11,17,18,9.9,8.0
11,17,19,9.5,0.0
11,17,20,8.7,0.0
11,17,21,7.9,0.0
11,17,22,7.2,0.0
11,17,23,7.4,0.0
11,18,0,7.4,0.0
11,18,1,7.9,0.0
11,18,2,7.4,0.0
11,18,3,8.4,0.0
11,18,4,6.5,0.0
11,18,5,4.4,0.0
11,18,6,3.4,0.0
11,18,7,3.1,0.0
11,18,8,3.2,0.0
11,18,9,3.2,1.0
11,18,10,3.2,24.0
11,18,11,2.7,37.0
11,18,12,2.4,79.0
11,18,13,2.6,103.0
11,18,14,3.1,103.0
11,18,15,3.5,124.0
11,18,16,3.8,93.0
11,18,17,3.5,48.0
11,18,18,3.2,6.0
11,18,19,2.5,0.0
11,18,20,1.5,0.0
11,18,21,0.6,0.0
11,18,22,-0.0,0.0
11,18,23,-0.4,0.0
11,19,0,-1.1,0.0
11,19,1,-1.4,0.0
11,19,2,-1.7,0.0
11,19,3,-1.7,0.0
11,19,4,-1.3,0.0
11,19,5,-1.2,0.0
11,19,6,-1.3,0.0
11,19,7,-1.3,0.0
11,19,8,-1.3,0.0
11,19,9,-1.1,5.0
11,19,10,-0.6,65.0
11,19,11,0.4,136.0
11,19,12,1.4,166.0
11,19,13,2.1,169.0
11,19,14,2.5,140.0
11,19,15,3.5,127.0
11,19,16,3.5,118.0
11,19,17,3.1,66.0
11,19,18,2.1,7.0
11,19,19,1.7,0.0
11,19,20,1.6,0.0
11,19,21,1.3,0.0
11,19,22,1.3,0.0
11,19,23,1.3,0.0
11,20,0,1.6,0.0
11,20,1,1.8,0.0
11,20,2,1.9,0.0
11,20,3,1.9,0.0
11,20,4,2.0,0.0
11,20,5,2.1,0.0
11,20,6,2.0,0.0
11,20,7,2.2,0.0
11,20,8,2.3,0.0
11,20,9,2.3,2.0
11,20,10,2.5,20.0
11,20,11,3.0,59.0
11,20,12,3.0,92.0
11,20,13,3.7,105.0
11,20,14,4.3,106.0
11,20,15,4.9,115.0
11,20,16,5.1,84.0
11,20,17,5.1,38.0
11,20,18,5.1,4.0
11,20,19,5.1,0.0
11,20,20,5.0,0.0
11,20,21,5.0,0.0
11,20,22,5.0,0.0
11,20,23,5.0,0.0
11,21,0,5.0,0.0
11,21,1,5.0,0.0
11,21,2,5.0,0.0
11,21,3,5.1,0.0
11,21,4,5.1,0.0
11,21,5,5.0,0.0
11,21,6,4.8,0.0
11,21,7,4.9,0.0
11,21,8,5.0,0.0
11,21,9,5.1,1.0
11,21,10,5.4,15.0
11,21,11,5.8,33.0
11,21,12,5.7,49.0
11,21,13,5.9,56.0
11,21,14,6.0,53.0
11,21,15,5.7,46.0
11,21,16,5.7,37.0
11,21,17,5.4,13.0
11,21,18,5.7,1.0
11,21,19,5.7,0.0
11,21,20,5.8,0.0
11,21,21,4.6,0.0
11,21,22,3.4,0.0
11,21,23,3.0,0.0
11,22,0,2.5,0.0
11,22,1,2.3,0.0
11,22,2,2.1,0.0
11,22,3,2.0,0.0
11,22,4,2.0,0.0
11,22,5,2.0,0.0
11,22,6,1.9,0.0
11,22,7,1.9,0.0
11,22,8,1.9,0.0
11,22,9,1.9,0.0
11,22,10,1.7,6.0
11,22,11,1.0,18.0
11,22,12,1.3,35.0
11,22,13,1.6,58.0
11,22,14,1.7,70.0
11,22,15,1.8,54.0
11,22,16,1.7,40.0
11,22,17,1.5,14.0
11,22,18,1.3,1.0
11,22,19,1.0,0.0
11,22,20,0.9,0.0
11,22,21,0.8,0.0
11,22,22,0.7,0.0
11,22,23,0.7,0.0
11,23,0,0.5,0.0
11,23,1,0.6,0.0
11,23,2,0.6,0.0
11,23,3,0.5,0.0
11,23,4,0.2,0.0
11,23,5,0.1,0.0
11,23,6,-0.1,0.0
11,23,7,-0.0,0.0
11,23,8,0.1,0.0
11,23,9,0.2,1.0
11,23,10,0.5,16.0
11,23,11,0.8,35.0
11,23,12,1.1,38.0
11,23,13,1.6,73.0
11,23,14,1.9,72.0
11,23,15,2.0,61.0
11,23,16,2.0,31.0
11,23,17,1.9,15.0
11,23,18,1.9,1.0
11,23,19,1.7,0.0
11,23,20,1.5,0.0
11,23,21,1.5,0.0
11,23,22,1.3,0.0
11,23,23,1.1,0.0
11,24,0,1.0,0.0
11,24,1,0.7,0.0
11,24,2,0.5,0.0
11,24,3,0.2,0.0
11,24,4,0.0,0.0
11,24,5,-0.3,0.0
11,24,6,-0.6,0.0
11,24,7,-1.0,0.0
11,24,8,-1.3,0.0
11,24,9,-1.1,3.0
11,24,10,-0.2,55.0
11,24,11,1.5,163.0
11,24,12,2.8,260.0
11,24,13,3.9,303.0
11,24,14,4.9,305.0
11,24,15,6.3,256.0
11,24,16,6.3,180.0
11,24,17,5.3,78.0
11,24,18,3.3,5.0
11,24,19,2.2,0.0
11,24,20,1.4,0.0
11,24,21,1.0,0.0
11,24,22,0.6,0.0
11,24,23,0.5,0.0
11,25,0,0.3,0.0
11,25,1,0.4,0.0
11,25,2,0.6,0.0
11,25,3,0.3,0.0
11,25,4,0.6,0.0
11,25,5,1.1,0.0
11,25,6,1.5,0.0
11,25,7,1.6,0.0
11,25,8,1.6,0.0
11,25,9,1.3,1.0
11,25,10,1.4,28.0
11,25,11,1.7,69.0
11,25,12,1.8,108.0
11,25,13,2.6,138.0
11,25,14,3.1,140.0
11,25,15,3.8,135.0
11,25,16,3.7,110.0
11,25,17,3.3,50.0
11,25,18,2.9,3.0
11,25,19,2.7,0.0
11,25,20,2.3,0.0
11,25,21,1.8,0.0
11,25,22,1.6,0.0
11,25,23,1.4,0.0
11,26,0,0.9,0.0
11,26,1,0.9,0.0
11,26,2,1.1,0.0
11,26,3,1.2,0.0
11,26,4,1.6,0.0
11,26,5,2.0,0.0
11,26,6,2.1,0.0
11,26,7,2.0,0.0
11,26,8,1.9,0.0
11,26,9,1.8,2.0
11,26,10,2.2,45.0
11,26,11,3.1,105.0
11,26,12,3.8,156.0
11,26,13,4.9,167.0
11,26,14,5.9,179.0
11,26,15,6.5,142.0
11,26,16,6.8,103.0
11,26,17,6.3,51.0
11,26,18,5.6,3.0
11,26,19,5.1,0.0
11,26,20,4.7,0.0
11,26,21,4.6,0.0
11,26,22,4.1,0.0
11,26,23,3.7,0.0
11,27,0,3.5,0.0
11,27,1,3.6,0.0
11,27,2,3.9,0.0
11,27,3,4.2,0.0
11,27,4,4.2,0.0
11,27,5,4.7,0.0
11,27,6,4.3,0.0
11,27,7,3.4,0.0
11,27,8,2.6,0.0
11,27,9,2.2,0.0
11,27,10,2.0,8.0
11,27,11,2.1,18.0
11,27,12,1.9,32.0
11,27,13,2.1,46.0
11,27,14,2.0,43.0
11,27,15,2.2,41.0
11,27,16,1.8,23.0
11,27,17,1.1,12.0
11,27,18,1.0,1.0
11,27,19,0.9,0.0
11,27,20,0.4,0.0
11,27,21,0.1,0.0
11,27,22,0.2,0.0
11,27,23,0.5,0.0
11,28,0,0.6,0.0
11,28,1,0.6,0.0
11,28,2,1.0,0.0
11,28,3,1.0,0.0
11,28,4,1.0,0.0
11,28,5,1.0,0.0
11,28,6,1.0,0.0
11,28,7,0.9,0.0
11,28,8,1.0,0.0
11,28,9,1.0,0.0
11,28,10,1.2,13.0
11,28,11,1.5,34.0
11,28,12,1.6,42.0
11,28,13,1.9,56.0
11,28,14,2.3,82.0
11,28,15,2.3,88.0
11,28,16,2.5,60.0
11,28,17,2.3,23.0
11,28,18,2.2,1.0
11,28,19,2.0,0.0
11,28,20,1.9,0.0
11,28,21,2.0,0.0
11,28,22,2.0,0.0
11,28,23,2.1,0.0
11,29,0,2.2,0.0
11,29,1,2.2,0.0
11,29,2,2.2,0.0
11,29,3,2.3,0.0
11,29,4,2.4,0.0
11,29,5,2.4,0.0
11,29,6,2.5,0.0
11,29,7,2.6,0.0
11,29,8,2.6,0.0
11,29,9,2.8,0.0
11,29,10,3.0,11.0
11,29,11,3.5,30.0
11,29,12,3.5,39.0
11,29,13,4.0,49.0
11,29,14,4.3,36.0
11,29,15,4.8,39.0
11,29,16,5.1,26.0
11,29,17,5.2,15.0
11,29,18,5.3,1.0
11,29,19,5.4,0.0
11,29,20,5.5,0.0
11,29,21,5.6,0.0
11,29,22,5.7,0.0
11,29,23,6.1,0.0
11,30,0,6.1,0.0
11,30,1,6.0,0.0
11,30,2,5.8,0.0
11,30,3,5.7,0.0
11,30,4,5.6,0.0
11,30,5,5.5,0.0
11,30,6,5.2,0.0
11,30,7,5.2,0.0
11,30,8,5.1,0.0
11,30,9,4.9,0.0
11,30,10,5.0,8.0
11,30,11,5.1,21.0
11,30,12,5.1,30.0
11,30,13,5.4,49.0
11,30,14,5.6,56.0
11,30,15,5.5,36.0
11,30,16,5.6,27.0
11,30,17,5.5,11.0
11,30,18,5.2,1.0
11,30,19,5.1,0.0
11,30,20,4.9,0.0
11,30,21,4.8,0.0
11,30,22,4.8,0.0
11,30,23,4.8,0.0
12,1,0,4.7,0.0
12,1,1,4.6,0.0
12,1,2,4.5,0.0
12,1,3,4.5,0.0
12,1,4,4.5,0.0
12,1,5,4.4,0.0
12,1,6,4.3,0.0
12,1,7,4.3,0.0
12,1,8,4.4,0.0
12,1,9,4.3,0.0
12,1,10,4.5,8.0
12,1,11,4.8,25.0
12,1,12,4.9,49.0
12,1,13,5.1,59.0
12,1,14,5.2,70.0
12,1,15,5.3,57.0
12,1,16,5.2,40.0
12,1,17,5.1,16.0
12,1,18,5.0,1.0
12,1,19,5.0,0.0
12,1,20,5.0,0.0
12,1,21,5.1,0.0
12,1,22,5.0,0.0
12,1,23,5.0,0.0
12,2,0,5.0,0.0
12,2,1,5.1,0.0
12,2,2,5.2,0.0
12,2,3,5.0,0.0
12,2,4,4.7,0.0
12,2,5,4.4,0.0
12,2,6,4.3,0.0
12,2,7,4.2,0.0
12,2,8,4.1,0.0
12,2,9,4.1,0.0
12,2,10,4.2,12.0
12,2,11,4.6,37.0
12,2,12,4.7,78.0
12,2,13,5.2,101.0
12,2,14,5.4,96.0
12,2,15,5.7,93.0
12,2,16,5.6,76.0
12,2,17,5.2,38.0
12,2,18,4.6,2.0
12,2,19,4.3,0.0
12,2,20,4.2,0.0
12,2,21,4.0,0.0
12,2,22,4.0,0.0
12,2,23,4.2,0.0
12,3,0,4.7,0.0
12,3,1,4.7,0.0
12,3,2,4.6,0.0
12,3,3,4.8,0.0
12,3,4,4.6,0.0
12,3,5,4.5,0.0
12,3,6,4.6,0.0
12,3,7,4.5,0.0
12,3,8,4.3,0.0
12,3,9,4.6,0.0
12,3,10,4.8,14.0
12,3,11,5.3,52.0
12,3,12,5.5,80.0
12,3,13,5.8,75.0
12,3,14,5.8,76.0
12,3,15,5.8,53.0
12,3,16,5.7,45.0
12,3,17,5.4,16.0
12,3,18,5.5,1.0
12,3,19,5.3,0.0
12,3,20,5.4,0.0
12,3,21,5.3,0.0
12,3,22,5.3,0.0
12,3,23,5.2,0.0
12,4,0,5.3,0.0
12,4,1,5.2,0.0
12,4,2,5.1,0.0
12,4,3,5.2,0.0
12,4,4,5.1,0.0
12,4,5,4.8,0.0
12,4,6,4.8,0.0
12,4,7,4.8,0.0
12,4,8,4.8,0.0
12,4,9,5.0,0.0
12,4,10,5.1,17.0
12,4,11,5.5,53.0
12,4,12,5.8,89.0
12,4,13,6.2,119.0
12,4,14,6.9,136.0
12,4,15,7.7,109.0
12,4,16,7.8,62.0
12,4,17,7.8,33.0
12,4,18,7.6,2.0
12,4,19,7.4,0.0
12,4,20,7.4,0.0
12,4,21,7.6,0.0
12,4,22,7.7,0.0
12,4,23,7.6,0.0
12,5,0,8.0,0.0
12,5,1,7.9,0.0
12,5,2,8.1,0.0
12,5,3,8.7,0.0
12,5,4,8.6,0.0
12,5,5,8.5,0.0
12,5,6,8.3,0.0
12,5,7,7.9,0.0
12,5,8,7.6,0.0
12,5,9,7.5,0.0
12,5,10,7.2,14.0
12,5,11,7.2,38.0
12,5,12,7.1,54.0
12,5,13,7.0,55.0
12,5,14,7.1,59.0
12,5,15,7.2,52.0
12,5,16,7.1,39.0
12,5,17,6.8,19.0
12,5,18,6.4,1.0
12,5,19,5.9,0.0
12,5,20,5.3,0.0
12,5,21,4.6,0.0
12,5,22,4.4,0.0
12,5,23,3.8,0.0
12,6,0,3.5,0.0
12,6,1,3.2,0.0
12,6,2,3.0,0.0
12,6,3,2.8,0.0
12,6,4,2.6,0.0
12,6,5,2.4,0.0
12,6,6,2.1,0.0
12,6,7,1.8,0.0
12,6,8,1.4,0.0
12,6,9,0.9,0.0
12,6,10,0.8,12.0
12,6,11,0.8,36.0
12,6,12,0.7,61.0
12,6,13,0.7,72.0
12,6,14,0.8,73.0
12,6,15,0.7,85.0
12,6,16,0.6,58.0
12,6,17,0.4,19.0
12,6,18,0.0,1.0
12,6,19,-0.1,0.0
12,6,20,-0.2,0.0
12,6,21,-0.1,0.0
12,6,22,-0.1,0.0
12,6,23,-0.1,0.0
12,7,0,0.0,0.0
12,7,1,0.1,0.0
12,7,2,0.2,0.0
12,7,3,0.3,0.0
12,7,4,0.2,0.0
12,7,5,0.2,0.0
12,7,6,0.2,0.0
12,7,7,0.2,0.0
12,7,8,0.3,0.0
12,7,9,0.3,0.0
12,7,10,0.5,9.0
12,7,11,0.7,28.0
12,7,12,0.7,37.0
12,7,13,1.1,59.0
12,7,14,1.4,54.0
12,7,15,1.5,60.0
12,7,16,1.7,37.0
12,7,17,1.5,11.0
12,7,18,1.7,1.0
12,7,19,1.7,0.0
12,7,20,1.8,0.0
12,7,21,2.0,0.0
12,7,22,2.0,0.0
12,7,23,1.9,0.0
12,8,0,2.0,0.0
12,8,1,1.9,0.0
12,8,2,1.9,0.0
12,8,3,2.0,0.0
12,8,4,2.0,0.0
12,8,5,2.0,0.0
12,8,6,2.0,0.0
12,8,7,2.0,0.0
12,8,8,2.0,0.0
12,8,9,2.0,0.0
12,8,10,2.1,8.0
12,8,11,2.4,30.0
12,8,12,2.5,64.0
12,8,13,3.0,85.0
12,8,14,3.3,84.0
12,8,15,3.4,81.0
12,8,16,3.4,50.0
12,8,17,3.2,18.0
12,8,18,3.0,1.0
12,8,19,2.7,0.0
12,8,20,2.4,0.0
12,8,21,2.3,0.0
12,8,22,2.2,0.0
12,8,23,2.3,0.0
12,9,0,2.4,0.0
12,9,1,2.5,0.0
12,9,2,2.4,0.0
12,9,3,2.3,0.0
12,9,4,2.1,0.0
12,9,5,2.0,0.0
12,9,6,1.8,0.0
12,9,7,1.5,0.0
12,9,8,1.1,0.0
12,9,9,1.1,0.0
12,9,10,1.3,14.0
12,9,11,1.6,45.0
12,9,12,1.9,79.0
12,9,13,2.8,120.0
12,9,14,3.4,121.0
12,9,15,3.4,119.0
12,9,16,3.7,64.0
12,9,17,3.6,23.0
12,9,18,3.3,1.0
12,9,19,3.3,0.0
12,9,20,3.5,0.0
12,9,21,3.2,0.0
12,9,22,3.3,0.0
12,9,23,3.4,0.0
12,10,0,3.4,0.0
12,10,1,3.7,0.0
12,10,2,4.1,0.0
12,10,3,4.2,0.0
12,10,4,4.3,0.0
12,10,5,4.4,0.0
12,10,6,4.6,0.0
12,10,7,4.8,0.0
12,10,8,4.8,0.0
12,10,9,5.0,0.0
12,10,10,5.1,8.0
12,10,11,5.5,21.0
12,10,12,6.5,50.0
12,10,13,8.1,143.0
12,10,14,9.1,186.0
12,10,15,10.3,176.0
12,10,16,9.8,134.0
12,10,17,8.4,51.0
12,10,18,7.3,2.0
12,10,19,6.6,0.0
12,10,20,6.1,0.0
12,10,21,5.2,0.0
12,10,22,5.0,0.0
12,10,23,4.6,0.0
12,11,0,4.6,0.0
12,11,1,4.2,0.0
12,11,2,4.2,0.0
12,11,3,4.4,0.0
12,11,4,4.3,0.0
12,11,5,4.0,0.0
12,11,6,3.7,0.0
12,11,7,3.6,0.0
12,11,8,3.6,0.0
12,11,9,3.1,0.0
12,11,10,3.2,21.0
12,11,11,4.2,86.0
12,11,12,5.4,165.0
12,11,13,6.5,228.0
12,11,14,7.7,245.0
12,11,15,9.3,220.0
12,11,16,9.1,144.0
12,11,17,8.8,31.0
12,11,18,8.5,1.0
12,11,19,7.9,0.0
12,11,20,7.5,0.0
12,11,21,7.3,0.0
12,11,22,7.3,0.0
12,11,23,7.2,0.0
12,12,0,7.3,0.0
12,12,1,7.2,0.0
12,12,2,6.6,0.0
12,12,3,6.3,0.0
12,12,4,5.7,0.0
12,12,5,5.3,0.0
12,12,6,5.5,0.0
12,12,7,5.7,0.0
12,12,8,6.0,0.0
12,12,9,5.9,0.0
12,12,10,6.1,18.0
12,12,11,6.6,53.0
12,12,12,7.0,56.0
12,12,13,7.9,116.0
12,12,14,8.0,135.0
12,12,15,8.6,141.0
12,12,16,8.4,128.0
12,12,17,7.9,33.0
12,12,18,7.2,1.0
12,12,19,6.8,0.0
12,12,20,6.5,0.0
12,12,21,6.4,0.0
12,12,22,6.2,0.0
12,12,23,6.0,0.0
12,13,0,5.8,0.0
12,13,1,5.4,0.0
12,13,2,5.3,0.0
12,13,3,5.2,0.0
12,13,4,5.1,0.0
12,13,5,4.8,0.0
12,13,6,4.8,0.0
12,13,7,4.6,0.0
12,13,8,4.4,0.0
12,13,9,4.1,0.0
12,13,10,4.2,18.0
12,13,11,4.6,63.0
12,13,12,5.1,94.0
12,13,13,5.5,107.0
12,13,14,5.6,101.0
12,13,15,5.7,119.0
12,13,16,5.6,94.0
12,13,17,5.2,43.0
12,13,18,4.2,1.0
12,13,19,3.2,0.0
12,13,20,2.0,0.0
12,13,21,1.5,0.0
12,13,22,1.1,0.0
12,13,23,0.7,0.0
12,14,0,0.3,0.0
12,14,1,0.3,0.0
12,14,2,0.4,0.0
12,14,3,-0.3,0.0
12,14,4,-1.3,0.0
12,14,5,-2.1,0.0
12,14,6,-2.1,0.0
12,14,7,-1.6,0.0
12,14,8,-0.8,0.0
12,14,9,0.6,0.0
12,14,10,1.3,9.0
12,14,11,2.4,32.0
12,14,12,4.1,64.0
12,14,13,4.7,56.0
12,14,14,5.1,66.0
12,14,15,5.6,95.0
12,14,16,5.2,39.0
12,14,17,4.9,26.0
12,14,18,4.7,1.0
12,14,19,4.4,0.0
12,14,20,4.1,0.0
12,14,21,4.0,0.0
12,14,22,3.9,0.0
12,14,23,3.7,0.0
12,15,0,4.2,0.0
12,15,1,3.6,0.0
12,15,2,3.1,0.0
12,15,3,2.9,0.0
12,15,4,1.8,0.0
12,15,5,1.2,0.0
12,15,6,0.8,0.0
12,15,7,0.4,0.0
12,15,8,-0.2,0.0
12,15,9,-0.6,0.0
12,15,10,-0.4,21.0
12,15,11,0.5,80.0
12,15,12,2.6,142.0
12,15,13,4.2,166.0
12,15,14,5.1,181.0
12,15,15,6.5,163.0
12,15,16,6.5,110.0
12,15,17,5.8,45.0
12,15,18,5.3,2.0
12,15,19,4.4,0.0
12,15,20,3.5,0.0
12,15,21,1.7,0.0
12,15,22,0.9,0.0
12,15,23,0.3,0.0
12,16,0,-0.6,0.0
12,16,1,-1.1,0.0
12,16,2,-1.4,0.0
12,16,3,-1.9,0.0
12,16,4,-2.1,0.0
