Date,Month,Day,Hour,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Dayofweek,Base,Peak,Offpeak,Min_Price,Max_Price,Avg_Weighted_Price
1 - 31,1,31,3,0.0,1.9,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,4,0.0,2.2,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,5,0.0,2.8,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,6,0.0,2.6,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,7,47.0779,2.7,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,8,100.16324,2.8,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,9,123.97436,2.5,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,10,102.23448,2.8,24.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,11,94.870514,3.4,73.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,12,62.469532,3.6,136.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,13,50.977673,4.6,172.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,14,35.580597,5.4,202.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,15,5.5373664,7.1,249.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,16,0.0,7.8,227.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,17,0.0,7.6,136.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,18,0.0,6.8,39.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,19,0.0,5.7,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,20,0.0,4.8,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,21,0.0,4.6,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,22,0.0,4.5,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
1 - 31,1,31,23,0.0,4.5,0.0,5,5909.75,6603.49,5216.0,2428.0,8700.0,6073.04
2 - 1,2,1,0,0.0,4.1,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,1,0.0,3.8,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,2,0.0,4.9,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,3,0.0,4.8,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,4,0.0,4.2,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,5,0.0,3.9,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,6,0.0,3.4,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,7,15.849291,2.7,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,8,29.993637,2.3,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,9,83.51902,1.8,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,10,74.94294,1.5,20.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,11,71.42715,1.7,50.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,12,69.57211,2.6,165.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,13,79.22184,3.7,303.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,14,38.014477,4.4,308.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,15,6.632485,4.6,317.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,16,0.0,4.3,265.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,17,0.0,3.6,150.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,18,0.0,3.1,48.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,19,0.0,1.7,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,20,0.0,0.8,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,21,0.0,-0.2,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,22,0.0,-0.7,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 1,2,1,23,0.0,-0.8,0.0,6,5071.21,5759.58,4382.83,2200.0,8600.0,5258.78
2 - 2,2,2,0,0.0,-0.9,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,1,0.0,-0.8,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,2,0.0,-0.5,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,3,0.0,-0.3,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,4,0.0,-0.4,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,5,0.0,-0.6,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,6,0.0,-0.5,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,7,56.33891,-0.8,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,8,97.80561,-1.0,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,9,123.07074,-1.1,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,10,162.05379,-0.9,23.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,11,160.13506,-0.1,63.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,12,155.9701,0.8,108.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,13,79.60598,0.9,133.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,14,50.76414,0.9,139.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,15,7.550226,1.0,136.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,16,0.0,1.2,104.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,17,0.0,1.1,73.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,18,0.0,1.1,27.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,19,0.0,0.7,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,20,0.0,0.4,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,21,0.0,0.4,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,22,0.0,0.2,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 2,2,2,23,0.0,-0.0,0.0,7,5135.63,5356.84,4914.42,2390.0,8922.06,5338.44
2 - 3,2,3,0,0.0,-0.2,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,1,0.0,-0.3,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,2,0.0,-0.5,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,3,0.0,-0.3,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,4,0.0,-0.3,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,5,0.0,-0.2,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,6,8.866165,-0.1,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,7,47.718086,-0.2,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,8,74.64487,-0.4,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,9,75.39028,-0.7,1.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,10,104.58702,-0.6,39.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,11,118.75781,-0.3,110.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,12,128.05069,0.2,156.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,13,91.17042,0.3,193.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,14,54.05046,0.4,263.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,15,10.700937,0.6,293.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,16,0.0,0.5,235.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,17,0.0,0.2,128.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,18,0.0,-0.0,42.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,19,0.0,-0.5,1.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,20,0.0,-0.7,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,21,0.0,-1.3,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,22,0.0,-1.4,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 3,2,3,23,0.0,-1.4,0.0,1,6288.89,6774.4,5803.39,3798.0,9000.0,6427.35
2 - 4,2,4,0,0.0,-1.4,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,1,0.0,-1.5,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,2,0.0,-1.5,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,3,0.0,-1.3,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,4,0.0,-1.4,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,5,0.0,-1.6,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,6,7.934695,-1.5,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,7,53.604294,-1.7,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,8,101.16065,-1.8,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,9,100.06618,-1.6,1.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,10,129.39981,-1.2,43.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,11,144.9443,-0.5,118.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,12,122.23195,-0.2,177.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,13,67.098305,0.2,186.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,14,43.07529,0.8,236.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,15,6.6767397,0.1,179.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,16,0.0,0.7,186.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,17,0.0,0.6,76.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,18,0.0,0.2,29.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,19,0.0,-0.2,1.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,20,0.0,-0.3,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,21,0.0,-0.7,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,22,0.0,-0.8,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 4,2,4,23,0.0,-1.4,0.0,2,5591.25,6753.58,4428.92,698.0,9000.0,5917.1
2 - 5,2,5,0,0.0,-1.2,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,1,0.0,-1.1,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,2,0.0,-0.9,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,3,0.0,-0.5,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,4,0.0,-0.5,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,5,0.0,-0.5,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,6,7.167119,-0.4,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,7,26.959444,-0.4,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,8,57.03492,-0.4,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,9,56.67584,-0.2,1.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,10,68.76107,-0.1,18.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,11,60.722286,0.2,56.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,12,58.385338,0.7,108.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,13,44.484543,1.1,129.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,14,25.834665,1.3,150.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,15,4.4494185,1.4,114.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,16,0.0,1.2,74.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,17,0.0,1.0,47.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,18,0.0,0.7,22.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,19,0.0,0.4,1.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,20,0.0,0.2,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,21,0.0,0.1,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,22,0.0,-0.0,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 5,2,5,23,0.0,-0.2,0.0,3,5723.6,6633.21,4814.0,2000.0,8920.0,5964.57
2 - 6,2,6,0,0.0,-0.5,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,1,0.0,-0.7,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,2,0.0,-1.1,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,3,0.0,-1.2,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,4,0.0,-1.4,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,5,0.0,-1.6,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,6,13.173999,-2.0,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,7,50.316032,-2.4,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,8,67.31785,-2.8,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,9,76.40138,-3.2,2.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,10,107.068245,-2.9,70.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,11,131.00008,-2.4,192.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,12,106.86274,-1.4,300.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,13,121.74686,-0.9,360.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,14,69.904175,-0.4,365.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,15,13.782678,0.4,312.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,16,0.0,0.2,237.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,17,0.0,-0.1,131.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,18,0.0,-0.5,42.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,19,0.0,-1.0,1.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,20,0.0,-1.3,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,21,0.0,-1.5,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,22,0.0,-1.6,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 6,2,6,23,0.0,-1.6,0.0,4,5528.15,6257.36,4798.94,2400.0,8700.0,5680.09
2 - 7,2,7,0,0.0,-1.5,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,1,0.0,-1.6,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,2,0.0,-1.7,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,3,0.0,-1.6,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,4,0.0,-1.9,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,5,0.0,-2.0,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,6,5.977032,-2.1,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,7,46.778774,-2.4,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,8,66.85251,-2.4,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,9,83.2827,-2.3,2.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,10,126.96356,-2.1,56.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,11,134.89781,-1.6,152.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,12,135.6818,-1.0,253.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,13,103.569405,-0.6,327.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,14,67.588715,-0.2,361.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,15,15.396989,-0.3,315.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,16,0.0,-0.3,264.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,17,0.0,-0.5,187.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,18,0.0,-0.9,70.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,19,0.0,-1.6,2.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,20,0.0,-2.1,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,21,0.0,-3.0,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,22,0.0,-3.3,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 7,2,7,23,0.0,-3.8,0.0,5,5665.25,6444.14,4886.36,2480.0,8600.0,5835.34
2 - 8,2,8,0,0.0,-4.0,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,1,0.0,-4.0,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,2,0.0,-3.7,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,3,0.0,-3.4,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,4,0.0,-3.4,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,5,0.0,-3.4,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,6,11.016843,-3.6,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,7,46.162354,-3.6,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,8,99.59877,-3.9,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,9,132.88828,-4.4,2.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,10,166.82271,-4.5,30.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,11,168.94342,-4.4,74.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,12,172.21146,-4.4,126.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,13,114.86627,-4.2,139.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,14,72.34442,-3.9,176.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,15,17.35151,-3.6,195.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,16,0.0,-3.6,175.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,17,0.0,-3.7,125.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,18,0.0,-4.1,51.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,19,0.0,-4.5,2.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,20,0.0,-4.7,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,21,0.0,-5.1,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,22,0.0,-5.3,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 8,2,8,23,0.0,-5.4,0.0,6,5177.5,5762.83,4592.17,2520.0,8700.0,5334.23
2 - 9,2,9,0,0.0,-5.6,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,1,0.0,-5.7,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,2,0.0,-5.9,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,3,0.0,-6.1,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,4,0.0,-6.2,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,5,0.0,-6.3,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,6,20.41046,-6.6,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,7,73.195656,-6.6,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,8,123.00805,-6.7,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,9,144.45369,-6.9,3.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,10,112.78545,-6.6,51.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,11,100.98092,-6.2,138.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,12,85.27526,-5.8,235.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,13,89.759674,-4.9,299.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,14,56.337162,-4.3,338.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,15,16.789307,-3.0,337.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,16,0.0,-2.8,289.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,17,0.0,-2.7,194.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,18,0.0,-2.5,75.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,19,0.0,-3.5,4.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,20,0.0,-4.1,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,21,0.0,-5.7,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,22,0.0,-6.1,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 9,2,9,23,0.0,-6.6,0.0,7,5142.2,4943.77,5340.62,2350.0,8990.21,5284.11
2 - 10,2,10,0,0.0,-7.7,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,1,0.0,-8.1,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,2,0.0,-8.4,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,3,0.0,-8.6,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,4,0.0,-8.8,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,5,0.0,-9.0,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
2 - 10,2,10,6,19.177626,-9.4,0.0,1,5810.43,6133.25,5487.6,2480.0,9000.0,5963.09
