Date,Month,Day,Hour,global_tilted_irradiance_instant,Temperature_2m,Shortwave_Radiation,Dayofweek,Base,Peak,Offpeak,Min_Price,Max_Price,Avg_Weighted_Price
1 - 1,1,1,0,0.0,-0.8,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,1,0.0,-1.3,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,2,0.0,-1.9,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,3,0.0,-3.1,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,4,0.0,-3.3,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,5,0.0,-3.4,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,6,0.0,-3.9,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,7,28.780107,-3.9,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,8,57.330685,-3.8,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,9,65.67145,-4.4,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,10,67.41073,-4.4,20.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,11,64.23602,-3.2,101.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,12,56.4883,-0.9,187.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,13,41.95282,1.1,243.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,14,17.06886,2.7,260.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,15,0.0,4.8,229.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,16,0.0,4.7,160.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,17,0.0,3.1,68.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,18,0.0,3.4,5.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,19,0.0,2.0,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,20,0.0,1.3,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,21,0.0,1.1,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,22,0.0,0.5,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 1,1,1,23,0.0,0.6,0.0,3,3250.67,3297.17,3204.17,490.0,8300.0,3518.41
1 - 2,1,2,0,0.0,2.2,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,1,0.0,1.1,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,2,0.0,0.2,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,3,0.0,1.1,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,4,0.0,0.2,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,5,0.0,0.7,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,6,0.0,1.6,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,7,31.093391,2.5,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,8,54.947544,4.4,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,9,62.60826,5.7,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,10,64.58171,6.2,22.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,11,60.71488,7.7,110.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,12,53.270363,9.5,201.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,13,45.54496,10.5,262.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,14,17.793118,10.9,278.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,15,0.0,11.3,246.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,16,0.0,10.3,172.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,17,0.0,9.1,74.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,18,0.0,8.1,6.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,19,0.0,7.4,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,20,0.0,7.2,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,21,0.0,7.2,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,22,0.0,7.1,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 2,1,2,23,0.0,7.0,0.0,4,4685.27,5655.3,3715.25,1199.0,8200.0,4879.71
1 - 3,1,3,0,0.0,7.1,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,1,0.0,7.6,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,2,0.0,7.9,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,3,0.0,7.9,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,4,0.0,7.2,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,5,0.0,6.2,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,6,0.0,4.5,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,7,11.687857,3.7,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,8,27.005611,2.9,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,9,63.19612,1.2,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,10,101.0163,0.6,7.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,11,78.127,0.5,30.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,12,60.654587,0.6,62.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,13,29.675577,1.1,97.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,14,12.90107,1.2,86.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,15,0.0,0.6,50.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,16,0.0,-0.0,47.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,17,0.0,-0.3,25.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,18,0.0,-0.2,3.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,19,0.0,-0.4,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,20,0.0,-0.7,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,21,0.0,-0.9,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,22,0.0,-0.9,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 3,1,3,23,0.0,-1.1,0.0,5,5203.21,6303.59,4102.83,1999.0,8000.0,5467.94
1 - 4,1,4,0,0.0,-1.5,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,1,0.0,-1.9,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,2,0.0,-2.0,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,3,0.0,-1.4,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,4,0.0,-1.1,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,5,0.0,-1.5,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,6,0.0,-1.8,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,7,35.175114,-1.5,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,8,55.784985,-1.2,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,9,59.483013,-0.9,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,10,61.824757,-1.5,12.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,11,59.076054,-1.1,69.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,12,51.80662,-0.5,129.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,13,44.372257,0.0,262.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,14,17.128223,0.2,296.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,15,0.0,1.0,266.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,16,0.0,0.8,191.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,17,0.0,-0.2,84.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,18,0.0,-0.6,7.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,19,0.0,-1.4,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,20,0.0,-1.7,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,21,0.0,-2.4,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,22,0.0,-2.7,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 4,1,4,23,0.0,-2.8,0.0,6,5436.63,5873.38,4999.88,2678.0,8947.11,5601.63
1 - 5,1,5,0,0.0,-3.4,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,1,0.0,-3.4,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,2,0.0,-4.2,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,3,0.0,-4.5,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,4,0.0,-4.5,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,5,0.0,-4.6,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,6,0.0,-5.4,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,7,28.467247,-5.7,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,8,52.4087,-6.0,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,9,60.51659,-6.5,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,10,61.785183,-6.5,23.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,11,60.85828,-5.3,114.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,12,54.301167,-3.2,208.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,13,49.011227,-2.0,272.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,14,29.887829,-0.8,291.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,15,0.0,1.5,260.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,16,0.0,1.3,174.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,17,0.0,0.4,71.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,18,0.0,-0.3,7.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,19,0.0,-0.8,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,20,0.0,-1.0,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,21,0.0,-1.4,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,22,0.0,-1.5,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 5,1,5,23,0.0,-1.5,0.0,7,4869.1,4927.53,4810.67,2819.0,8600.0,4960.2
1 - 6,1,6,0,0.0,-1.9,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,1,0.0,-1.9,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,2,0.0,-1.5,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,3,0.0,-1.2,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,4,0.0,-0.9,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,5,0.0,-0.8,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,6,0.0,-0.4,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,7,20.804007,-0.4,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,8,37.988007,-0.1,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,9,101.69229,0.1,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,10,123.53732,0.4,10.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,11,126.91944,1.1,50.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,12,104.1557,1.8,90.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,13,76.21403,2.5,100.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,14,24.942575,3.7,176.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,15,0.0,5.1,185.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,16,0.0,5.2,149.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,17,0.0,4.0,71.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,18,0.0,3.4,7.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,19,0.0,2.3,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,20,0.0,2.1,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,21,0.0,2.2,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,22,0.0,1.9,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 6,1,6,23,0.0,1.8,0.0,1,5402.0,6633.33,4170.67,2000.0,8700.0,5631.18
1 - 7,1,7,0,0.0,1.6,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,1,0.0,1.7,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,2,0.0,2.2,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,3,0.0,2.0,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,4,0.0,2.2,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,5,0.0,2.3,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,6,0.0,2.4,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,7,16.037252,2.2,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,8,33.054424,2.6,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,9,27.38246,2.5,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,10,26.23315,2.7,14.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,11,40.973408,3.8,52.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,12,61.2326,4.8,91.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,13,42.07036,6.0,99.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,14,4.61478,6.8,100.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,15,0.0,7.9,100.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,16,0.0,8.3,80.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,17,0.0,7.6,41.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,18,0.0,6.7,5.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,19,0.0,6.0,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,20,0.0,5.6,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,21,0.0,4.8,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,22,0.0,4.2,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 7,1,7,23,0.0,4.0,0.0,2,5168.3,6157.34,4179.25,2500.0,8600.0,5365.77
1 - 8,1,8,0,0.0,3.2,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,1,0.0,3.5,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,2,0.0,3.8,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,3,0.0,3.5,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,4,0.0,3.8,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,5,0.0,3.8,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,6,0.0,4.0,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,7,25.226103,3.4,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,8,65.74008,3.7,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,9,77.18332,2.7,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,10,104.321365,2.2,19.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,11,110.97282,2.9,86.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,12,91.79674,4.2,78.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,13,74.984726,5.4,122.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,14,25.06221,6.5,180.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,15,0.0,7.3,176.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,16,0.0,7.2,96.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,17,0.0,6.8,45.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,18,0.0,6.3,6.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,19,0.0,5.5,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,20,0.0,6.1,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,21,0.0,7.3,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,22,0.0,6.8,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 8,1,8,23,0.0,6.5,0.0,3,5721.23,6575.02,4867.43,2678.0,8950.66,5972.0
1 - 9,1,9,0,0.0,7.3,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,1,0.0,6.3,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,2,0.0,5.1,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,3,0.0,4.5,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,4,0.0,3.7,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,5,0.0,3.1,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,6,0.0,2.6,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,7,34.01574,2.1,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,8,55.169678,1.7,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,9,80.37566,1.5,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,10,107.10265,1.7,13.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,11,121.8152,3.4,39.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,12,103.32204,4.1,88.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,13,71.64053,5.5,119.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,14,28.430082,6.7,126.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,15,0.0,8.1,121.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,16,0.0,8.7,115.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,17,0.0,8.3,58.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,18,0.0,7.7,8.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,19,0.0,6.7,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,20,0.0,6.0,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,21,0.0,5.1,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,22,0.0,4.8,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 9,1,9,23,0.0,4.3,0.0,4,5835.22,6340.9,5329.53,3880.0,8200.0,5944.56
1 - 10,1,10,0,0.0,4.1,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,1,0.0,3.9,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,2,0.0,3.8,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,3,0.0,3.0,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,4,0.0,3.1,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,5,0.0,2.9,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,6,0.0,2.7,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,7,35.7399,2.8,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,8,68.54979,2.8,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,9,115.03947,2.3,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,10,121.23841,2.7,15.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,11,99.709595,3.8,62.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,12,67.39923,4.4,111.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,13,62.978382,6.3,181.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,14,16.14724,7.4,192.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,15,0.0,3.8,105.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,16,0.0,2.6,71.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,17,0.0,1.4,25.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,18,0.0,0.6,2.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,19,0.0,-0.0,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,20,0.0,0.2,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,21,0.0,0.3,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,22,0.0,0.4,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 10,1,10,23,0.0,0.4,0.0,5,5528.75,6500.0,4557.5,2500.0,8000.0,5748.89
1 - 11,1,11,0,0.0,0.2,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
1 - 11,1,11,1,0.0,0.1,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
1 - 11,1,11,2,0.0,-0.1,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
1 - 11,1,11,3,0.0,-0.5,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
1 - 11,1,11,4,0.0,-1.0,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
1 - 11,1,11,5,0.0,-1.4,0.0,6,6163.54,6414.96,5912.11,4308.0,9000.0,6321.73
