Date,Month,Day,Hour,global_tilted_irradiance_instant
10 - 5,10,5,13,126.423775
10 - 5,10,5,14,88.30099
10 - 5,10,5,15,19.905792
10 - 5,10,5,16,0.0
10 - 5,10,5,17,0.0
10 - 5,10,5,18,0.0
10 - 5,10,5,19,0.0
10 - 5,10,5,20,0.0
10 - 5,10,5,21,0.0
10 - 5,10,5,22,0.0
10 - 5,10,5,23,0.0
10 - 6,10,6,0,0.0
10 - 6,10,6,1,0.0
10 - 6,10,6,2,0.0
10 - 6,10,6,3,0.0
10 - 6,10,6,4,0.0
10 - 6,10,6,5,13.844269
10 - 6,10,6,6,18.932472
10 - 6,10,6,7,38.104202
10 - 6,10,6,8,50.6317
10 - 6,10,6,9,65.9791
10 - 6,10,6,10,78.20449
10 - 6,10,6,11,58.91943
10 - 6,10,6,12,44.266132
10 - 6,10,6,13,50.741688
10 - 6,10,6,14,22.1357
10 - 6,10,6,15,10.286877
10 - 6,10,6,16,0.0
10 - 6,10,6,17,0.0
10 - 6,10,6,18,0.0
10 - 6,10,6,19,0.0
10 - 6,10,6,20,0.0
10 - 6,10,6,21,0.0
10 - 6,10,6,22,0.0
10 - 6,10,6,23,0.0
10 - 7,10,7,0,0.0
10 - 7,10,7,1,0.0
10 - 7,10,7,2,0.0
10 - 7,10,7,3,0.0
10 - 7,10,7,4,0.0
10 - 7,10,7,5,7.2525363
10 - 7,10,7,6,36.84765
10 - 7,10,7,7,41.556137
10 - 7,10,7,8,45.5041
10 - 7,10,7,9,87.37912
10 - 7,10,7,10,137.76767
10 - 7,10,7,11,102.428894
10 - 7,10,7,12,72.84436
10 - 7,10,7,13,50.648243
10 - 7,10,7,14,29.377996
10 - 7,10,7,15,13.231414
10 - 7,10,7,16,0.0
10 - 7,10,7,17,0.0
10 - 7,10,7,18,0.0
10 - 7,10,7,19,0.0
10 - 7,10,7,20,0.0
10 - 7,10,7,21,0.0
10 - 7,10,7,22,0.0
10 - 7,10,7,23,0.0
10 - 8,10,8,0,0.0
10 - 8,10,8,1,0.0
10 - 8,10,8,2,0.0
10 - 8,10,8,3,0.0
10 - 8,10,8,4,0.0
10 - 8,10,8,5,3.8085465
10 - 8,10,8,6,17.8589
10 - 8,10,8,7,29.266644
10 - 8,10,8,8,49.684387
10 - 8,10,8,9,86.42397
10 - 8,10,8,10,86.705315
10 - 8,10,8,11,94.19525
10 - 8,10,8,12,68.4809
10 - 8,10,8,13,77.60389
10 - 8,10,8,14,79.41339
10 - 8,10,8,15,26.874332
10 - 8,10,8,16,0.0
10 - 8,10,8,17,0.0
10 - 8,10,8,18,0.0
10 - 8,10,8,19,0.0
10 - 8,10,8,20,0.0
10 - 8,10,8,21,0.0
10 - 8,10,8,22,0.0
10 - 8,10,8,23,0.0
10 - 9,10,9,0,0.0
10 - 9,10,9,1,0.0
10 - 9,10,9,2,0.0
10 - 9,10,9,3,0.0
10 - 9,10,9,4,0.0
10 - 9,10,9,5,4.01077
10 - 9,10,9,6,9.69758
10 - 9,10,9,7,28.205463
10 - 9,10,9,8,51.80115
10 - 9,10,9,9,99.22271
10 - 9,10,9,10,106.47275
10 - 9,10,9,11,101.40024
10 - 9,10,9,12,115.21421
10 - 9,10,9,13,64.29219
10 - 9,10,9,14,32.731754
10 - 9,10,9,15,10.560552
10 - 9,10,9,16,0.0
10 - 9,10,9,17,0.0
10 - 9,10,9,18,0.0
10 - 9,10,9,19,0.0
10 - 9,10,9,20,0.0
10 - 9,10,9,21,0.0
10 - 9,10,9,22,0.0
10 - 9,10,9,23,0.0
10 - 10,10,10,0,0.0
10 - 10,10,10,1,0.0
10 - 10,10,10,2,0.0
10 - 10,10,10,3,0.0
10 - 10,10,10,4,0.0
10 - 10,10,10,5,16.944931
10 - 10,10,10,6,64.53639
10 - 10,10,10,7,112.76625
10 - 10,10,10,8,157.10371
10 - 10,10,10,9,143.39034
10 - 10,10,10,10,164.99295
10 - 10,10,10,11,156.30899
10 - 10,10,10,12,153.80585
10 - 10,10,10,13,86.94284
10 - 10,10,10,14,28.224407
10 - 10,10,10,15,7.3287396
10 - 10,10,10,16,0.0
10 - 10,10,10,17,0.0
10 - 10,10,10,18,0.0
10 - 10,10,10,19,0.0
10 - 10,10,10,20,0.0
10 - 10,10,10,21,0.0
10 - 10,10,10,22,0.0
10 - 10,10,10,23,0.0
10 - 11,10,11,0,0.0
10 - 11,10,11,1,0.0
10 - 11,10,11,2,0.0
10 - 11,10,11,3,0.0
10 - 11,10,11,4,0.0
10 - 11,10,11,5,22.445389
10 - 11,10,11,6,69.11967
10 - 11,10,11,7,118.8186
10 - 11,10,11,8,136.15765
10 - 11,10,11,9,130.29185
10 - 11,10,11,10,178.62077
10 - 11,10,11,11,119.017555
10 - 11,10,11,12,92.16236
10 - 11,10,11,13,119.84897
10 - 11,10,11,14,61.977478
10 - 11,10,11,15,18.985332
10 - 11,10,11,16,0.0
10 - 11,10,11,17,0.0
10 - 11,10,11,18,0.0
10 - 11,10,11,19,0.0
10 - 11,10,11,20,0.0
10 - 11,10,11,21,0.0
10 - 11,10,11,22,0.0
10 - 11,10,11,23,0.0
10 - 12,10,12,0,0.0
10 - 12,10,12,1,0.0
10 - 12,10,12,2,0.0
10 - 12,10,12,3,0.0
10 - 12,10,12,4,0.0
10 - 12,10,12,5,9.5494375
10 - 12,10,12,6,52.75633
10 - 12,10,12,7,109.409966
10 - 12,10,12,8,142.52168
10 - 12,10,12,9,180.49544
10 - 12,10,12,10,202.21742
10 - 12,10,12,11,176.8226
10 - 12,10,12,12,167.41937
10 - 12,10,12,13,126.334496
10 - 12,10,12,14,57.568237
10 - 12,10,12,15,22.78452
10 - 12,10,12,16,0.0
10 - 12,10,12,17,0.0
10 - 12,10,12,18,0.0
10 - 12,10,12,19,0.0
10 - 12,10,12,20,0.0
10 - 12,10,12,21,0.0
10 - 12,10,12,22,0.0
10 - 12,10,12,23,0.0
10 - 13,10,13,0,0.0
10 - 13,10,13,1,0.0
10 - 13,10,13,2,0.0
10 - 13,10,13,3,0.0
10 - 13,10,13,4,0.0
10 - 13,10,13,5,5.0999103
10 - 13,10,13,6,63.901676
10 - 13,10,13,7,104.920944
10 - 13,10,13,8,122.798744
10 - 13,10,13,9,106.553085
10 - 13,10,13,10,150.0722
10 - 13,10,13,11,172.35924
10 - 13,10,13,12,129.68358
10 - 13,10,13,13,103.49547
10 - 13,10,13,14,62.369488
10 - 13,10,13,15,19.913696
10 - 13,10,13,16,0.0
10 - 13,10,13,17,0.0
10 - 13,10,13,18,0.0
10 - 13,10,13,19,0.0
10 - 13,10,13,20,0.0
10 - 13,10,13,21,0.0
10 - 13,10,13,22,0.0
10 - 13,10,13,23,0.0
10 - 14,10,14,0,0.0
10 - 14,10,14,1,0.0
10 - 14,10,14,2,0.0
10 - 14,10,14,3,0.0
10 - 14,10,14,4,0.0
10 - 14,10,14,5,21.893024
10 - 14,10,14,6,72.14502
10 - 14,10,14,7,117.37093
10 - 14,10,14,8,161.41016
10 - 14,10,14,9,181.12952
10 - 14,10,14,10,212.30116
10 - 14,10,14,11,208.23456
10 - 14,10,14,12,137.9056
10 - 14,10,14,13,88.81277
10 - 14,10,14,14,51.88334
10 - 14,10,14,15,17.357557
10 - 14,10,14,16,0.0
10 - 14,10,14,17,0.0
10 - 14,10,14,18,0.0
10 - 14,10,14,19,0.0
10 - 14,10,14,20,0.0
10 - 14,10,14,21,0.0
10 - 14,10,14,22,0.0
10 - 14,10,14,23,0.0
10 - 15,10,15,0,0.0
10 - 15,10,15,1,0.0
10 - 15,10,15,2,0.0
10 - 15,10,15,3,0.0
10 - 15,10,15,4,0.0
10 - 15,10,15,5,11.931063
10 - 15,10,15,6,60.157394
10 - 15,10,15,7,93.57844
10 - 15,10,15,8,130.16693
10 - 15,10,15,9,131.35632
10 - 15,10,15,10,153.19357
10 - 15,10,15,11,149.73296
10 - 15,10,15,12,143.06454
10 - 15,10,15,13,99.51472
10 - 15,10,15,14,59.118797
10 - 15,10,15,15,17.694994
10 - 15,10,15,16,0.0
10 - 15,10,15,17,0.0
10 - 15,10,15,18,0.0
10 - 15,10,15,19,0.0
10 - 15,10,15,20,0.0
10 - 15,10,15,21,0.0
10 - 15,10,15,22,0.0
10 - 15,10,15,23,0.0
10 - 16,10,16,0,0.0
10 - 16,10,16,1,0.0
10 - 16,10,16,2,0.0
10 - 16,10,16,3,0.0
10 - 16,10,16,4,0.0
10 - 16,10,16,5,12.843301
10 - 16,10,16,6,58.465275
10 - 16,10,16,7,103.859856
10 - 16,10,16,8,137.61754
10 - 16,10,16,9,144.83401
10 - 16,10,16,10,123.90909
10 - 16,10,16,11,123.80254
10 - 16,10,16,12,142.99086
10 - 16,10,16,13,112.110664
10 - 16,10,16,14,64.64786
10 - 16,10,16,15,15.52964
10 - 16,10,16,16,0.0
10 - 16,10,16,17,0.0
10 - 16,10,16,18,0.0
10 - 16,10,16,19,0.0
10 - 16,10,16,20,0.0
10 - 16,10,16,21,0.0
10 - 16,10,16,22,0.0
10 - 16,10,16,23,0.0
10 - 17,10,17,0,0.0
10 - 17,10,17,1,0.0
10 - 17,10,17,2,0.0
10 - 17,10,17,3,0.0
10 - 17,10,17,4,0.0
10 - 17,10,17,5,14.073485
10 - 17,10,17,6,59.066536
10 - 17,10,17,7,115.27497
10 - 17,10,17,8,155.05899
10 - 17,10,17,9,148.82259
10 - 17,10,17,10,142.66077
10 - 17,10,17,11,121.6846
10 - 17,10,17,12,95.46277
10 - 17,10,17,13,94.92298
10 - 17,10,17,14,46.643703
10 - 17,10,17,15,13.339699
10 - 17,10,17,16,0.0
10 - 17,10,17,17,0.0
10 - 17,10,17,18,0.0
10 - 17,10,17,19,0.0
10 - 17,10,17,20,0.0
10 - 17,10,17,21,0.0
10 - 17,10,17,22,0.0
10 - 17,10,17,23,0.0
10 - 18,10,18,0,0.0
10 - 18,10,18,1,0.0
10 - 18,10,18,2,0.0
10 - 18,10,18,3,0.0
10 - 18,10,18,4,0.0
10 - 18,10,18,5,15.575534
10 - 18,10,18,6,51.862057
10 - 18,10,18,7,76.43229
10 - 18,10,18,8,106.09892
10 - 18,10,18,9,136.49472
10 - 18,10,18,10,134.92392
10 - 18,10,18,11,131.5526
10 - 18,10,18,12,117.46316
10 - 18,10,18,13,88.69428
10 - 18,10,18,14,47.04866
10 - 18,10,18,15,8.121846
10 - 18,10,18,16,0.0
10 - 18,10,18,17,0.0
10 - 18,10,18,18,0.0
10 - 18,10,18,19,0.0
10 - 18,10,18,20,0.0
10 - 18,10,18,21,0.0
10 - 18,10,18,22,0.0
10 - 18,10,18,23,0.0
10 - 19,10,19,0,0.0
10 - 19,10,19,1,0.0
10 - 19,10,19,2,0.0
10 - 19,10,19,3,0.0
10 - 19,10,19,4,0.0
10 - 19,10,19,5,8.722594
10 - 19,10,19,6,40.309174
10 - 19,10,19,7,62.713383
10 - 19,10,19,8,81.6593
10 - 19,10,19,9,110.45612
10 - 19,10,19,10,144.16942
10 - 19,10,19,11,138.07417
10 - 19,10,19,12,135.74431
10 - 19,10,19,13,90.77016
10 - 19,10,19,14,57.819195
10 - 19,10,19,15,11.327791
10 - 19,10,19,16,0.0
10 - 19,10,19,17,0.0
10 - 19,10,19,18,0.0
10 - 19,10,19,19,0.0
10 - 19,10,19,20,0.0
10 - 19,10,19,21,0.0
10 - 19,10,19,22,0.0
10 - 19,10,19,23,0.0
10 - 20,10,20,0,0.0
10 - 20,10,20,1,0.0
10 - 20,10,20,2,0.0
10 - 20,10,20,3,0.0
10 - 20,10,20,4,0.0
10 - 20,10,20,5,0.0
10 - 20,10,20,6,52.93258
10 - 20,10,20,7,103.42865
10 - 20,10,20,8,120.517456
10 - 20,10,20,9,89.90111
10 - 20,10,20,10,83.17768
10 - 20,10,20,11,79.61811
10 - 20,10,20,12,72.294044
10 - 20,10,20,13,59.350403
10 - 20,10,20,14,41.069252
10 - 20,10,20,15,9.308461
10 - 20,10,20,16,0.0
10 - 20,10,20,17,0.0
10 - 20,10,20,18,0.0
10 - 20,10,20,19,0.0
10 - 20,10,20,20,0.0
10 - 20,10,20,21,0.0
10 - 20,10,20,22,0.0
10 - 20,10,20,23,0.0
10 - 21,10,21,0,0.0
10 - 21,10,21,1,0.0
10 - 21,10,21,2,0.0
10 - 21,10,21,3,0.0
10 - 21,10,21,4,0.0
10 - 21,10,21,5,0.0
10 - 21,10,21,6,47.839592
10 - 21,10,21,7,69.12533
10 - 21,10,21,8,78.36937
10 - 21,10,21,9,81.483025
10 - 21,10,21,10,81.479126
10 - 21,10,21,11,77.924545
10 - 21,10,21,12,69.76987
10 - 21,10,21,13,58.447147
10 - 21,10,21,14,40.06271
10 - 21,10,21,15,7.7865705
10 - 21,10,21,16,0.0
10 - 21,10,21,17,0.0
10 - 21,10,21,18,0.0
10 - 21,10,21,19,0.0
10 - 21,10,21,20,0.0
10 - 21,10,21,21,0.0
10 - 21,10,21,22,0.0
10 - 21,10,21,23,0.0
10 - 22,10,22,0,0.0
10 - 22,10,22,1,0.0
10 - 22,10,22,2,0.0
10 - 22,10,22,3,0.0
10 - 22,10,22,4,0.0
10 - 22,10,22,5,0.0
10 - 22,10,22,6,49.26224
10 - 22,10,22,7,106.12111
10 - 22,10,22,8,156.33919
10 - 22,10,22,9,163.9807
10 - 22,10,22,10,116.345604
10 - 22,10,22,11,93.03488
10 - 22,10,22,12,103.08362
10 - 22,10,22,13,77.057396
10 - 22,10,22,14,45.321728
10 - 22,10,22,15,8.189446
10 - 22,10,22,16,0.0
10 - 22,10,22,17,0.0
10 - 22,10,22,18,0.0
10 - 22,10,22,19,0.0
10 - 22,10,22,20,0.0
10 - 22,10,22,21,0.0
10 - 22,10,22,22,0.0
10 - 22,10,22,23,0.0
10 - 23,10,23,0,0.0
10 - 23,10,23,1,0.0
10 - 23,10,23,2,0.0
10 - 23,10,23,3,0.0
10 - 23,10,23,4,0.0
10 - 23,10,23,5,0.0
10 - 23,10,23,6,50.061466
10 - 23,10,23,7,92.51488
10 - 23,10,23,8,136.36873
10 - 23,10,23,9,103.391495
10 - 23,10,23,10,92.42655
10 - 23,10,23,11,81.41606
10 - 23,10,23,12,71.27236
10 - 23,10,23,13,66.49685
10 - 23,10,23,14,40.28789
10 - 23,10,23,15,5.042621
10 - 23,10,23,16,0.0
10 - 23,10,23,17,0.0
10 - 23,10,23,18,0.0
10 - 23,10,23,19,0.0
10 - 23,10,23,20,0.0
10 - 23,10,23,21,0.0
10 - 23,10,23,22,0.0
10 - 23,10,23,23,0.0
10 - 24,10,24,0,0.0
10 - 24,10,24,1,0.0
10 - 24,10,24,2,0.0
10 - 24,10,24,3,0.0
10 - 24,10,24,4,0.0
10 - 24,10,24,5,0.0
10 - 24,10,24,6,44.601086
10 - 24,10,24,7,106.08803
10 - 24,10,24,8,145.46179
10 - 24,10,24,9,119.03028
10 - 24,10,24,10,126.74977
10 - 24,10,24,11,68.41659
10 - 24,10,24,12,46.939987
10 - 24,10,24,13,29.136986
10 - 24,10,24,14,19.813417
10 - 24,10,24,15,1.281967
10 - 24,10,24,16,0.0
10 - 24,10,24,17,0.0
10 - 24,10,24,18,0.0
10 - 24,10,24,19,0.0
10 - 24,10,24,20,0.0
10 - 24,10,24,21,0.0
10 - 24,10,24,22,0.0
10 - 24,10,24,23,0.0
10 - 25,10,25,0,0.0
10 - 25,10,25,1,0.0
10 - 25,10,25,2,0.0
10 - 25,10,25,3,0.0
10 - 25,10,25,4,0.0
10 - 25,10,25,5,0.0
10 - 25,10,25,6,45.942535
10 - 25,10,25,7,69.45166
10 - 25,10,25,8,82.10598
10 - 25,10,25,9,83.712105
10 - 25,10,25,10,99.60476
10 - 25,10,25,11,92.7136
10 - 25,10,25,12,98.61633
10 - 25,10,25,13,90.71498
10 - 25,10,25,14,58.58985
10 - 25,10,25,15,2.8171399
10 - 25,10,25,16,0.0
10 - 25,10,25,17,0.0
10 - 25,10,25,18,0.0
10 - 25,10,25,19,0.0
10 - 25,10,25,20,0.0
10 - 25,10,25,21,0.0
10 - 25,10,25,22,0.0
10 - 25,10,25,23,0.0
10 - 26,10,26,0,0.0
10 - 26,10,26,1,0.0
10 - 26,10,26,2,0.0
10 - 26,10,26,3,0.0
10 - 26,10,26,4,0.0
10 - 26,10,26,5,0.0
10 - 26,10,26,6,28.561546
10 - 26,10,26,7,60.23133
10 - 26,10,26,8,123.801544
10 - 26,10,26,9,91.13618
10 - 26,10,26,10,84.95864
10 - 26,10,26,11,90.51066
10 - 26,10,26,12,94.77984
10 - 26,10,26,13,65.9449
10 - 26,10,26,14,42.59186
10 - 26,10,26,15,1.1861212
10 - 26,10,26,16,0.0
10 - 26,10,26,17,0.0
10 - 26,10,26,18,0.0
10 - 26,10,26,19,0.0
10 - 26,10,26,20,0.0
10 - 26,10,26,21,0.0
10 - 26,10,26,22,0.0
10 - 26,10,26,23,0.0
10 - 27,10,27,0,0.0
10 - 27,10,27,1,0.0
10 - 27,10,27,2,0.0
10 - 27,10,27,3,0.0
10 - 27,10,27,4,0.0
10 - 27,10,27,5,0.0
10 - 27,10,27,6,40.88295
10 - 27,10,27,7,73.13198
10 - 27,10,27,8,98.9727
10 - 27,10,27,9,105.40564
10 - 27,10,27,10,99.195274
10 - 27,10,27,11,106.91745
10 - 27,10,27,12,120.45187
10 - 27,10,27,13,74.34198
10 - 27,10,27,14,44.163773
10 - 27,10,27,15,0.0
10 - 27,10,27,16,0.0
10 - 27,10,27,17,0.0
10 - 27,10,27,18,0.0
10 - 27,10,27,19,0.0
10 - 27,10,27,20,0.0
10 - 27,10,27,21,0.0
10 - 27,10,27,22,0.0
10 - 27,10,27,23,0.0
10 - 28,10,28,0,0.0
10 - 28,10,28,1,0.0
10 - 28,10,28,2,0.0
10 - 28,10,28,3,0.0
10 - 28,10,28,4,0.0
10 - 28,10,28,5,0.0
10 - 28,10,28,6,40.04865
10 - 28,10,28,7,69.89403
10 - 28,10,28,8,88.146065
10 - 28,10,28,9,108.28593
10 - 28,10,28,10,111.513725
10 - 28,10,28,11,138.54306
10 - 28,10,28,12,82.08462
10 - 28,10,28,13,65.127594
10 - 28,10,28,14,35.055847
10 - 28,10,28,15,0.0
10 - 28,10,28,16,0.0
10 - 28,10,28,17,0.0
10 - 28,10,28,18,0.0
10 - 28,10,28,19,0.0
10 - 28,10,28,20,0.0
10 - 28,10,28,21,0.0
10 - 28,10,28,22,0.0
10 - 28,10,28,23,0.0
10 - 29,10,29,0,0.0
10 - 29,10,29,1,0.0
10 - 29,10,29,2,0.0
10 - 29,10,29,3,0.0
10 - 29,10,29,4,0.0
10 - 29,10,29,5,0.0
10 - 29,10,29,6,42.5889
10 - 29,10,29,7,81.75777
10 - 29,10,29,8,87.100716
10 - 29,10,29,9,122.02551
10 - 29,10,29,10,97.4745
10 - 29,10,29,11,77.424255
10 - 29,10,29,12,77.84901
10 - 29,10,29,13,97.324104
10 - 29,10,29,14,53.755196
10 - 29,10,29,15,0.0
10 - 29,10,29,16,0.0
10 - 29,10,29,17,0.0
10 - 29,10,29,18,0.0
10 - 29,10,29,19,0.0
10 - 29,10,29,20,0.0
10 - 29,10,29,21,0.0
10 - 29,10,29,22,0.0
10 - 29,10,29,23,0.0
10 - 30,10,30,0,0.0
10 - 30,10,30,1,0.0
10 - 30,10,30,2,0.0
10 - 30,10,30,3,0.0
10 - 30,10,30,4,0.0
10 - 30,10,30,5,0.0
10 - 30,10,30,6,53.498444
10 - 30,10,30,7,92.42074
10 - 30,10,30,8,92.4267
10 - 30,10,30,9,79.60437
10 - 30,10,30,10,110.20159
10 - 30,10,30,11,134.45403
10 - 30,10,30,12,73.59438
10 - 30,10,30,13,65.720436
10 - 30,10,30,14,28.689335
10 - 30,10,30,15,0.0
10 - 30,10,30,16,0.0
10 - 30,10,30,17,0.0
10 - 30,10,30,18,0.0
10 - 30,10,30,19,0.0
10 - 30,10,30,20,0.0
10 - 30,10,30,21,0.0
10 - 30,10,30,22,0.0
10 - 30,10,30,23,0.0
10 - 31,10,31,0,0.0
10 - 31,10,31,1,0.0
10 - 31,10,31,2,0.0
10 - 31,10,31,3,0.0
10 - 31,10,31,4,0.0
10 - 31,10,31,5,0.0
10 - 31,10,31,6,46.95356
10 - 31,10,31,7,106.729614
10 - 31,10,31,8,76.09981
10 - 31,10,31,9,78.6823
10 - 31,10,31,10,78.41789
10 - 31,10,31,11,74.71094
10 - 31,10,31,12,66.308304
10 - 31,10,31,13,52.97312
10 - 31,10,31,14,31.647097
10 - 31,10,31,15,0.0
10 - 31,10,31,16,0.0
10 - 31,10,31,17,0.0
10 - 31,10,31,18,0.0
10 - 31,10,31,19,0.0
10 - 31,10,31,20,0.0
10 - 31,10,31,21,0.0
10 - 31,10,31,22,0.0
10 - 31,10,31,23,0.0
11 - 1,11,1,0,0.0
11 - 1,11,1,1,0.0
11 - 1,11,1,2,0.0
11 - 1,11,1,3,0.0
11 - 1,11,1,4,0.0
11 - 1,11,1,5,0.0
11 - 1,11,1,6,36.32216
11 - 1,11,1,7,63.776955
11 - 1,11,1,8,74.07259
11 - 1,11,1,9,79.61161
11 - 1,11,1,10,81.95987
11 - 1,11,1,11,109.26573
11 - 1,11,1,12,104.58349
11 - 1,11,1,13,73.57488
11 - 1,11,1,14,33.005505
11 - 1,11,1,15,0.0
11 - 1,11,1,16,0.0
11 - 1,11,1,17,0.0
11 - 1,11,1,18,0.0
11 - 1,11,1,19,0.0
11 - 1,11,1,20,0.0
11 - 1,11,1,21,0.0
11 - 1,11,1,22,0.0
11 - 1,11,1,23,0.0
11 - 2,11,2,0,0.0
11 - 2,11,2,1,0.0
11 - 2,11,2,2,0.0
11 - 2,11,2,3,0.0
11 - 2,11,2,4,0.0
11 - 2,11,2,5,0.0
11 - 2,11,2,6,35.16592
11 - 2,11,2,7,61.45154
11 - 2,11,2,8,71.81216
11 - 2,11,2,9,84.09361
11 - 2,11,2,10,93.47488
11 - 2,11,2,11,89.77521
11 - 2,11,2,12,73.08597
11 - 2,11,2,13,55.311604
11 - 2,11,2,14,33.089905
11 - 2,11,2,15,0.0
11 - 2,11,2,16,0.0
11 - 2,11,2,17,0.0
11 - 2,11,2,18,0.0
11 - 2,11,2,19,0.0
11 - 2,11,2,20,0.0
11 - 2,11,2,21,0.0
11 - 2,11,2,22,0.0
11 - 2,11,2,23,0.0
11 - 3,11,3,0,0.0
11 - 3,11,3,1,0.0
11 - 3,11,3,2,0.0
11 - 3,11,3,3,0.0
11 - 3,11,3,4,0.0
11 - 3,11,3,5,0.0
11 - 3,11,3,6,33.585228
11 - 3,11,3,7,81.08535
11 - 3,11,3,8,120.83017
11 - 3,11,3,9,99.27376
11 - 3,11,3,10,102.31271
11 - 3,11,3,11,126.69782
11 - 3,11,3,12,128.18486
11 - 3,11,3,13,86.428986
11 - 3,11,3,14,38.110336
11 - 3,11,3,15,0.0
11 - 3,11,3,16,0.0
11 - 3,11,3,17,0.0
11 - 3,11,3,18,0.0
11 - 3,11,3,19,0.0
11 - 3,11,3,20,0.0
11 - 3,11,3,21,0.0
11 - 3,11,3,22,0.0
11 - 3,11,3,23,0.0
11 - 4,11,4,0,0.0
11 - 4,11,4,1,0.0
11 - 4,11,4,2,0.0
11 - 4,11,4,3,0.0
11 - 4,11,4,4,0.0
11 - 4,11,4,5,0.0
11 - 4,11,4,6,18.358938
11 - 4,11,4,7,53.339333
11 - 4,11,4,8,92.96627
11 - 4,11,4,9,146.50021
11 - 4,11,4,10,148.97626
11 - 4,11,4,11,99.960655
11 - 4,11,4,12,137.21123
11 - 4,11,4,13,43.58672
11 - 4,11,4,14,17.691746
11 - 4,11,4,15,0.0
11 - 4,11,4,16,0.0
11 - 4,11,4,17,0.0
11 - 4,11,4,18,0.0
11 - 4,11,4,19,0.0
11 - 4,11,4,20,0.0
11 - 4,11,4,21,0.0
11 - 4,11,4,22,0.0
11 - 4,11,4,23,0.0
11 - 5,11,5,0,0.0
11 - 5,11,5,1,0.0
11 - 5,11,5,2,0.0
11 - 5,11,5,3,0.0
11 - 5,11,5,4,0.0
11 - 5,11,5,5,0.0
11 - 5,11,5,6,16.614391
11 - 5,11,5,7,41.190216
11 - 5,11,5,8,75.3438
11 - 5,11,5,9,70.75221
11 - 5,11,5,10,49.053062
11 - 5,11,5,11,43.016846
11 - 5,11,5,12,47.184383
11 - 5,11,5,13,25.164124
11 - 5,11,5,14,11.066609
11 - 5,11,5,15,0.0
11 - 5,11,5,16,0.0
11 - 5,11,5,17,0.0
11 - 5,11,5,18,0.0
11 - 5,11,5,19,0.0
11 - 5,11,5,20,0.0
11 - 5,11,5,21,0.0
11 - 5,11,5,22,0.0
11 - 5,11,5,23,0.0
11 - 6,11,6,0,0.0
11 - 6,11,6,1,0.0
11 - 6,11,6,2,0.0
11 - 6,11,6,3,0.0
11 - 6,11,6,4,0.0
11 - 6,11,6,5,0.0
11 - 6,11,6,6,12.290358
11 - 6,11,6,7,45.172825
11 - 6,11,6,8,86.251396
11 - 6,11,6,9,99.13141
11 - 6,11,6,10,134.01584
11 - 6,11,6,11,129.90889
11 - 6,11,6,12,105.34733
11 - 6,11,6,13,61.75567
11 - 6,11,6,14,29.324118
11 - 6,11,6,15,0.0
11 - 6,11,6,16,0.0
11 - 6,11,6,17,0.0
11 - 6,11,6,18,0.0
11 - 6,11,6,19,0.0
11 - 6,11,6,20,0.0
11 - 6,11,6,21,0.0
11 - 6,11,6,22,0.0
11 - 6,11,6,23,0.0
11 - 7,11,7,0,0.0
11 - 7,11,7,1,0.0
11 - 7,11,7,2,0.0
11 - 7,11,7,3,0.0
11 - 7,11,7,4,0.0
11 - 7,11,7,5,0.0
11 - 7,11,7,6,30.988127
11 - 7,11,7,7,68.31579
11 - 7,11,7,8,125.42832
11 - 7,11,7,9,153.8314
11 - 7,11,7,10,157.23982
11 - 7,11,7,11,147.04204
11 - 7,11,7,12,119.58065
11 - 7,11,7,13,79.0491
11 - 7,11,7,14,33.549244
11 - 7,11,7,15,0.0
11 - 7,11,7,16,0.0
11 - 7,11,7,17,0.0
11 - 7,11,7,18,0.0
11 - 7,11,7,19,0.0
11 - 7,11,7,20,0.0
11 - 7,11,7,21,0.0
11 - 7,11,7,22,0.0
11 - 7,11,7,23,0.0
11 - 8,11,8,0,0.0
11 - 8,11,8,1,0.0
11 - 8,11,8,2,0.0
11 - 8,11,8,3,0.0
11 - 8,11,8,4,0.0
11 - 8,11,8,5,0.0
11 - 8,11,8,6,15.885723
11 - 8,11,8,7,41.92956
11 - 8,11,8,8,71.32141
11 - 8,11,8,9,92.95025
11 - 8,11,8,10,119.878815
11 - 8,11,8,11,109.43413
11 - 8,11,8,12,101.644714
11 - 8,11,8,13,62.871304
11 - 8,11,8,14,25.757107
11 - 8,11,8,15,0.0
11 - 8,11,8,16,0.0
11 - 8,11,8,17,0.0
11 - 8,11,8,18,0.0
11 - 8,11,8,19,0.0
11 - 8,11,8,20,0.0
11 - 8,11,8,21,0.0
11 - 8,11,8,22,0.0
11 - 8,11,8,23,0.0
11 - 9,11,9,0,0.0
11 - 9,11,9,1,0.0
11 - 9,11,9,2,0.0
11 - 9,11,9,3,0.0
11 - 9,11,9,4,0.0
11 - 9,11,9,5,0.0
11 - 9,11,9,6,30.347612
11 - 9,11,9,7,70.67313
11 - 9,11,9,8,103.465416
11 - 9,11,9,9,147.15654
11 - 9,11,9,10,121.07265
11 - 9,11,9,11,53.71159
11 - 9,11,9,12,36.08572
11 - 9,11,9,13,33.200172
11 - 9,11,9,14,19.38578
11 - 9,11,9,15,0.0
11 - 9,11,9,16,0.0
11 - 9,11,9,17,0.0
11 - 9,11,9,18,0.0
11 - 9,11,9,19,0.0
11 - 9,11,9,20,0.0
11 - 9,11,9,21,0.0
11 - 9,11,9,22,0.0
